utility_zone,date,day_type,season,peak_frac,shoulder_frac,offpeak_frac
ZC,2024-01-23,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-01-24,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-01-25,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-01-26,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-01-27,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-01-28,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-01-29,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-01-30,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-01-31,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-01,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-02,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-03,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-04,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-05,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-06,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-07,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-08,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-09,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-10,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-11,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-12,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-13,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-14,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-15,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-16,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-17,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-18,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-19,HOLIDAY,WINTER,0.11,0.24,0.65
ZC,2024-02-20,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-21,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-22,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-23,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-24,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-25,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-02-26,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-27,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-28,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-02-29,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-01,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-02,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-03,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-04,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-05,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-06,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-07,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-08,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-09,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-10,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-11,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-12,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-13,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-14,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-15,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-16,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-17,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-18,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-19,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-20,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-21,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-22,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-23,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-24,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-25,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-26,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-27,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-28,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-29,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-03-30,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-03-31,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-01,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-02,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-03,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-04,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-05,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-06,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-07,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-08,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-09,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-10,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-11,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-12,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-13,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-14,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-15,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-16,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-17,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-18,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-19,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-20,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-21,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-22,HOLIDAY,WINTER,0.11,0.24,0.65
ZC,2024-04-23,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-24,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-25,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-26,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-27,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-28,WEEKEND,WINTER,0.16,0.29,0.55
ZC,2024-04-29,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-04-30,WEEKDAY,WINTER,0.36,0.34,0.3
ZC,2024-05-01,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-02,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-03,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-04,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-05,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-06,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-07,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-08,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-09,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-10,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-11,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-12,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-13,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-14,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-15,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-16,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-17,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-18,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-19,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-20,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-21,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-22,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-23,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-24,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-25,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-26,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-05-27,HOLIDAY,SUMMER,0.13,0.22,0.65
ZC,2024-05-28,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-29,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-30,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-05-31,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-01,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-02,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-03,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-04,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-05,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-06,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-07,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-08,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-09,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-10,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-11,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-12,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-13,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-14,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-15,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-16,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-17,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-18,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-19,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-20,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-21,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-22,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-23,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-24,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-25,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-26,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-27,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-28,WEEKDAY,SUMMER,0.42,0.28,0.3
ZC,2024-06-29,WEEKEND,SUMMER,0.2,0.25,0.55
ZC,2024-06-30,WEEKEND,SUMMER,0.2,0.25,0.55
ZD,2024-01-01,HOLIDAY,WINTER,0.08,0.27,0.65
ZD,2024-01-02,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-03,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-04,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-05,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-06,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-07,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-08,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-09,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-10,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-11,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-12,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-13,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-14,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-15,HOLIDAY,WINTER,0.08,0.27,0.65
ZD,2024-01-16,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-17,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-18,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-19,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-20,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-21,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-22,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-23,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-24,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-25,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-26,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-27,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-28,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-01-29,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-30,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-01-31,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-01,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-02,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-03,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-04,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-05,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-06,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-07,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-08,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-09,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-10,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-11,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-12,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-13,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-14,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-15,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-16,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-17,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-18,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-19,HOLIDAY,WINTER,0.08,0.27,0.65
ZD,2024-02-20,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-21,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-22,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-23,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-24,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-25,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-02-26,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-27,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-28,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-02-29,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-01,HOLIDAY,WINTER,0.08,0.27,0.65
ZD,2024-03-02,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-03,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-04,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-05,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-06,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-07,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-08,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-09,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-10,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-11,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-12,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-13,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-14,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-15,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-16,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-17,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-18,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-19,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-20,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-21,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-22,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-23,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-24,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-25,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-26,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-27,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-28,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-29,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-03-30,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-03-31,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-01,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-02,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-03,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-04,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-05,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-06,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-07,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-08,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-09,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-10,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-11,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-12,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-13,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-14,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-15,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-16,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-17,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-18,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-19,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-20,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-21,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-22,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-23,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-24,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-25,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-26,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-27,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-28,WEEKEND,WINTER,0.13,0.32,0.55
ZD,2024-04-29,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-04-30,WEEKDAY,WINTER,0.34,0.36,0.3
ZD,2024-05-01,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-02,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-03,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-04,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-05,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-06,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-07,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-08,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-09,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-10,HOLIDAY,SUMMER,0.1,0.25,0.65
ZD,2024-05-11,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-12,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-13,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-14,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-15,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-16,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-17,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-18,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-19,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-20,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-21,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-22,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-23,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-24,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-25,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-26,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-05-27,HOLIDAY,SUMMER,0.1,0.25,0.65
ZD,2024-05-28,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-29,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-30,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-05-31,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-01,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-02,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-03,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-04,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-05,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-06,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-07,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-08,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-09,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-10,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-11,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-12,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-13,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-14,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-15,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-16,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-17,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-18,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-19,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-20,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-21,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-22,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-23,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-24,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-25,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-26,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-27,WEEKDAY,SUMMER,0.39,0.31,0.3
ZD,2024-06-28,HOLIDAY,SUMMER,0.1,0.25,0.65
ZD,2024-06-29,WEEKEND,SUMMER,0.17,0.28,0.55
ZD,2024-06-30,WEEKEND,SUMMER,0.17,0.28,0.55
