facility_id,reading_date,kwh_consumed,kvar_reactive,peak_demand_kw,solar_kwh
F004,2024-01-24,1811.7,1424.7,327.7,0.0
F004,2024-01-26,2490.4,963.0,338.6,0.0
F004,2024-01-28,1714.6,689.1,188.7,0.0
F004,2024-01-29,2486.9,1135.0,369.4,0.0
F004,2024-01-30,2655.4,,340.6,0.0
F004,2024-01-31,1739.0,1577.7,375.4,0.0
F004,2024-02-01,2814.9,1197.3,333.4,0.0
F004,2024-02-02,2563.5,1152.1,,0.0
F004,2024-02-03,1264.2,1277.7,239.3,0.0
F004,2024-02-04,1219.7,780.4,264.3,0.0
F004,2024-02-05,2656.8,1724.2,266.4,0.0
F004,2024-02-06,1929.5,1446.0,337.4,0.0
F004,2024-02-07,1893.5,869.7,322.8,0.0
F004,2024-02-09,2579.2,1413.5,404.7,0.0
F004,2024-02-10,1185.5,1201.2,229.1,0.0
F004,2024-02-11,1254.2,934.7,214.3,0.0
F004,2024-02-12,2566.6,761.5,397.3,0.0
F004,2024-02-13,2854.8,1891.1,303.2,0.0
F004,2024-02-14,1967.2,709.1,379.1,0.0
F004,2024-02-15,3077.9,1287.9,370.6,0.0
F004,2024-02-17,1192.1,665.7,256.7,0.0
F004,2024-02-18,1472.6,937.9,172.4,0.0
F004,2024-02-19,2355.7,1733.0,264.2,0.0
F004,2024-02-20,2878.6,1740.2,350.6,0.0
F004,2024-02-21,2314.1,1366.4,419.4,0.0
F004,2024-02-22,2544.6,734.4,287.5,0.0
F004,2024-02-23,2039.8,761.3,369.6,0.0
F004,2024-02-24,1302.6,470.2,209.2,0.0
F004,2024-02-25,1474.3,,259.4,0.0
F004,2024-02-26,2547.9,1808.6,352.5,0.0
F004,2024-02-28,1772.4,,287.5,0.0
F004,2024-02-29,2940.7,757.5,306.5,0.0
F004,2024-03-01,2538.8,1126.2,306.5,0.0
F004,2024-03-02,1282.0,,,0.0
F004,2024-03-03,1770.9,,218.1,0.0
F004,2024-03-04,2024.4,1911.8,280.7,0.0
F004,2024-03-05,2349.9,783.5,305.0,0.0
F004,2024-03-06,2581.5,1866.8,,0.0
F004,2024-03-07,2936.3,972.1,437.6,0.0
F004,2024-03-08,2359.2,1940.1,335.3,0.0
F004,2024-03-09,1858.1,919.9,219.1,0.0
F004,2024-03-10,1200.8,546.0,250.2,0.0
F004,2024-03-11,2540.4,833.7,438.4,0.0
F004,2024-03-12,1996.7,1810.6,430.1,0.0
F004,2024-03-13,2293.1,1291.2,380.9,0.0
F004,2024-03-14,2624.7,1275.3,291.7,0.0
F004,2024-03-15,2875.8,1121.9,267.8,0.0
F004,2024-03-16,1823.0,1105.8,236.0,0.0
F004,2024-03-17,1272.9,784.1,201.0,0.0
F004,2024-03-18,1767.3,,350.5,0.0
F004,2024-03-19,3175.9,1275.2,294.0,0.0
F004,2024-03-20,2371.3,,354.9,0.0
F004,2024-03-21,2627.0,1439.7,419.8,0.0
F004,2024-03-22,3133.1,893.5,363.8,0.0
F004,2024-03-23,1442.5,928.1,234.6,0.0
F004,2024-03-24,1228.4,868.5,190.8,0.0
F004,2024-03-25,2980.7,1508.5,265.8,0.0
F004,2024-03-26,1787.9,1819.3,290.4,0.0
F004,2024-03-27,2780.6,1964.6,427.0,0.0
F004,2024-03-28,1831.7,1834.0,304.0,0.0
F004,2024-03-29,3051.9,1542.0,351.2,0.0
F004,2024-03-30,1448.5,605.4,218.1,0.0
F004,2024-03-31,1439.5,1079.9,260.4,0.0
F004,2024-04-01,2009.8,1613.4,392.1,0.0
F004,2024-04-02,2291.0,1503.0,348.0,0.0
F004,2024-04-03,2224.3,1684.4,306.7,0.0
F004,2024-04-04,3196.9,896.1,423.6,0.0
F004,2024-04-05,1904.1,799.3,358.6,0.0
F004,2024-04-06,2056.3,1159.1,211.5,0.0
F004,2024-04-07,1869.9,1008.8,286.9,0.0
F004,2024-04-08,2598.3,1065.8,292.5,0.0
F004,2024-04-09,3282.7,1525.5,330.2,0.0
F004,2024-04-10,2292.1,829.0,425.8,0.0
F004,2024-04-11,,877.8,428.5,0.0
F004,2024-04-12,3122.7,877.1,340.1,0.0
F004,2024-04-13,1900.2,942.1,236.0,0.0
F004,2024-04-14,1889.1,1142.2,188.4,0.0
F004,2024-04-15,3169.5,804.0,401.8,0.0
F004,2024-04-17,2859.5,1011.3,384.8,0.0
F004,2024-04-18,,839.0,,0.0
F004,2024-04-19,2379.2,1107.8,335.3,0.0
F004,2024-04-20,1683.8,544.6,235.6,0.0
F004,2024-04-21,1842.5,780.7,245.9,0.0
F004,2024-04-22,3078.0,1206.1,388.0,0.0
F004,2024-04-23,2601.9,1438.5,328.8,0.0
F004,2024-04-24,2341.8,924.3,280.7,0.0
F004,2024-04-26,3114.6,,404.9,0.0
F004,2024-04-27,2110.0,528.2,226.6,0.0
F004,2024-04-28,,520.9,260.4,0.0
F004,2024-04-29,1890.7,707.3,305.1,0.0
F004,2024-04-30,2495.4,1324.1,392.8,0.0
F004,2024-05-02,2590.5,1290.4,461.7,0.0
F004,2024-05-03,2714.1,1781.7,462.3,0.0
F004,2024-05-04,1214.3,626.8,229.5,0.0
F004,2024-05-05,1207.7,,218.0,0.0
F004,2024-05-06,2741.4,1204.0,332.3,0.0
F004,2024-05-07,2641.8,,339.5,0.0
F004,2024-05-08,2331.5,871.8,337.7,0.0
F004,2024-05-09,2054.2,1849.8,291.4,0.0
F004,2024-05-10,1981.0,980.3,455.5,0.0
F004,2024-05-11,1220.8,1082.9,242.6,0.0
F004,2024-05-12,2126.1,669.0,204.9,0.0
F004,2024-05-13,2723.9,1563.4,307.9,0.0
F004,2024-05-14,3124.8,1503.4,415.5,0.0
F004,2024-05-15,2457.8,708.5,355.0,0.0
F004,2024-05-16,2417.9,891.3,286.3,0.0
F004,2024-05-17,3072.4,1944.0,298.4,0.0
F004,2024-05-18,1856.5,551.1,204.0,0.0
F004,2024-05-19,1854.2,485.4,278.4,0.0
F004,2024-05-20,2423.7,1439.0,305.8,0.0
F004,2024-05-21,2170.2,1049.8,322.3,0.0
F004,2024-05-22,2434.1,924.1,431.2,0.0
F004,2024-05-23,2032.0,,442.2,0.0
F004,2024-05-24,2360.2,1456.6,288.6,0.0
F004,2024-05-25,1359.4,,216.8,0.0
F004,2024-05-26,1334.6,1216.5,218.0,0.0
F004,2024-05-27,3037.5,1817.0,379.7,0.0
F004,2024-05-28,2121.7,1086.5,448.3,0.0
F004,2024-05-29,3372.6,,415.2,0.0
F004,2024-05-30,2597.3,1632.5,320.4,0.0
F004,2024-05-31,3387.7,1298.1,360.8,0.0
F004,2024-06-01,2049.2,718.2,286.2,0.0
F004,2024-06-02,2082.9,958.2,302.2,0.0
F004,2024-06-03,2552.5,1183.7,295.5,0.0
F004,2024-06-04,2490.3,900.9,406.7,0.0
F004,2024-06-05,2383.9,1289.6,428.3,0.0
F004,2024-06-06,3471.2,1279.8,367.1,0.0
F004,2024-06-07,2319.0,,370.8,0.0
F004,2024-06-09,1496.9,1142.4,267.9,0.0
F004,2024-06-10,2887.9,1666.5,425.0,0.0
F004,2024-06-11,2966.7,1834.0,298.8,0.0
F004,2024-06-12,2883.1,1277.6,360.7,0.0
F004,2024-06-13,2050.9,1768.6,433.7,0.0
F004,2024-06-14,3061.7,1490.0,387.7,0.0
F004,2024-06-16,1834.1,995.5,292.0,0.0
F004,2024-06-17,,996.0,386.2,0.0
F004,2024-06-18,2401.7,1397.0,387.2,0.0
F004,2024-06-19,2915.6,1611.2,470.5,0.0
F004,2024-06-20,2220.7,1474.4,412.7,0.0
F004,2024-06-21,2453.4,915.5,384.7,0.0
F004,2024-06-22,1702.9,799.9,267.2,0.0
F004,2024-06-23,2230.5,855.1,300.0,0.0
F004,2024-06-25,2456.5,672.0,461.1,0.0
F004,2024-06-26,2046.4,1336.1,471.0,0.0
F004,2024-06-27,2608.2,795.5,300.0,0.0
F004,2024-06-28,2732.1,737.5,432.2,0.0
F005,2024-01-01,3027.8,725.3,237.7,24.0
F005,2024-01-02,2232.0,682.1,216.7,29.9
F005,2024-01-03,2661.6,617.9,296.9,83.1
F005,2024-01-04,2235.8,437.7,327.1,68.6
F005,2024-01-05,2273.8,,317.3,71.5
F005,2024-01-06,1732.4,605.2,138.5,113.3
F005,2024-01-07,1539.8,587.6,208.7,109.9
F005,2024-01-08,3125.4,925.7,304.9,50.1
F005,2024-01-09,2685.4,650.1,207.8,66.9
F005,2024-01-10,,,,76.5
F005,2024-01-11,3089.9,817.1,214.0,111.3
F005,2024-01-12,2888.4,925.9,329.3,56.3
F005,2024-01-13,1891.1,,213.0,99.8
F005,2024-01-14,1440.0,584.5,217.7,91.8
F005,2024-01-15,3066.3,1139.2,226.7,41.9
F005,2024-01-16,2426.3,573.1,302.5,25.8
F005,2024-01-17,2359.2,852.5,210.1,108.4
F005,2024-01-18,2812.6,790.6,257.7,
F005,2024-01-19,3231.1,788.5,259.1,111.0
F005,2024-01-20,1589.2,453.2,173.2,116.7
F005,2024-01-21,1209.3,469.1,179.7,107.8
F005,2024-01-23,2528.8,762.9,241.6,105.8
F005,2024-01-24,2931.5,572.5,265.9,36.6
F005,2024-01-25,2487.5,1094.7,226.5,
F005,2024-01-26,,538.5,,23.9
F005,2024-01-27,,269.6,,98.4
F005,2024-01-28,1666.2,454.8,173.3,108.7
F005,2024-01-29,3205.6,749.8,271.0,47.9
F005,2024-01-30,2177.0,1179.4,257.0,25.5
F005,2024-01-31,2525.5,642.5,237.2,28.7
F005,2024-02-01,2695.0,398.3,334.8,104.1
F005,2024-02-02,2643.3,596.2,210.4,66.9
F005,2024-02-03,1718.8,463.2,183.6,38.0
F005,2024-02-04,1405.3,611.2,184.6,73.7
F005,2024-02-05,2074.0,666.5,261.8,65.1
F005,2024-02-06,2340.1,581.0,320.9,
F005,2024-02-07,2602.3,1154.4,270.3,79.4
F005,2024-02-08,2714.0,686.2,308.2,30.1
F005,2024-02-09,3309.0,588.3,341.5,56.4
F005,2024-02-10,,,197.6,96.5
F005,2024-02-11,1494.4,419.8,179.8,40.4
F005,2024-02-12,2703.8,583.6,345.0,
F005,2024-02-13,1909.0,,291.2,42.3
F005,2024-02-14,2147.0,1143.7,227.0,28.1
F005,2024-02-15,2004.4,581.3,248.7,42.6
F005,2024-02-16,2415.9,,344.1,103.0
F005,2024-02-17,1686.3,694.8,205.7,107.6
F005,2024-02-18,1883.5,465.1,136.3,54.5
F005,2024-02-19,2265.4,965.6,270.4,92.0
F005,2024-02-20,3228.9,985.1,230.1,79.1
F005,2024-02-21,,890.6,287.5,74.0
F005,2024-02-22,2091.5,647.5,278.4,47.2
F005,2024-02-23,2907.1,1004.0,223.2,103.8
F005,2024-02-24,,490.2,193.8,
F005,2024-02-25,1471.3,324.0,184.7,91.8
F005,2024-02-26,3170.0,761.2,281.8,31.6
F005,2024-02-27,1926.3,432.3,224.0,47.1
F005,2024-02-28,2756.3,952.5,324.4,32.2
F005,2024-02-29,,613.1,,116.5
F005,2024-03-01,3417.7,444.8,354.0,108.3
F005,2024-03-02,2229.8,480.4,224.1,25.4
F005,2024-03-03,1267.6,495.7,179.1,119.6
F005,2024-03-04,3414.7,769.5,266.0,58.9
F005,2024-03-05,2366.1,909.3,232.4,25.4
F005,2024-03-06,2595.4,921.3,225.5,108.3
F005,2024-03-07,2250.4,544.9,293.2,32.0
F005,2024-03-09,1665.0,535.3,171.2,30.9
F005,2024-03-10,,,,110.3
F005,2024-03-11,,862.8,,50.3
F005,2024-03-12,3046.2,555.5,311.0,58.6
F005,2024-03-13,3399.0,538.3,304.3,32.4
F005,2024-03-14,2984.9,437.7,333.8,100.4
F005,2024-03-15,3391.4,849.7,219.2,38.8
F005,2024-03-16,2159.7,329.5,159.1,101.7
F005,2024-03-17,1452.1,605.3,154.0,84.1
F005,2024-03-18,3433.1,625.5,256.3,58.8
F005,2024-03-19,3292.2,910.1,229.3,117.3
F005,2024-03-20,2942.6,541.6,257.6,53.4
F005,2024-03-21,3132.2,496.0,234.7,89.4
F005,2024-03-22,3173.5,909.6,265.1,78.2
F005,2024-03-23,1250.9,711.5,181.7,81.6
F005,2024-03-24,1910.1,759.9,230.5,94.0
F005,2024-03-25,3315.1,889.7,269.2,66.8
F005,2024-03-26,3363.9,,239.5,99.4
F005,2024-03-27,,595.8,,97.5
F005,2024-03-28,3176.0,906.8,248.1,
F005,2024-03-29,2292.7,1179.9,331.7,43.6
F005,2024-03-30,1732.2,325.2,213.3,124.8
F005,2024-03-31,1492.4,449.3,215.2,30.6
F005,2024-04-01,2188.3,,,52.5
F005,2024-04-02,3439.4,1056.8,293.6,70.4
F005,2024-04-03,2961.0,678.0,230.9,80.1
F005,2024-04-04,3222.2,1091.2,308.1,66.6
F005,2024-04-05,2068.5,1080.9,223.0,47.6
F005,2024-04-06,1418.1,691.3,235.1,116.0
F005,2024-04-09,2662.5,399.3,296.7,67.9
F005,2024-04-10,3249.7,559.3,307.1,47.6
F005,2024-04-11,3338.1,746.1,318.9,75.0
F005,2024-04-12,2703.1,838.8,292.0,121.7
F005,2024-04-13,1770.0,493.1,161.7,48.6
F005,2024-04-14,1918.5,321.9,195.2,62.8
F005,2024-04-15,2276.8,713.2,244.7,122.8
F005,2024-04-16,3531.1,618.1,318.5,85.7
F005,2024-04-17,2317.9,1004.8,326.0,
F005,2024-04-18,2322.5,699.9,365.8,101.7
F005,2024-04-19,2589.8,408.9,255.0,117.7
F005,2024-04-21,2125.4,,157.4,107.9
F005,2024-04-22,2520.2,1031.6,333.7,65.4
F005,2024-04-23,3388.2,462.3,354.0,123.9
F005,2024-04-24,3310.4,1142.8,263.1,27.2
F005,2024-04-25,,428.6,,37.4
F005,2024-04-26,3265.3,820.0,222.5,71.9
F005,2024-04-27,2061.1,332.2,189.7,92.5
F005,2024-04-28,2271.5,293.0,192.9,90.1
F005,2024-04-29,2738.7,986.4,287.4,
F005,2024-04-30,3315.5,471.6,346.4,31.7
F005,2024-05-01,2138.3,673.7,320.8,110.8
F005,2024-05-02,3441.2,1075.4,245.8,88.9
F005,2024-05-03,3247.6,791.8,242.6,113.6
F005,2024-05-04,1711.1,507.9,230.6,75.3
F005,2024-05-05,1644.4,548.7,195.6,49.1
F005,2024-05-06,2370.5,633.6,370.0,
F005,2024-05-07,2885.4,674.1,310.0,72.5
F005,2024-05-08,,555.6,,101.8
F005,2024-05-09,2918.5,977.4,257.6,28.3
F005,2024-05-10,3186.5,1106.4,274.8,
F005,2024-05-11,2313.6,448.2,243.2,125.8
F005,2024-05-12,2363.3,,173.3,28.2
F005,2024-05-13,3294.5,629.6,303.6,39.3
F005,2024-05-14,2098.4,474.0,229.3,68.4
F005,2024-05-15,2577.7,1082.8,243.0,110.1
F005,2024-05-16,3563.5,818.6,,
F005,2024-05-17,3187.6,1051.4,247.2,39.7
F005,2024-05-18,1815.0,,187.3,28.7
F005,2024-05-20,2831.1,835.4,306.2,41.5
F005,2024-05-21,2163.9,410.8,373.2,112.3
F005,2024-05-22,3143.9,1009.4,323.7,127.4
F005,2024-05-23,2320.7,946.9,237.6,
F005,2024-05-24,2403.7,710.0,277.6,28.1
F005,2024-05-25,2126.2,334.2,226.2,63.5
F005,2024-05-26,1487.7,309.9,183.3,92.8
F005,2024-05-27,2943.5,829.5,364.3,41.9
F005,2024-05-28,3429.6,1117.3,361.7,33.0
F005,2024-05-29,2249.0,960.1,347.1,32.0
F005,2024-05-31,2895.1,915.6,320.2,116.1
F005,2024-06-01,2410.5,512.0,236.2,135.9
F005,2024-06-02,2358.3,536.8,157.9,90.9
F005,2024-06-03,2358.0,836.2,360.9,110.7
F005,2024-06-04,2768.7,749.3,382.6,39.4
F005,2024-06-05,3546.5,459.0,287.0,106.3
F005,2024-06-06,3367.5,742.2,292.0,66.3
F005,2024-06-07,2928.3,605.5,336.7,54.9
F005,2024-06-08,1346.2,516.4,213.6,85.8
F005,2024-06-09,1773.3,282.7,198.3,27.3
F005,2024-06-10,3310.1,542.9,258.8,76.0
F005,2024-06-11,3448.2,451.0,297.5,54.5
F005,2024-06-13,2085.4,1118.1,321.0,134.4
F005,2024-06-14,2132.8,582.5,304.9,77.0
F005,2024-06-15,1880.3,595.4,234.9,61.9
F005,2024-06-17,3453.6,,382.8,92.1
F005,2024-06-18,3108.8,977.9,319.1,55.2
F005,2024-06-19,3221.2,612.1,386.3,80.3
F005,2024-06-20,3548.5,1080.7,264.2,29.9
F005,2024-06-21,3649.4,670.6,240.1,121.5
F005,2024-06-22,2343.7,,228.1,136.7
F005,2024-06-23,1489.9,648.0,246.8,53.9
F005,2024-06-24,2912.6,835.8,352.8,86.6
F005,2024-06-25,2056.8,419.0,344.8,91.5
F005,2024-06-26,2975.8,1177.9,363.2,72.5
F005,2024-06-27,2723.0,666.8,239.1,53.5
F005,2024-06-28,2116.2,449.0,316.2,130.4
F005,2024-06-29,2403.9,728.7,223.2,82.5
F005,2024-06-30,1856.4,260.9,214.0,45.4
F006,2024-01-01,1696.7,,339.3,33.1
F006,2024-01-02,1471.2,840.5,312.1,21.0
F006,2024-01-03,2174.0,476.4,431.3,98.3
F006,2024-01-04,2164.1,1277.2,440.0,35.6
F006,2024-01-05,1326.6,452.7,493.6,103.5
F006,2024-01-06,1463.2,322.6,193.8,45.0
F006,2024-01-07,947.4,822.6,296.0,46.9
F006,2024-01-08,1410.2,,383.6,72.2
F006,2024-01-09,1648.8,1082.4,306.8,115.5
F006,2024-01-10,1421.4,1032.4,366.7,76.0
F006,2024-01-12,2202.7,1040.9,311.7,112.0
F006,2024-01-13,1474.2,328.9,287.6,
F006,2024-01-14,1368.3,449.4,250.9,58.4
F006,2024-01-15,1525.9,932.9,478.2,73.3
F006,2024-01-16,1380.4,894.3,321.8,113.7
F006,2024-01-17,1293.9,1059.6,316.4,40.0
F006,2024-01-18,1691.9,897.7,392.1,101.8
F006,2024-01-19,2007.3,550.6,377.7,86.6
F006,2024-01-20,1226.3,532.5,203.6,95.6
F006,2024-01-21,1102.7,782.8,308.0,88.6
F006,2024-01-22,1446.7,791.8,343.6,45.1
F006,2024-01-23,1730.1,1075.1,364.8,109.4
F006,2024-01-24,1395.0,1127.9,,44.6
F006,2024-01-25,1527.2,886.3,406.0,85.5
F006,2024-01-26,1272.2,734.6,,74.3
F006,2024-01-27,1377.2,695.7,264.8,86.2
F006,2024-01-28,1336.8,450.1,241.3,65.9
F006,2024-01-29,2226.4,631.4,315.8,90.9
F006,2024-01-30,1725.7,682.4,,97.2
F006,2024-01-31,1351.3,508.6,363.0,116.2
F006,2024-02-01,,917.0,,117.8
F006,2024-02-02,1418.0,1174.6,421.2,
F006,2024-02-03,1133.9,,236.4,51.9
F006,2024-02-04,1252.3,441.1,330.5,49.5
F006,2024-02-05,2296.0,631.6,503.6,111.4
F006,2024-02-06,1475.0,679.0,392.7,
F006,2024-02-07,1826.4,703.8,407.6,95.7
F006,2024-02-08,1902.4,693.0,473.2,61.6
F006,2024-02-09,1639.1,885.6,325.2,26.5
F006,2024-02-10,1416.0,519.3,296.2,
F006,2024-02-12,1821.1,634.4,331.8,116.6
F006,2024-02-13,2372.9,616.9,501.7,104.1
F006,2024-02-14,2324.5,872.5,323.3,115.2
F006,2024-02-15,1469.1,1220.2,502.2,37.8
F006,2024-02-16,1753.7,947.9,396.5,28.0
F006,2024-02-17,854.1,632.4,241.6,
F006,2024-02-18,1529.8,578.8,208.7,51.8
F006,2024-02-19,1849.8,966.0,322.1,55.6
F006,2024-02-20,2144.2,1093.0,359.2,41.8
F006,2024-02-21,1521.7,560.1,378.1,73.1
F006,2024-02-22,1837.3,1127.1,487.6,21.0
F006,2024-02-23,1334.4,657.7,436.1,26.0
F006,2024-02-24,1139.7,392.8,327.7,42.8
F006,2024-02-25,1283.2,804.2,252.9,25.6
F006,2024-02-27,2011.7,981.7,447.2,53.6
F006,2024-02-28,1818.9,1092.2,369.8,71.9
F006,2024-02-29,1344.5,1089.6,420.4,
F006,2024-03-01,1870.3,437.4,407.6,108.1
F006,2024-03-02,1573.1,504.4,276.5,122.3
F006,2024-03-03,1133.0,,294.1,42.3
F006,2024-03-04,,1145.4,470.9,103.0
F006,2024-03-05,2282.1,692.8,490.5,
F006,2024-03-06,1604.6,503.2,364.3,119.6
F006,2024-03-07,2038.7,592.3,322.2,109.3
F006,2024-03-08,1330.4,610.9,364.6,47.8
F006,2024-03-09,1506.1,324.3,237.0,59.0
F006,2024-03-10,1452.0,556.9,286.3,25.4
F006,2024-03-11,1654.3,937.4,436.8,68.4
F006,2024-03-12,2086.8,771.8,478.3,89.7
F006,2024-03-13,1353.3,851.4,357.1,114.3
F006,2024-03-14,1466.7,644.3,482.2,116.6
F006,2024-03-15,2217.8,949.6,341.5,24.8
F006,2024-03-16,1185.1,322.0,289.0,74.6
F006,2024-03-17,1411.7,709.3,249.8,
F006,2024-03-18,2035.4,505.3,379.0,30.8
F006,2024-03-19,2005.7,,489.1,46.3
F006,2024-03-20,2029.5,489.0,368.9,24.2
F006,2024-03-21,2377.1,596.2,399.5,
F006,2024-03-22,1982.2,536.9,504.1,77.8
F006,2024-03-23,1070.7,810.2,248.3,51.2
F006,2024-03-24,1411.9,631.4,322.1,92.1
F006,2024-03-25,1632.1,1052.2,509.6,101.1
F006,2024-03-26,1448.7,1199.1,515.6,49.9
F006,2024-03-27,1992.5,785.7,466.9,
F006,2024-03-28,1852.6,639.8,369.0,72.4
F006,2024-03-29,1872.9,1095.8,521.7,43.5
F006,2024-03-30,1436.1,797.3,235.2,84.0
F006,2024-03-31,1225.1,379.2,272.9,107.3
F006,2024-04-01,2478.4,548.1,402.4,78.3
F006,2024-04-02,1844.5,1116.7,405.5,71.5
F006,2024-04-03,2084.9,1047.7,444.8,124.0
F006,2024-04-04,1722.2,1269.7,515.7,115.5
F006,2024-04-06,924.2,470.1,286.1,73.4
F006,2024-04-07,1513.5,,336.7,79.8
F006,2024-04-08,1558.8,1167.3,497.9,121.5
F006,2024-04-09,1427.0,1052.6,332.4,70.2
F006,2024-04-11,1460.7,764.4,364.2,74.6
F006,2024-04-12,1395.3,1186.0,415.6,54.7
F006,2024-04-13,929.9,629.3,229.6,44.5
F006,2024-04-14,1531.1,324.0,311.0,33.4
F006,2024-04-15,1939.3,982.7,401.4,35.9
F006,2024-04-17,2344.4,1112.0,387.1,25.2
F006,2024-04-18,1445.6,465.1,536.0,93.2
F006,2024-04-19,1933.3,489.9,474.3,42.9
F006,2024-04-20,1053.1,808.5,330.5,
F006,2024-04-21,1387.6,809.6,284.6,65.0
F006,2024-04-22,1901.2,,424.4,124.3
F006,2024-04-23,1565.3,1280.8,486.7,124.9
F006,2024-04-24,2001.6,845.4,505.9,62.5
F006,2024-04-25,2158.2,517.1,459.3,87.7
F006,2024-04-26,2058.1,803.0,342.2,40.9
F006,2024-04-27,961.3,,346.5,68.0
F006,2024-04-28,1101.1,371.4,218.6,
F006,2024-04-29,2038.9,744.9,410.1,45.4
F006,2024-04-30,1865.1,650.5,419.2,111.7
F006,2024-05-01,1508.9,600.5,489.9,99.7
F006,2024-05-02,1526.7,1003.7,400.4,97.0
F006,2024-05-03,1433.2,613.0,530.3,47.9
F006,2024-05-04,1018.6,470.7,308.4,101.7
F006,2024-05-05,1333.6,430.5,278.6,90.0
F006,2024-05-06,1676.7,844.8,388.8,63.5
F006,2024-05-07,2413.3,,475.9,59.8
F006,2024-05-08,1885.2,1006.9,441.9,23.8
F006,2024-05-09,1934.8,779.4,441.7,98.4
F006,2024-05-10,1537.2,721.8,419.8,
F006,2024-05-11,1080.2,584.7,311.9,115.7
F006,2024-05-12,1238.5,620.4,262.7,
F006,2024-05-13,2139.6,,513.4,49.2
F006,2024-05-14,2080.5,737.3,493.1,91.0
F006,2024-05-15,1507.4,625.0,358.3,78.4
F006,2024-05-16,1892.9,596.7,419.0,29.3
F006,2024-05-18,1111.3,675.0,335.0,128.3
F006,2024-05-19,1265.6,565.1,242.8,81.6
F006,2024-05-20,,1202.4,442.6,
F006,2024-05-21,2058.7,1075.0,364.6,23.3
F006,2024-05-22,2255.3,771.4,480.5,22.5
F006,2024-05-23,2285.7,495.2,447.3,43.9
F006,2024-05-24,2598.3,441.4,378.2,134.1
F006,2024-05-25,1621.4,656.1,261.8,43.4
F006,2024-05-26,1053.6,503.0,345.4,49.9
F006,2024-05-27,1933.1,919.3,522.4,40.0
F006,2024-05-28,1936.0,1078.7,531.3,77.1
F006,2024-05-29,,968.9,,28.7
F006,2024-05-30,1721.9,1025.7,368.3,80.0
F006,2024-05-31,1583.1,1131.9,348.1,106.7
F006,2024-06-01,1454.4,628.7,227.2,112.5
F006,2024-06-02,1495.0,472.2,350.1,111.5
F006,2024-06-03,,1263.3,511.0,31.5
F006,2024-06-04,2039.8,1093.7,362.0,108.9
F006,2024-06-05,2532.9,942.7,399.1,130.6
F006,2024-06-06,1786.0,,567.2,
F006,2024-06-07,2385.7,1156.4,462.8,26.8
F006,2024-06-08,1705.1,797.4,254.5,72.0
F006,2024-06-10,2560.1,514.2,372.5,71.8
F006,2024-06-11,1444.1,506.8,524.8,95.9
F006,2024-06-12,2189.9,1066.0,378.0,57.6
F006,2024-06-13,1817.4,567.8,491.2,102.1
F006,2024-06-14,1767.2,1200.5,541.1,45.6
F006,2024-06-15,1468.2,438.7,313.7,66.5
F006,2024-06-16,1138.2,467.7,269.4,26.0
F006,2024-06-17,2006.5,1189.6,347.8,24.5
F006,2024-06-18,1473.3,904.7,472.8,48.2
F006,2024-06-20,1646.6,658.5,393.8,27.3
F006,2024-06-21,,1168.3,,
F006,2024-06-22,1284.9,569.6,255.4,52.2
F006,2024-06-23,1244.4,688.2,282.3,74.9
F006,2024-06-24,1560.7,787.9,386.3,46.7
F006,2024-06-25,2298.9,,427.8,88.4
F006,2024-06-26,,857.3,,36.6
F006,2024-06-27,1808.9,794.5,453.4,70.2
F006,2024-06-29,945.4,457.7,314.1,134.9
F007,2024-01-01,1837.4,1208.1,183.7,0.0
F007,2024-01-04,1852.6,633.2,214.7,0.0
F007,2024-01-05,1601.0,681.1,170.8,0.0
F007,2024-01-06,1162.8,820.9,137.2,0.0
F007,2024-01-07,1223.4,,100.6,0.0
F007,2024-01-08,1400.0,936.9,206.4,0.0
F007,2024-01-09,1839.5,526.0,139.3,0.0
F007,2024-01-10,1382.1,1201.9,171.8,0.0
F007,2024-01-11,2274.4,1417.1,158.3,0.0
F007,2024-01-12,2146.4,1148.4,204.0,0.0
F007,2024-01-13,1176.2,584.9,121.9,0.0
F007,2024-01-14,1450.9,599.9,97.2,0.0
F007,2024-01-15,2265.2,1518.5,,0.0
F007,2024-01-17,1831.2,,195.0,0.0
F007,2024-01-18,1599.2,,146.4,0.0
F007,2024-01-19,1294.7,1460.8,172.6,0.0
F007,2024-01-20,1454.1,445.0,117.8,0.0
F007,2024-01-21,1316.1,483.9,99.4,0.0
F007,2024-01-22,2103.4,998.2,205.3,0.0
F007,2024-01-23,1505.9,853.2,159.5,0.0
F007,2024-01-24,1750.8,633.0,216.5,0.0
F007,2024-01-25,2255.1,904.4,186.0,0.0
F007,2024-01-26,1302.2,992.8,210.3,0.0
F007,2024-01-27,1360.4,760.8,115.3,0.0
F007,2024-01-28,1409.2,619.7,134.5,0.0
F007,2024-01-29,1505.0,1367.6,182.0,0.0
F007,2024-01-30,1377.3,627.2,206.3,0.0
F007,2024-01-31,,804.5,222.9,0.0
F007,2024-02-01,1409.1,556.2,204.4,0.0
F007,2024-02-02,1492.4,1249.4,227.8,0.0
F007,2024-02-03,1012.6,715.9,119.2,0.0
F007,2024-02-04,965.8,350.4,148.4,0.0
F007,2024-02-05,1931.5,958.0,179.2,0.0
F007,2024-02-06,1575.0,1136.3,195.3,0.0
F007,2024-02-07,1454.8,634.0,158.7,0.0
