date,symbol,open,high,low,close,volume
2024-05-03,GOOGL,158.55,161.61,156.8,158.35,13447508
2024-05-03,MSFT,372.06,379.74,366.1,372.67,24455580
2024-05-03,AMZN,175.97,178.1,172.01,176.3,44563359
2024-05-03,META,341.96,347.84,334.02,342.31,35008132
2024-05-06,AAPL,172.48,176.56,171.35,172.6,19638077
2024-05-06,GOOGL,158.53,162.22,156.94,158.28,43019210
2024-05-06,MSFT,360.68,367.01,352.5,361.04,9271307
2024-05-06,AMZN,176.44,178.12,174.32,176.09,41299927
2024-05-06,META,335.94,343.83,328.69,335.46,6815787
2024-05-07,AAPL,174.4,175.79,170.18,174.46,21219207
2024-05-07,GOOGL,159.23,161.65,156.07,159.05,34445390
2024-05-07,MSFT,355.37,357.63,352.29,355.75,33068438
2024-05-07,AMZN,175.08,175.91,173.46,174.9,32878679
2024-05-07,META,329.98,335.67,327.36,329.9,31412142
2024-05-08,AAPL,174.35,178.61,172.57,174.29,24903221
2024-05-08,GOOGL,161.19,163.12,157.77,161.06,31858334
2024-05-08,MSFT,350.81,358.47,343.85,350.21,28745485
2024-05-08,AMZN,175.87,180.46,175.12,176.07,34227901
2024-05-08,META,327.52,333.43,322.82,327.12,7400659
2024-05-09,AAPL,172.06,175.27,170.12,172.09,21790517
2024-05-09,GOOGL,161.12,162.18,158.43,160.84,36089778
2024-05-09,MSFT,344.66,350.58,337.68,344.39,12029295
2024-05-09,AMZN,174.88,177.75,171.04,174.78,36731261
2024-05-09,META,320.77,326.72,318.18,320.83,12637779
2024-05-10,AAPL,177.2,181.19,175.27,177.54,36483780
2024-05-10,GOOGL,161.13,164.3,159.98,160.91,29117078
2024-05-10,MSFT,340.43,344.89,332.99,340.45,30767325
2024-05-10,AMZN,175.12,179.39,172.94,175.28,31677808
2024-05-10,META,320.05,322.17,312.44,320.24,24050081
2024-05-13,AAPL,176.64,179.96,175.62,176.93,44731166
2024-05-13,GOOGL,162.3,163.7,160.94,162.2,44874204
2024-05-13,MSFT,344.29,351.52,338.07,344.71,41118814
2024-05-13,AMZN,174.4,175.02,172.82,174.05,33018374
2024-05-13,META,317.82,321.76,314.67,317.22,7807733
2024-05-14,AAPL,176.05,177.29,175.2,176.17,41763825
2024-05-14,GOOGL,157.59,161.11,153.7,157.37,22351891
2024-05-14,MSFT,335.61,339.29,329.33,336.19,26109824
2024-05-14,AMZN,177.07,178.47,173.39,177.23,11627400
2024-05-14,META,326.48,332.44,324.02,325.86,24788321
2024-05-15,AAPL,175.32,179.16,172.24,175.48,18472251
2024-05-15,GOOGL,158.41,159.78,155.43,158.58,20989388
2024-05-15,MSFT,338.18,340.05,330.91,337.94,41406063
2024-05-15,AMZN,184.13,186.58,182.97,184.39,11971639
2024-05-15,META,331.19,336.61,325.45,331.74,30353376
2024-05-16,AAPL,175.34,176.49,172.79,175.13,27747894
2024-05-16,GOOGL,156.35,159.31,153.51,156.57,26952544
2024-05-16,MSFT,328.35,333.57,322.69,328.9,42007154
2024-05-16,AMZN,184.53,187.33,181.93,184.86,37625273
2024-05-16,META,327.87,333.78,324.67,327.77,43799133
2024-05-17,AAPL,171.05,173.88,169.78,171.18,49525300
2024-05-17,GOOGL,155.45,157.14,151.94,155.21,27022664
2024-05-17,MSFT,323.13,327.61,317.87,322.82,42720368
2024-05-17,AMZN,188.68,192.97,185.6,188.78,19770489
2024-05-17,META,332.34,339.13,324.93,332.4,13838864
2024-05-20,AAPL,171.47,172.62,168.82,171.16,31069150
2024-05-20,GOOGL,158.31,161.15,155.09,158.32,29869802
2024-05-20,MSFT,323.09,329.15,316.09,323.26,30689483
2024-05-20,AMZN,186.54,188.75,182.93,186.78,13227700
2024-05-20,META,340.84,344.05,338.2,340.4,48646693
2024-05-21,AAPL,172.71,174.02,169.64,172.66,40897951
2024-05-21,GOOGL,156.06,157.19,153.98,156.14,43030438
2024-05-21,MSFT,322.57,324.93,318.47,322.19,14922691
2024-05-21,AMZN,184.53,188.89,181.04,184.74,16846130
2024-05-21,META,332.47,340.61,330.09,333.14,33229802
2024-05-22,AAPL,175.41,176.64,172.46,175.23,20804872
2024-05-22,GOOGL,159.89,162.51,159.1,160.15,6802660
2024-05-22,MSFT,314.06,317.2,307.96,314.32,45879554
2024-05-22,AMZN,186.03,188.72,184.23,186.05,11952149
2024-05-22,META,329.7,334.2,325.41,329.72,49980096
2024-05-23,AAPL,174.07,176.13,172.41,173.88,12681876
2024-05-23,GOOGL,158.61,160.35,156.02,158.91,27976134
2024-05-23,MSFT,309.6,316.64,304.88,309.46,27557404
2024-05-23,AMZN,185.83,187.22,183.56,186.16,24718037
2024-05-23,META,325.8,328.03,317.39,325.36,25206744
2024-05-24,AAPL,174.45,175.68,172.79,174.63,10021684
2024-05-24,GOOGL,158.87,160.49,155.38,158.8,22088818
2024-05-24,MSFT,308.49,312.08,305.04,308.12,10646883
2024-05-24,AMZN,184.25,185.84,181.94,184.05,30460169
2024-05-24,META,322.88,326.44,314.7,322.33,5861996
2024-05-27,AAPL,176.96,179.47,175.05,176.73,15549152
2024-05-27,GOOGL,159.75,160.75,158.93,159.85,35054055
2024-05-27,MSFT,303.14,305.74,298.76,302.62,35532498
2024-05-27,AMZN,184.15,188.33,183.16,184.28,44818480
2024-05-27,META,326.58,329.71,319.95,326.27,48351214
2024-05-28,AAPL,171.76,175.43,170.23,172.1,33021029
2024-05-28,GOOGL,161.31,162.8,158.06,160.99,8552273
2024-05-28,MSFT,298.82,301.94,293.47,298.89,42555730
2024-05-28,AMZN,185.93,187.23,182.35,185.61,46788375
2024-05-28,META,321.7,324.47,315.25,322.26,31784577
2024-05-29,AAPL,166.86,171.16,164.41,167.09,27568308
2024-05-29,GOOGL,157.41,159.84,155.72,157.57,38802971
2024-05-29,MSFT,299.46,304.11,297.09,299.16,41783353
2024-05-29,AMZN,186.4,187.35,181.58,186.21,14560127
2024-05-29,META,317.72,321.71,312.13,317.51,44806409
2024-05-30,AAPL,169.13,172.77,165.7,168.86,36097511
2024-05-30,GOOGL,153.94,155.44,150.8,154.08,20394842
2024-05-30,MSFT,298.71,305.25,292.04,298.79,38071663
2024-05-30,AMZN,183.41,185.36,180.61,183.39,18497393
2024-05-30,META,314.21,318.39,307.27,314.09,10246238
2024-05-31,AAPL,169.02,172.88,165.93,168.99,37985004
2024-05-31,GOOGL,152.37,155.87,150.96,152.27,30497236
2024-05-31,MSFT,296.82,303.44,291.58,296.63,19705761
2024-05-31,AMZN,185.37,189.73,184.06,185.73,9700453
2024-05-31,META,311.16,315.5,304.02,311.06,49125570
2024-06-03,AAPL,171.11,172.4,169.07,171.31,38249000
2024-06-03,GOOGL,149.62,152.62,147.75,149.9,9646925
2024-06-03,MSFT,299.22,304.51,293.9,299.61,47224207
2024-06-03,AMZN,189.32,193.74,185.33,189.08,48637563
2024-06-03,META,298.0,301.64,290.93,298.08,7374436
2024-06-04,AAPL,169.23,171.49,165.64,169.1,32628663
2024-06-04,GOOGL,150.96,153.61,148.42,151.11,42059850
2024-06-04,MSFT,298.85,302.81,293.1,298.47,21315190
2024-06-04,AMZN,190.17,192.14,185.99,189.94,8810975
2024-06-04,META,294.87,299.23,292.5,294.91,14955741
2024-06-05,AAPL,169.26,172.92,167.9,169.34,22307498
2024-06-05,GOOGL,150.76,152.45,149.82,150.78,10338969
2024-06-05,MSFT,305.57,310.74,300.66,305.04,6469657
2024-06-05,AMZN,190.51,193.04,186.38,190.53,34538432
2024-06-05,META,297.24,301.5,293.5,296.68,8080270
2024-06-06,AAPL,168.14,169.43,166.06,168.2,47231697
2024-06-06,GOOGL,149.86,150.74,147.08,149.76,29779852
2024-06-06,MSFT,302.49,309.17,299.98,302.61,32532395
2024-06-06,AMZN,191.35,193.38,187.07,191.45,20970395
2024-06-06,META,294.37,299.92,290.98,294.47,8154866
2024-06-07,AAPL,168.93,170.46,165.31,169.0,42228596
2024-06-07,GOOGL,153.84,156.18,150.79,154.12,44569859
2024-06-07,MSFT,307.58,310.47,302.91,307.51,37916886
2024-06-07,AMZN,191.04,192.48,189.3,190.69,47043685
2024-06-07,META,301.28,306.11,297.05,300.78,23144478
2024-06-10,AAPL,168.04,170.49,165.95,167.87,24280605
2024-06-10,GOOGL,149.98,153.06,146.53,149.84,42481837
2024-06-10,MSFT,301.89,308.45,296.9,301.84,22056821
2024-06-10,AMZN,186.65,188.21,184.83,186.34,26780925
2024-06-10,META,298.95,302.27,294.88,298.93,19634503
2024-06-11,AAPL,167.61,169.67,163.74,167.92,49025965
2024-06-11,GOOGL,153.65,155.34,151.76,153.36,20561274
2024-06-11,MSFT,303.89,310.09,301.84,303.68,23009552
2024-06-11,AMZN,186.04,187.75,184.86,185.83,6159631
2024-06-11,META,303.41,308.8,299.87,303.28,10417441
2024-06-12,AAPL,162.06,163.18,159.75,161.78,15020423
2024-06-12,GOOGL,153.73,156.3,151.29,153.85,12210152
2024-06-12,MSFT,307.61,312.14,304.98,308.02,45408409
2024-06-12,AMZN,182.09,184.74,178.2,182.39,5746661
2024-06-12,META,309.48,314.55,302.56,309.28,15521577
2024-06-13,AAPL,162.41,166.25,161.82,162.72,11095679
2024-06-13,GOOGL,152.82,156.4,151.99,152.98,23883232
2024-06-13,MSFT,311.02,313.38,307.37,311.58,22680279
2024-06-13,AMZN,187.32,190.8,183.02,187.67,40431738
2024-06-13,META,309.99,312.03,306.12,310.23,22895798
2024-06-14,AAPL,163.72,166.01,160.22,163.41,36924748
2024-06-14,GOOGL,151.88,155.53,149.36,152.02,29744085
2024-06-14,MSFT,306.25,310.95,304.24,306.8,41254196
2024-06-14,AMZN,189.39,191.41,187.96,189.6,46867928
2024-06-14,META,305.25,310.02,300.16,305.74,44180980
2024-06-17,AAPL,163.34,165.12,161.98,163.61,7308223
2024-06-17,GOOGL,151.02,153.11,148.25,151.02,22755754
2024-06-17,MSFT,309.53,312.04,305.29,309.49,41244454
2024-06-17,AMZN,190.58,191.92,186.19,190.38,17067846
2024-06-17,META,311.02,315.29,307.64,311.19,7550619
2024-06-18,AAPL,161.89,164.27,160.4,162.19,13704590
2024-06-18,GOOGL,150.54,151.98,149.35,150.45,45306047
2024-06-18,MSFT,303.73,306.9,298.88,303.98,15823921
2024-06-18,AMZN,189.48,193.43,187.17,189.35,42095770
2024-06-18,META,313.04,315.71,309.96,313.17,21221352
2024-06-19,AAPL,164.4,166.0,160.45,164.29,49666180
2024-06-19,GOOGL,148.31,152.19,147.7,148.51,40721814
2024-06-19,MSFT,309.07,313.98,306.5,308.87,18024778
2024-06-19,AMZN,192.48,195.85,189.27,192.5,24236890
2024-06-19,META,315.13,320.48,312.82,315.34,14068777
2024-06-20,AAPL,169.79,172.68,168.05,169.5,30028581
2024-06-20,GOOGL,147.05,147.67,145.62,146.89,6806248
2024-06-20,MSFT,302.34,309.37,296.1,301.87,14464335
2024-06-20,AMZN,188.56,190.26,186.91,188.36,9627916
2024-06-20,META,322.71,331.13,319.47,323.19,43109925
2024-06-21,AAPL,171.2,174.49,169.07,171.32,32141755
2024-06-21,GOOGL,146.88,149.19,144.36,146.77,17416521
2024-06-21,MSFT,303.77,306.33,300.06,303.44,15499977
2024-06-21,AMZN,185.83,189.44,181.91,185.74,7697448
2024-06-21,META,335.53,341.78,333.34,336.03,7024856
2024-06-24,AAPL,171.84,173.71,169.03,171.68,46798679
2024-06-24,GOOGL,146.9,149.1,143.37,147.0,8671942
2024-06-24,MSFT,307.22,309.23,303.72,307.52,24187926
2024-06-24,AMZN,186.9,188.45,183.29,186.86,34872101
2024-06-24,META,337.84,339.24,334.78,337.21,30959654
2024-06-25,AAPL,169.53,172.03,165.49,169.49,9044458
2024-06-25,GOOGL,148.05,149.74,147.01,147.99,23296574
2024-06-25,MSFT,317.66,324.25,312.02,318.11,28646163
2024-06-25,AMZN,190.14,194.36,188.25,189.99,35436248
2024-06-25,META,345.82,353.84,338.98,345.57,5050044
2024-06-26,AAPL,167.92,169.64,166.09,168.07,33517021
2024-06-26,GOOGL,145.96,146.69,144.39,145.91,19558868
2024-06-26,MSFT,317.61,322.52,311.64,317.4,11055932
2024-06-26,AMZN,189.81,194.23,188.86,190.12,34240462
2024-06-26,META,350.75,355.89,347.65,351.31,40091939
2024-06-27,AAPL,163.12,164.19,161.61,163.37,21046827
2024-06-27,GOOGL,148.97,149.9,147.0,149.12,43301783
2024-06-27,MSFT,317.09,321.67,311.85,316.51,8827537
2024-06-27,AMZN,189.17,191.51,186.7,189.13,22492685
2024-06-27,META,345.64,348.39,339.53,346.0,9349017
2024-06-28,AAPL,158.57,162.71,156.22,158.78,28934229
2024-06-28,GOOGL,151.08,154.61,148.84,150.85,41561321
2024-06-28,MSFT,316.7,320.44,311.55,316.92,35262826
2024-06-28,AMZN,186.27,188.23,181.97,186.13,33457831
2024-06-28,META,338.7,344.82,335.42,339.2,36527517
2024-07-01,AAPL,158.01,161.39,155.48,157.85,37861213
2024-07-01,GOOGL,154.42,155.7,150.57,154.35,17804362
2024-07-01,MSFT,315.39,320.93,312.94,315.46,13831057
2024-07-01,AMZN,182.37,187.07,178.47,182.64,26532098
2024-07-01,META,338.03,343.26,330.04,337.91,7566211
2024-07-02,AAPL,156.84,159.72,154.87,157.09,15518335
2024-07-02,GOOGL,148.77,151.87,145.1,148.69,27415847
2024-07-02,MSFT,315.39,318.32,309.21,315.15,32613705
2024-07-02,AMZN,182.39,185.96,179.67,182.1,37859977
2024-07-02,META,341.39,347.66,336.22,341.57,13547126
2024-07-03,AAPL,162.35,164.84,159.33,162.22,46010263
2024-07-03,GOOGL,150.77,152.77,147.46,151.06,39493729
2024-07-03,MSFT,313.89,317.29,310.04,313.64,22817175
2024-07-03,AMZN,179.71,182.06,176.52,179.53,47062846
2024-07-03,META,354.73,357.71,350.35,355.08,48619481
2024-07-04,AAPL,162.3,163.39,159.42,162.38,27766924
2024-07-04,GOOGL,150.89,153.83,150.33,151.09,25328276
2024-07-04,MSFT,313.32,317.58,306.38,313.5,44747312
2024-07-04,AMZN,179.93,182.28,177.87,179.99,24891503
2024-07-04,META,354.53,356.53,351.23,354.32,47322677
2024-07-05,AAPL,160.89,164.66,157.26,160.79,26483728
2024-07-05,GOOGL,150.0,152.43,147.4,149.94,20213798
2024-07-05,MSFT,312.85,317.34,306.51,313.32,38046455
2024-07-05,AMZN,178.52,179.83,176.24,178.73,31785337
2024-07-05,META,351.1,356.38,344.24,350.58,41135534
2024-07-08,AAPL,161.12,162.15,158.89,161.09,45860834
2024-07-08,GOOGL,149.34,151.03,146.09,149.4,11815048
2024-07-08,MSFT,321.69,327.22,314.25,321.78,47280586
2024-07-08,AMZN,172.75,175.46,171.12,172.57,8608404
2024-07-08,META,356.28,362.58,353.31,356.31,40256130
2024-07-09,AAPL,164.4,168.47,160.85,164.55,44381012
2024-07-09,GOOGL,145.32,146.29,143.52,145.05,6812848
2024-07-09,MSFT,319.73,324.75,315.57,319.85,47117176
2024-07-09,AMZN,171.83,174.22,170.2,171.71,47773976
2024-07-09,META,348.25,357.52,340.8,348.92,41647405
2024-07-10,AAPL,162.25,163.63,159.76,162.39,33978046
2024-07-10,GOOGL,142.65,143.59,140.86,142.72,45608147
2024-07-10,MSFT,329.56,332.79,324.39,329.71,7176321
2024-07-10,AMZN,174.11,177.63,171.59,173.89,20889630
2024-07-10,META,356.03,361.32,352.58,355.6,33415645
2024-07-11,AAPL,164.58,167.18,161.64,164.39,48107563
2024-07-11,GOOGL,140.37,142.75,137.46,140.35,33154285
2024-07-11,MSFT,326.85,329.6,318.98,326.76,32196169
2024-07-11,AMZN,175.21,177.74,171.45,175.03,34993488
2024-07-11,META,348.59,354.01,341.59,349.18,13300657
2024-07-12,AAPL,166.17,168.49,162.38,166.37,22900704
2024-07-12,GOOGL,139.86,141.9,137.42,139.85,42761597
2024-07-12,MSFT,324.19,329.56,316.94,324.65,8202005
2024-07-12,AMZN,176.73,179.56,175.37,176.68,30104315
2024-07-12,META,352.16,353.61,343.41,351.51,6982963
2024-07-15,AAPL,165.16,167.99,163.37,165.37,7051332
2024-07-15,GOOGL,142.53,145.39,139.57,142.28,8473438
2024-07-15,MSFT,318.15,320.97,311.39,318.57,28335275
2024-07-15,AMZN,177.93,180.28,177.18,178.11,35794141
2024-07-15,META,355.26,357.4,348.46,354.62,29962931
2024-07-16,AAPL,164.23,165.35,162.6,164.51,33881878
2024-07-16,GOOGL,142.91,145.07,140.57,142.96,6080227
2024-07-16,MSFT,311.32,314.19,304.35,311.53,48052419
2024-07-16,AMZN,180.33,183.79,176.89,180.26,22691620
2024-07-16,META,353.28,356.1,346.08,353.65,40888132
2024-07-17,AAPL,163.18,165.66,160.53,163.06,46509542
2024-07-17,GOOGL,144.91,146.7,142.55,145.16,40209161
2024-07-17,MSFT,308.18,310.59,305.26,307.57,42378024
2024-07-17,AMZN,176.8,179.29,174.02,176.99,49019930
2024-07-17,META,345.04,352.73,339.15,345.48,37889165
2024-07-18,AAPL,164.69,167.47,163.36,164.74,41187450
2024-07-18,GOOGL,142.68,143.35,140.88,142.47,11299431
2024-07-18,MSFT,317.33,322.51,312.06,317.44,28382525
2024-07-18,AMZN,172.49,173.48,170.17,172.15,22820043
2024-07-18,META,353.87,357.29,352.26,354.39,44582067
2024-07-19,AAPL,165.6,169.44,161.89,165.33,20994770
2024-07-19,GOOGL,142.37,144.36,139.9,142.27,21101506
2024-07-19,MSFT,314.49,319.56,307.53,314.37,26228292
2024-07-19,AMZN,173.12,175.92,169.48,173.08,38402212
2024-07-19,META,353.52,358.47,350.86,354.19,30375181
2024-07-22,AAPL,168.23,171.57,166.09,168.39,40830962
2024-07-22,GOOGL,142.64,144.96,140.34,142.51,10993195
2024-07-22,MSFT,314.92,319.44,311.12,315.22,28116853
2024-07-22,AMZN,172.08,173.11,169.63,172.23,17853169
2024-07-22,META,354.22,355.83,349.18,353.89,47366340
2024-07-23,AAPL,169.02,171.68,165.32,169.24,33155686
2024-07-23,GOOGL,138.95,140.75,136.9,138.92,45345859
2024-07-23,MSFT,307.27,309.32,305.25,307.64,30970268
2024-07-23,AMZN,174.23,176.91,172.43,173.96,24335301
2024-07-23,META,355.14,363.04,349.98,354.79,13135331
2024-07-24,AAPL,168.57,170.24,165.34,168.73,18788695
2024-07-24,GOOGL,138.99,141.29,136.67,138.96,32693935
2024-07-24,MSFT,309.08,311.69,302.92,309.6,28313487
2024-07-24,AMZN,172.51,174.55,169.78,172.71,41533975
2024-07-24,META,350.02,357.01,346.62,350.7,40939510
2024-07-25,AAPL,169.56,170.18,165.56,169.27,44877708
2024-07-25,GOOGL,136.89,139.14,135.3,136.91,35557997
2024-07-25,MSFT,312.44,319.68,308.59,311.9,17924954
2024-07-25,AMZN,169.01,169.76,165.31,168.75,45382357
2024-07-25,META,355.75,359.45,348.18,356.1,43660029
2024-07-26,AAPL,170.58,173.74,167.13,170.58,39111818
2024-07-26,GOOGL,137.59,139.0,135.14,137.45,14436062
2024-07-26,MSFT,318.04,323.12,315.43,317.43,18652349
2024-07-26,AMZN,172.81,176.13,170.69,172.62,48453753
2024-07-26,META,361.28,364.18,357.25,361.43,37818941
2024-07-29,AAPL,165.52,166.98,163.0,165.47,19048538
2024-07-29,GOOGL,134.72,137.17,133.4,134.76,15450111
2024-07-29,MSFT,313.8,317.18,307.32,313.92,40252424
2024-07-29,AMZN,172.96,174.82,170.96,172.68,45364788
2024-07-29,META,364.65,367.3,362.01,364.15,21950439
2024-07-30,AAPL,163.35,164.48,160.96,163.46,9905612
2024-07-30,GOOGL,135.01,136.68,133.96,135.15,44396989
2024-07-30,MSFT,309.43,316.54,307.24,309.67,39409292
2024-07-30,AMZN,171.02,174.48,170.22,171.26,35714321
2024-07-30,META,356.53,362.13,352.46,356.77,27975668
2024-07-31,AAPL,160.66,162.71,159.46,160.9,43763812
2024-07-31,GOOGL,132.12,135.49,129.87,132.31,34804118
2024-07-31,MSFT,304.49,310.64,302.33,304.18,19081379
2024-07-31,AMZN,173.96,175.04,171.82,173.71,38388997
2024-07-31,META,352.04,355.32,349.14,351.79,12598630
2024-08-01,AAPL,167.9,171.45,165.59,168.2,43209410
2024-08-01,GOOGL,133.29,134.47,132.25,133.35,29700933
2024-08-01,MSFT,304.84,311.14,300.71,305.22,32194084
2024-08-01,AMZN,171.68,175.41,170.27,171.71,36922496
2024-08-01,META,354.91,363.21,351.35,355.47,36366087
2024-08-02,AAPL,166.51,170.36,164.85,166.6,10066570
2024-08-02,GOOGL,133.56,136.65,130.4,133.61,48263747
2024-08-02,MSFT,319.85,325.25,313.36,319.62,16195630
2024-08-02,AMZN,171.79,173.37,169.86,171.49,22690480
2024-08-02,META,360.98,363.38,356.4,361.5,48910046
2024-08-05,AAPL,164.56,166.65,161.67,164.65,28424472
2024-08-05,GOOGL,133.51,136.56,131.55,133.54,27849102
2024-08-05,MSFT,329.1,337.71,322.99,329.58,8301383
2024-08-05,AMZN,170.14,172.9,167.19,170.03,23998650
2024-08-05,META,371.44,374.33,367.83,371.02,34193620
2024-08-06,AAPL,166.56,168.97,163.3,166.61,38845144
2024-08-06,GOOGL,132.37,133.87,130.63,132.36,49808050
2024-08-06,MSFT,333.05,340.94,327.11,333.14,7462971
2024-08-06,AMZN,172.09,174.59,168.74,172.29,5010216
2024-08-06,META,374.9,382.47,370.48,374.28,12551656
2024-08-07,AAPL,162.0,163.28,160.54,162.25,46796358
2024-08-07,GOOGL,130.79,131.8,128.9,130.83,20697435
2024-08-07,MSFT,331.58,337.53,328.22,331.75,9977161
2024-08-07,AMZN,171.8,176.4,168.62,172.12,7422373
2024-08-07,META,377.07,379.72,371.06,377.54,41108080
2024-08-08,AAPL,162.64,165.0,160.87,162.74,27900233
2024-08-08,GOOGL,128.22,130.89,124.85,128.03,40012083
2024-08-08,MSFT,333.84,342.16,328.77,333.89,49410317
2024-08-08,AMZN,173.72,175.27,171.07,173.54,49646103
2024-08-08,META,381.02,383.12,376.34,380.48,20551081
2024-08-09,AAPL,165.41,167.91,162.37,165.74,41849117
2024-08-09,GOOGL,129.7,132.58,126.54,129.78,18851861
2024-08-09,MSFT,336.12,339.72,328.52,336.47,13420592
2024-08-09,AMZN,173.42,175.26,170.49,173.38,21959009
2024-08-09,META,372.32,380.35,366.13,371.76,19857017
2024-08-12,AAPL,166.67,170.95,162.96,166.93,18394262
2024-08-12,GOOGL,130.11,131.71,127.39,130.22,40242264
2024-08-12,MSFT,337.49,343.98,330.39,338.0,8174103
2024-08-12,AMZN,170.69,171.91,168.95,170.41,29508389
2024-08-12,META,365.46,374.91,358.74,366.08,43684040
2024-08-13,AAPL,169.62,173.6,165.65,169.85,28030120
2024-08-13,GOOGL,130.28,133.22,129.25,130.14,41883119
2024-08-13,MSFT,342.36,344.9,335.23,341.83,18003583
2024-08-13,AMZN,170.4,172.67,168.07,170.48,12194589
2024-08-13,META,366.52,369.3,359.36,366.24,27650530
2024-08-14,AAPL,172.65,175.86,170.37,172.45,12009796
2024-08-14,GOOGL,129.08,129.93,126.81,129.06,23608243
2024-08-14,MSFT,341.74,345.96,340.35,342.37,47913467
2024-08-14,AMZN,169.31,170.4,165.78,169.41,22649800
2024-08-14,META,364.61,366.81,360.42,363.96,9890714
2024-08-15,AAPL,171.92,173.76,169.96,171.59,20416598
2024-08-15,GOOGL,129.6,130.68,126.67,129.53,47212886
2024-08-15,MSFT,340.25,347.41,335.44,339.68,41372069
2024-08-15,AMZN,172.03,174.35,169.1,172.33,33604039
2024-08-15,META,359.05,362.12,354.56,359.26,41647276
2024-08-16,AAPL,170.99,172.38,167.47,171.07,15686748
2024-08-16,GOOGL,128.51,130.91,126.94,128.61,36323593
2024-08-16,MSFT,347.63,355.29,340.54,347.82,26106833
2024-08-16,AMZN,173.0,174.28,168.85,172.79,44765778
2024-08-16,META,364.45,371.49,355.75,364.68,36052109
2024-08-19,AAPL,166.83,167.97,164.81,166.95,15836171
2024-08-19,GOOGL,129.11,130.02,126.32,129.17,18408975
2024-08-19,MSFT,352.24,361.01,344.04,352.82,26773709
2024-08-19,AMZN,172.72,174.91,171.86,172.98,12276254
2024-08-19,META,370.96,373.65,366.5,370.27,29600476
2024-08-20,AAPL,165.76,168.17,163.14,165.51,13795610
2024-08-20,GOOGL,131.95,135.21,129.69,132.13,21743701
2024-08-20,MSFT,366.13,370.06,363.57,365.75,38206749
2024-08-20,AMZN,172.21,176.03,168.01,172.14,16567821
2024-08-20,META,367.88,371.44,364.21,367.93,46364361
2024-08-21,AAPL,169.49,171.55,168.56,169.54,25018359
2024-08-21,GOOGL,135.44,137.08,134.53,135.45,30602996
2024-08-21,MSFT,363.19,370.51,356.22,362.81,24516244
2024-08-21,AMZN,171.4,173.26,169.6,171.16,47344654
2024-08-21,META,366.63,373.72,363.19,366.45,43026784
2024-08-22,AAPL,165.74,166.81,163.0,165.81,35319030
2024-08-22,GOOGL,133.49,136.19,131.14,133.52,33563486
2024-08-22,MSFT,356.71,364.3,352.13,357.16,14182897
2024-08-22,AMZN,169.23,172.75,166.77,169.37,14721414
2024-08-22,META,366.95,373.34,364.12,366.27,24219727
2024-08-23,AAPL,166.44,170.28,164.05,166.46,36827551
2024-08-23,GOOGL,136.64,138.69,133.7,136.78,14269101
2024-08-23,MSFT,350.84,353.57,349.62,351.54,15905916
2024-08-23,AMZN,171.77,175.4,169.26,171.66,11891502
2024-08-23,META,365.48,371.36,361.36,365.15,39638598
2024-08-26,AAPL,166.64,169.06,163.3,166.32,34180905
2024-08-26,GOOGL,137.96,141.37,135.07,138.2,19752927
2024-08-26,MSFT,345.66,351.07,339.31,345.22,26304604
2024-08-26,AMZN,172.79,174.59,171.24,172.55,8966049
2024-08-26,META,366.43,374.05,358.2,366.02,24365593
2024-08-27,AAPL,167.47,170.9,165.29,167.69,33589550
2024-08-27,GOOGL,138.64,140.09,135.45,138.81,19493039
2024-08-27,MSFT,359.12,366.99,354.84,359.03,24592834
2024-08-27,AMZN,171.38,174.39,169.98,171.07,28741458
2024-08-27,META,362.88,365.43,359.42,363.23,10458634
2024-08-28,AAPL,165.83,168.56,163.68,165.96,32026243
2024-08-28,GOOGL,137.46,139.37,135.9,137.64,48641848
2024-08-28,MSFT,355.76,363.78,351.97,355.44,31627263
2024-08-28,AMZN,173.62,177.02,171.65,173.83,32111112
2024-08-28,META,370.67,376.46,363.9,370.69,28369071
2024-08-29,AAPL,164.18,167.85,160.88,164.38,8823483
2024-08-29,GOOGL,135.86,138.36,133.68,135.89,17453935
2024-08-29,MSFT,358.17,362.37,355.82,358.09,46519031
2024-08-29,AMZN,172.55,174.54,170.78,172.55,6652082
2024-08-29,META,373.97,378.4,371.55,374.01,5540136
2024-08-30,AAPL,164.97,168.21,162.42,164.94,8843136
2024-08-30,GOOGL,132.96,134.75,131.02,132.71,15647440
2024-08-30,MSFT,366.77,371.77,358.17,366.79,9777215
2024-08-30,AMZN,176.97,178.46,173.0,176.73,27721015
2024-08-30,META,371.19,373.1,365.8,370.79,10364469
2024-09-02,AAPL,163.56,164.85,162.5,163.86,10308761
2024-09-02,GOOGL,133.07,135.14,132.23,133.31,16808376
2024-09-02,MSFT,368.55,370.81,362.76,368.67,30992588
2024-09-02,AMZN,178.31,180.34,174.93,178.26,9798062
2024-09-02,META,381.14,384.01,377.65,381.34,48482343
2024-09-03,AAPL,163.68,167.01,161.25,163.37,36538956
2024-09-03,GOOGL,131.52,133.95,129.54,131.63,26690780
2024-09-03,MSFT,361.28,364.75,354.18,360.91,46608880
2024-09-03,AMZN,176.25,179.16,175.37,176.56,32466335
2024-09-03,META,381.24,384.98,374.26,381.17,43342178
2024-09-04,AAPL,168.39,170.92,164.48,168.35,5721267
2024-09-04,GOOGL,130.78,132.18,128.85,130.54,8587178
2024-09-04,MSFT,362.44,370.74,357.29,362.17,10675189
