request_id,tenant_id,tier_id,timestamp,throttle_reason,hourly_request_count,daily_request_count,effective_hourly_limit,decision,decision_reason
R00000469,T011,PROFESSIONAL,2025-01-02 10:47:25,TOKEN_EXCEEDED,12,150,82,THROTTLE_50,MODERATE_OVERAGE
R00000480,T011,PROFESSIONAL,2025-01-02 10:53:53,TOKEN_EXCEEDED,13,151,82,THROTTLE_50,MODERATE_OVERAGE
R00000562,T011,PROFESSIONAL,2025-01-02 10:54:12,TOKEN_EXCEEDED,14,152,82,THROTTLE_50,MODERATE_OVERAGE
R00000584,T011,PROFESSIONAL,2025-01-02 10:55:56,TOKEN_EXCEEDED,15,153,82,THROTTLE_50,MODERATE_OVERAGE
R00000462,T011,PROFESSIONAL,2025-01-02 10:57:37,TOKEN_EXCEEDED,16,154,82,THROTTLE_50,MODERATE_OVERAGE
R00000606,T011,PROFESSIONAL,2025-01-02 10:58:36,TOKEN_EXCEEDED,17,155,82,THROTTLE_50,MODERATE_OVERAGE
R00000575,T011,PROFESSIONAL,2025-01-02 11:02:04,TOKEN_EXCEEDED,1,156,82,THROTTLE_50,MODERATE_OVERAGE
R00000661,T011,PROFESSIONAL,2025-01-02 11:05:59,TOKEN_EXCEEDED,2,157,82,THROTTLE_50,MODERATE_OVERAGE
R00000514,T011,PROFESSIONAL,2025-01-02 11:07:28,TOKEN_EXCEEDED,3,158,82,THROTTLE_50,MODERATE_OVERAGE
R00000418,T011,PROFESSIONAL,2025-01-02 11:16:38,TOKEN_EXCEEDED,4,159,82,THROTTLE_50,MODERATE_OVERAGE
R00000639,T011,PROFESSIONAL,2025-01-02 11:23:09,TOKEN_EXCEEDED,5,160,82,THROTTLE_50,MODERATE_OVERAGE
R00000624,T011,PROFESSIONAL,2025-01-02 11:43:33,TOKEN_EXCEEDED,6,161,82,THROTTLE_50,MODERATE_OVERAGE
R00000505,T011,PROFESSIONAL,2025-01-02 11:46:04,TOKEN_EXCEEDED,7,162,82,THROTTLE_50,MODERATE_OVERAGE
R00000516,T011,PROFESSIONAL,2025-01-02 11:46:11,TOKEN_EXCEEDED,8,163,82,THROTTLE_50,MODERATE_OVERAGE
R00000442,T011,PROFESSIONAL,2025-01-02 12:15:42,TOKEN_EXCEEDED,1,164,82,THROTTLE_50,MODERATE_OVERAGE
R00000417,T011,PROFESSIONAL,2025-01-02 12:25:10,TOKEN_EXCEEDED,2,165,82,THROTTLE_50,MODERATE_OVERAGE
R00000368,T011,PROFESSIONAL,2025-01-02 12:28:00,TOKEN_EXCEEDED,3,166,82,THROTTLE_50,MODERATE_OVERAGE
R00000520,T011,PROFESSIONAL,2025-01-02 12:33:19,TOKEN_EXCEEDED,4,167,82,THROTTLE_50,MODERATE_OVERAGE
R00000425,T011,PROFESSIONAL,2025-01-02 12:40:25,TOKEN_EXCEEDED,5,168,82,THROTTLE_50,MODERATE_OVERAGE
R00000556,T011,PROFESSIONAL,2025-01-02 12:45:38,TOKEN_EXCEEDED,6,169,82,THROTTLE_50,MODERATE_OVERAGE
R00000396,T011,PROFESSIONAL,2025-01-02 12:48:05,TOKEN_EXCEEDED,7,170,82,THROTTLE_50,MODERATE_OVERAGE
R00000449,T011,PROFESSIONAL,2025-01-02 12:51:07,TOKEN_EXCEEDED,8,171,82,THROTTLE_50,MODERATE_OVERAGE
R00000601,T011,PROFESSIONAL,2025-01-02 12:51:18,TOKEN_EXCEEDED,9,172,82,THROTTLE_50,MODERATE_OVERAGE
R00000435,T011,PROFESSIONAL,2025-01-02 12:54:55,TOKEN_EXCEEDED,10,173,82,THROTTLE_50,MODERATE_OVERAGE
R00000390,T011,PROFESSIONAL,2025-01-02 12:59:20,TOKEN_EXCEEDED,11,174,82,THROTTLE_50,MODERATE_OVERAGE
R00000642,T011,PROFESSIONAL,2025-01-02 13:00:56,TOKEN_EXCEEDED,1,175,82,THROTTLE_50,MODERATE_OVERAGE
R00000602,T011,PROFESSIONAL,2025-01-02 13:01:23,TOKEN_EXCEEDED,2,176,82,THROTTLE_50,MODERATE_OVERAGE
R00000410,T011,PROFESSIONAL,2025-01-02 13:03:25,TOKEN_EXCEEDED,3,177,82,THROTTLE_50,MODERATE_OVERAGE
R00000527,T011,PROFESSIONAL,2025-01-02 13:08:39,TOKEN_EXCEEDED,4,178,82,THROTTLE_50,MODERATE_OVERAGE
R00000437,T011,PROFESSIONAL,2025-01-02 13:14:24,TOKEN_EXCEEDED,5,179,82,THROTTLE_50,MODERATE_OVERAGE
R00000627,T011,PROFESSIONAL,2025-01-02 13:20:57,TOKEN_EXCEEDED,6,180,82,THROTTLE_50,MODERATE_OVERAGE
R00000594,T011,PROFESSIONAL,2025-01-02 13:29:07,TOKEN_EXCEEDED,7,181,82,THROTTLE_50,MODERATE_OVERAGE
R00000377,T011,PROFESSIONAL,2025-01-02 13:33:16,TOKEN_EXCEEDED,8,182,82,THROTTLE_50,MODERATE_OVERAGE
R00000589,T011,PROFESSIONAL,2025-01-02 13:39:26,TOKEN_EXCEEDED,9,183,82,THROTTLE_50,MODERATE_OVERAGE
R00000154,T011,PROFESSIONAL,2025-01-02 13:52:15,TOKEN_EXCEEDED,10,184,82,THROTTLE_50,MODERATE_OVERAGE
R00000153,T011,PROFESSIONAL,2025-01-02 13:53:58,TOKEN_EXCEEDED,11,185,82,THROTTLE_50,MODERATE_OVERAGE
R00000621,T011,PROFESSIONAL,2025-01-02 14:05:17,TOKEN_EXCEEDED,1,186,82,THROTTLE_50,MODERATE_OVERAGE
R00000613,T011,PROFESSIONAL,2025-01-02 14:05:55,TOKEN_EXCEEDED,2,187,82,THROTTLE_50,MODERATE_OVERAGE
R00000504,T011,PROFESSIONAL,2025-01-02 14:16:47,TOKEN_EXCEEDED,3,188,82,THROTTLE_50,MODERATE_OVERAGE
R00000665,T011,PROFESSIONAL,2025-01-02 14:20:13,TOKEN_EXCEEDED,4,189,82,THROTTLE_50,MODERATE_OVERAGE
R00000381,T011,PROFESSIONAL,2025-01-02 14:28:20,TOKEN_EXCEEDED,5,190,82,THROTTLE_50,MODERATE_OVERAGE
R00000506,T011,PROFESSIONAL,2025-01-02 14:30:06,TOKEN_EXCEEDED,6,191,82,THROTTLE_50,MODERATE_OVERAGE
R00000619,T011,PROFESSIONAL,2025-01-02 14:31:10,TOKEN_EXCEEDED,7,192,82,THROTTLE_50,MODERATE_OVERAGE
R00000616,T011,PROFESSIONAL,2025-01-02 14:33:44,TOKEN_EXCEEDED,8,193,82,THROTTLE_50,MODERATE_OVERAGE
R00000607,T011,PROFESSIONAL,2025-01-02 14:39:20,TOKEN_EXCEEDED,9,194,82,THROTTLE_50,MODERATE_OVERAGE
R00000473,T011,PROFESSIONAL,2025-01-02 14:42:20,TOKEN_EXCEEDED,10,195,82,THROTTLE_50,MODERATE_OVERAGE
R00000463,T011,PROFESSIONAL,2025-01-02 14:45:33,TOKEN_EXCEEDED,11,196,82,THROTTLE_50,MODERATE_OVERAGE
R00000503,T011,PROFESSIONAL,2025-01-02 14:48:57,TOKEN_EXCEEDED,12,197,82,THROTTLE_50,MODERATE_OVERAGE
R00000432,T011,PROFESSIONAL,2025-01-02 14:53:20,TOKEN_EXCEEDED,13,198,82,THROTTLE_50,MODERATE_OVERAGE
R00000595,T011,PROFESSIONAL,2025-01-02 14:55:25,TOKEN_EXCEEDED,14,199,82,THROTTLE_50,MODERATE_OVERAGE
R00000574,T011,PROFESSIONAL,2025-01-02 14:56:44,TOKEN_EXCEEDED,15,200,82,THROTTLE_50,MODERATE_OVERAGE
R00000494,T011,PROFESSIONAL,2025-01-02 15:01:59,TOKEN_EXCEEDED,1,201,82,THROTTLE_50,MODERATE_OVERAGE
R00000493,T011,PROFESSIONAL,2025-01-02 15:02:19,TOKEN_EXCEEDED,2,202,82,THROTTLE_50,MODERATE_OVERAGE
R00000502,T011,PROFESSIONAL,2025-01-02 15:09:22,TOKEN_EXCEEDED,3,203,82,THROTTLE_50,MODERATE_OVERAGE
R00000529,T011,PROFESSIONAL,2025-01-02 15:16:43,TOKEN_EXCEEDED,4,204,82,THROTTLE_50,MODERATE_OVERAGE
R00000578,T011,PROFESSIONAL,2025-01-02 15:19:07,TOKEN_EXCEEDED,5,205,82,THROTTLE_50,MODERATE_OVERAGE
R00000475,T011,PROFESSIONAL,2025-01-02 15:30:43,TOKEN_EXCEEDED,6,206,82,THROTTLE_50,MODERATE_OVERAGE
R00000608,T011,PROFESSIONAL,2025-01-02 15:37:37,TOKEN_EXCEEDED,7,207,82,THROTTLE_50,MODERATE_OVERAGE
R00000656,T011,PROFESSIONAL,2025-01-02 15:39:35,TOKEN_EXCEEDED,8,208,82,THROTTLE_50,MODERATE_OVERAGE
R00000420,T011,PROFESSIONAL,2025-01-02 15:41:41,TOKEN_EXCEEDED,9,209,82,THROTTLE_50,MODERATE_OVERAGE
R00000395,T011,PROFESSIONAL,2025-01-02 15:44:40,TOKEN_EXCEEDED,10,210,82,THROTTLE_50,MODERATE_OVERAGE
R00000443,T011,PROFESSIONAL,2025-01-02 15:47:17,TOKEN_EXCEEDED,11,211,82,THROTTLE_50,MODERATE_OVERAGE
R00000385,T011,PROFESSIONAL,2025-01-02 15:53:30,TOKEN_EXCEEDED,12,212,82,THROTTLE_50,MODERATE_OVERAGE
R00000386,T011,PROFESSIONAL,2025-01-02 15:53:39,TOKEN_EXCEEDED,13,213,82,THROTTLE_50,MODERATE_OVERAGE
R00000633,T011,PROFESSIONAL,2025-01-02 16:01:25,TOKEN_EXCEEDED,1,214,82,THROTTLE_50,MODERATE_OVERAGE
R00000526,T011,PROFESSIONAL,2025-01-02 16:01:34,TOKEN_EXCEEDED,2,215,82,THROTTLE_50,MODERATE_OVERAGE
R00000559,T011,PROFESSIONAL,2025-01-02 16:06:14,TOKEN_EXCEEDED,3,216,82,THROTTLE_50,MODERATE_OVERAGE
R00000521,T011,PROFESSIONAL,2025-01-02 16:09:04,TOKEN_EXCEEDED,4,217,82,THROTTLE_50,MODERATE_OVERAGE
R00000380,T011,PROFESSIONAL,2025-01-02 16:09:34,TOKEN_EXCEEDED,5,218,82,THROTTLE_50,MODERATE_OVERAGE
R00000599,T011,PROFESSIONAL,2025-01-02 16:09:50,TOKEN_EXCEEDED,6,219,82,THROTTLE_50,MODERATE_OVERAGE
R00000400,T011,PROFESSIONAL,2025-01-02 16:13:57,TOKEN_EXCEEDED,7,220,82,THROTTLE_50,MODERATE_OVERAGE
R00000484,T011,PROFESSIONAL,2025-01-02 16:20:43,TOKEN_EXCEEDED,8,221,82,THROTTLE_50,MODERATE_OVERAGE
R00000445,T011,PROFESSIONAL,2025-01-02 16:21:30,TOKEN_EXCEEDED,9,222,82,THROTTLE_50,MODERATE_OVERAGE
R00000412,T011,PROFESSIONAL,2025-01-02 16:26:27,TOKEN_EXCEEDED,10,223,82,THROTTLE_50,MODERATE_OVERAGE
R00000383,T011,PROFESSIONAL,2025-01-02 16:34:30,TOKEN_EXCEEDED,11,224,82,THROTTLE_50,MODERATE_OVERAGE
R00000547,T011,PROFESSIONAL,2025-01-02 16:37:45,TOKEN_EXCEEDED,12,225,82,THROTTLE_50,MODERATE_OVERAGE
R00000598,T011,PROFESSIONAL,2025-01-02 16:38:50,TOKEN_EXCEEDED,13,226,82,THROTTLE_50,MODERATE_OVERAGE
R00000560,T011,PROFESSIONAL,2025-01-02 16:43:03,TOKEN_EXCEEDED,14,227,82,THROTTLE_50,MODERATE_OVERAGE
R00000630,T011,PROFESSIONAL,2025-01-02 16:48:49,TOKEN_EXCEEDED,15,228,82,THROTTLE_50,MODERATE_OVERAGE
R00000434,T011,PROFESSIONAL,2025-01-02 16:54:04,TOKEN_EXCEEDED,16,229,82,THROTTLE_50,MODERATE_OVERAGE
R00000392,T011,PROFESSIONAL,2025-01-02 17:09:46,TOKEN_EXCEEDED,1,230,82,THROTTLE_50,MODERATE_OVERAGE
R00000637,T011,PROFESSIONAL,2025-01-02 17:11:12,TOKEN_EXCEEDED,2,231,82,THROTTLE_50,MODERATE_OVERAGE
R00000431,T011,PROFESSIONAL,2025-01-02 17:19:48,TOKEN_EXCEEDED,3,232,82,THROTTLE_50,MODERATE_OVERAGE
R00000544,T011,PROFESSIONAL,2025-01-02 17:20:31,TOKEN_EXCEEDED,4,233,82,THROTTLE_50,MODERATE_OVERAGE
R00000399,T011,PROFESSIONAL,2025-01-02 17:23:48,TOKEN_EXCEEDED,5,234,82,THROTTLE_50,MODERATE_OVERAGE
R00000620,T011,PROFESSIONAL,2025-01-02 17:29:24,TOKEN_EXCEEDED,6,235,82,THROTTLE_50,MODERATE_OVERAGE
R00000517,T011,PROFESSIONAL,2025-01-02 17:30:23,TOKEN_EXCEEDED,7,236,82,THROTTLE_50,MODERATE_OVERAGE
R00000459,T011,PROFESSIONAL,2025-01-02 17:32:28,TOKEN_EXCEEDED,8,237,82,THROTTLE_50,MODERATE_OVERAGE
R00000666,T011,PROFESSIONAL,2025-01-02 17:36:47,TOKEN_EXCEEDED,9,238,82,THROTTLE_50,MODERATE_OVERAGE
R00000569,T011,PROFESSIONAL,2025-01-02 17:37:42,TOKEN_EXCEEDED,10,239,82,THROTTLE_50,MODERATE_OVERAGE
R00000650,T011,PROFESSIONAL,2025-01-02 17:42:20,TOKEN_EXCEEDED,11,240,82,THROTTLE_50,MODERATE_OVERAGE
R00000536,T011,PROFESSIONAL,2025-01-02 17:45:49,TOKEN_EXCEEDED,12,241,82,THROTTLE_50,MODERATE_OVERAGE
R00000450,T011,PROFESSIONAL,2025-01-02 17:45:54,TOKEN_EXCEEDED,13,242,82,THROTTLE_50,MODERATE_OVERAGE
R00000405,T011,PROFESSIONAL,2025-01-02 17:46:36,TOKEN_EXCEEDED,14,243,82,THROTTLE_50,MODERATE_OVERAGE
R00000546,T011,PROFESSIONAL,2025-01-02 17:46:47,TOKEN_EXCEEDED,15,244,82,THROTTLE_50,MODERATE_OVERAGE
R00000634,T011,PROFESSIONAL,2025-01-02 17:47:39,TOKEN_EXCEEDED,16,245,82,THROTTLE_50,MODERATE_OVERAGE
R00000404,T011,PROFESSIONAL,2025-01-02 17:53:58,TOKEN_EXCEEDED,17,246,82,THROTTLE_50,MODERATE_OVERAGE
R00000655,T011,PROFESSIONAL,2025-01-02 18:03:23,TOKEN_EXCEEDED,1,247,82,THROTTLE_50,MODERATE_OVERAGE
R00000577,T011,PROFESSIONAL,2025-01-02 18:18:39,TOKEN_EXCEEDED,2,248,82,THROTTLE_50,MODERATE_OVERAGE
R00000372,T011,PROFESSIONAL,2025-01-02 18:24:53,TOKEN_EXCEEDED,3,249,82,THROTTLE_50,MODERATE_OVERAGE
R00000415,T011,PROFESSIONAL,2025-01-02 18:28:26,TOKEN_EXCEEDED,4,250,82,THROTTLE_50,MODERATE_OVERAGE
R00000657,T011,PROFESSIONAL,2025-01-02 18:29:18,TOKEN_EXCEEDED,5,251,82,THROTTLE_50,MODERATE_OVERAGE
R00000486,T011,PROFESSIONAL,2025-01-02 18:34:35,TOKEN_EXCEEDED,6,252,82,THROTTLE_50,MODERATE_OVERAGE
R00000592,T011,PROFESSIONAL,2025-01-02 18:49:37,TOKEN_EXCEEDED,7,253,82,THROTTLE_50,MODERATE_OVERAGE
R00000389,T011,PROFESSIONAL,2025-01-02 18:51:38,TOKEN_EXCEEDED,8,254,82,THROTTLE_50,MODERATE_OVERAGE
R00000388,T011,PROFESSIONAL,2025-01-02 18:51:53,TOKEN_EXCEEDED,9,255,82,THROTTLE_50,MODERATE_OVERAGE
R00000649,T011,PROFESSIONAL,2025-01-02 18:58:11,TOKEN_EXCEEDED,10,256,82,THROTTLE_50,MODERATE_OVERAGE
R00000477,T011,PROFESSIONAL,2025-01-02 18:58:46,TOKEN_EXCEEDED,11,257,82,THROTTLE_50,MODERATE_OVERAGE
R00000525,T011,PROFESSIONAL,2025-01-02 19:05:17,TOKEN_EXCEEDED,1,258,82,THROTTLE_50,MODERATE_OVERAGE
R00000363,T011,PROFESSIONAL,2025-01-02 19:06:41,TOKEN_EXCEEDED,2,259,82,THROTTLE_50,MODERATE_OVERAGE
R00000511,T011,PROFESSIONAL,2025-01-02 19:17:01,TOKEN_EXCEEDED,3,260,82,THROTTLE_50,MODERATE_OVERAGE
R00000428,T011,PROFESSIONAL,2025-01-02 19:26:09,TOKEN_EXCEEDED,4,261,82,THROTTLE_50,MODERATE_OVERAGE
R00000671,T011,PROFESSIONAL,2025-01-02 19:28:54,TOKEN_EXCEEDED,5,262,82,THROTTLE_50,MODERATE_OVERAGE
R00000663,T011,PROFESSIONAL,2025-01-02 19:30:03,TOKEN_EXCEEDED,6,263,82,THROTTLE_50,MODERATE_OVERAGE
R00000366,T011,PROFESSIONAL,2025-01-02 19:34:15,TOKEN_EXCEEDED,7,264,82,THROTTLE_50,MODERATE_OVERAGE
R00000394,T011,PROFESSIONAL,2025-01-02 19:50:21,TOKEN_EXCEEDED,8,265,82,THROTTLE_50,MODERATE_OVERAGE
R00000535,T011,PROFESSIONAL,2025-01-02 19:51:40,TOKEN_EXCEEDED,9,266,82,THROTTLE_50,MODERATE_OVERAGE
R00000674,T011,PROFESSIONAL,2025-01-02 19:54:03,TOKEN_EXCEEDED,10,267,82,THROTTLE_50,MODERATE_OVERAGE
R00000534,T011,PROFESSIONAL,2025-01-02 19:57:35,TOKEN_EXCEEDED,11,268,82,THROTTLE_50,MODERATE_OVERAGE
R00000379,T011,PROFESSIONAL,2025-01-02 19:57:37,TOKEN_EXCEEDED,12,269,82,THROTTLE_50,MODERATE_OVERAGE
R00000512,T011,PROFESSIONAL,2025-01-02 20:07:08,TOKEN_EXCEEDED,1,270,82,THROTTLE_50,MODERATE_OVERAGE
R00000456,T011,PROFESSIONAL,2025-01-02 20:07:55,TOKEN_EXCEEDED,2,271,82,THROTTLE_50,MODERATE_OVERAGE
R00000152,T011,PROFESSIONAL,2025-01-02 20:10:00,TOKEN_EXCEEDED,3,272,82,THROTTLE_50,MODERATE_OVERAGE
R00000664,T011,PROFESSIONAL,2025-01-02 20:12:35,TOKEN_EXCEEDED,4,273,82,THROTTLE_50,MODERATE_OVERAGE
R00000438,T011,PROFESSIONAL,2025-01-02 20:15:04,TOKEN_EXCEEDED,5,274,82,THROTTLE_50,MODERATE_OVERAGE
R00000588,T011,PROFESSIONAL,2025-01-02 20:20:22,TOKEN_EXCEEDED,6,275,82,THROTTLE_50,MODERATE_OVERAGE
R00000653,T011,PROFESSIONAL,2025-01-02 20:21:45,TOKEN_EXCEEDED,7,276,82,THROTTLE_50,MODERATE_OVERAGE
R00000421,T011,PROFESSIONAL,2025-01-02 20:32:06,TOKEN_EXCEEDED,8,277,82,THROTTLE_50,MODERATE_OVERAGE
R00000409,T011,PROFESSIONAL,2025-01-02 20:36:48,TOKEN_EXCEEDED,9,278,82,THROTTLE_50,MODERATE_OVERAGE
R00000407,T011,PROFESSIONAL,2025-01-02 20:41:28,TOKEN_EXCEEDED,10,279,82,THROTTLE_50,MODERATE_OVERAGE
R00000643,T011,PROFESSIONAL,2025-01-02 20:46:25,TOKEN_EXCEEDED,11,280,82,THROTTLE_50,MODERATE_OVERAGE
R00000382,T011,PROFESSIONAL,2025-01-02 20:53:42,TOKEN_EXCEEDED,12,281,82,THROTTLE_50,MODERATE_OVERAGE
R00000411,T011,PROFESSIONAL,2025-01-02 20:55:44,TOKEN_EXCEEDED,13,282,82,THROTTLE_50,MODERATE_OVERAGE
R00000570,T011,PROFESSIONAL,2025-01-02 21:12:37,TOKEN_EXCEEDED,1,283,82,THROTTLE_50,MODERATE_OVERAGE
R00000483,T011,PROFESSIONAL,2025-01-02 21:14:08,TOKEN_EXCEEDED,2,284,82,THROTTLE_50,MODERATE_OVERAGE
R00000545,T011,PROFESSIONAL,2025-01-02 21:14:40,TOKEN_EXCEEDED,3,285,82,THROTTLE_50,MODERATE_OVERAGE
R00000497,T011,PROFESSIONAL,2025-01-02 21:18:32,TOKEN_EXCEEDED,4,286,82,THROTTLE_50,MODERATE_OVERAGE
R00000488,T011,PROFESSIONAL,2025-01-02 21:36:43,TOKEN_EXCEEDED,5,287,82,THROTTLE_50,MODERATE_OVERAGE
R00000461,T011,PROFESSIONAL,2025-01-02 21:49:14,TOKEN_EXCEEDED,6,288,82,THROTTLE_50,MODERATE_OVERAGE
R00000561,T011,PROFESSIONAL,2025-01-02 21:50:00,TOKEN_EXCEEDED,7,289,82,THROTTLE_50,MODERATE_OVERAGE
R00000482,T011,PROFESSIONAL,2025-01-02 21:52:07,TOKEN_EXCEEDED,8,290,82,THROTTLE_50,MODERATE_OVERAGE
R00000398,T011,PROFESSIONAL,2025-01-02 21:52:09,TOKEN_EXCEEDED,9,291,82,THROTTLE_50,MODERATE_OVERAGE
R00000492,T011,PROFESSIONAL,2025-01-02 21:56:17,TOKEN_EXCEEDED,10,292,82,THROTTLE_50,MODERATE_OVERAGE
R00000552,T011,PROFESSIONAL,2025-01-02 21:58:00,TOKEN_EXCEEDED,11,293,82,THROTTLE_50,MODERATE_OVERAGE
R00000572,T011,PROFESSIONAL,2025-01-02 21:58:06,TOKEN_EXCEEDED,12,294,82,THROTTLE_50,MODERATE_OVERAGE
R00000550,T011,PROFESSIONAL,2025-01-02 22:10:33,TOKEN_EXCEEDED,1,295,82,THROTTLE_50,MODERATE_OVERAGE
R00000676,T011,PROFESSIONAL,2025-01-02 22:11:30,TOKEN_EXCEEDED,2,296,82,THROTTLE_50,MODERATE_OVERAGE
R00000515,T011,PROFESSIONAL,2025-01-02 22:11:51,TOKEN_EXCEEDED,3,297,82,THROTTLE_50,MODERATE_OVERAGE
R00000419,T011,PROFESSIONAL,2025-01-02 22:16:38,TOKEN_EXCEEDED,4,298,82,THROTTLE_50,MODERATE_OVERAGE
R00000670,T011,PROFESSIONAL,2025-01-02 22:24:56,TOKEN_EXCEEDED,5,299,82,THROTTLE_50,MODERATE_OVERAGE
R00000652,T011,PROFESSIONAL,2025-01-02 22:26:44,TOKEN_EXCEEDED,6,300,82,THROTTLE_50,MODERATE_OVERAGE
R00000370,T011,PROFESSIONAL,2025-01-02 22:38:22,DAILY_EXCEEDED|TOKEN_EXCEEDED,7,301,82,THROTTLE_50,MODERATE_OVERAGE
R00000466,T011,PROFESSIONAL,2025-01-02 22:43:44,DAILY_EXCEEDED|TOKEN_EXCEEDED,8,302,82,THROTTLE_50,MODERATE_OVERAGE
R00000538,T011,PROFESSIONAL,2025-01-02 22:44:19,DAILY_EXCEEDED|TOKEN_EXCEEDED,9,303,82,THROTTLE_50,MODERATE_OVERAGE
R00000597,T011,PROFESSIONAL,2025-01-02 22:52:05,DAILY_EXCEEDED|TOKEN_EXCEEDED,10,304,82,THROTTLE_50,MODERATE_OVERAGE
R00000573,T011,PROFESSIONAL,2025-01-02 22:57:34,DAILY_EXCEEDED|TOKEN_EXCEEDED,11,305,82,THROTTLE_50,MODERATE_OVERAGE
R00000605,T011,PROFESSIONAL,2025-01-02 23:03:07,DAILY_EXCEEDED|TOKEN_EXCEEDED,1,306,82,THROTTLE_50,MODERATE_OVERAGE
R00000668,T011,PROFESSIONAL,2025-01-02 23:06:27,DAILY_EXCEEDED|TOKEN_EXCEEDED,2,307,82,THROTTLE_50,MODERATE_OVERAGE
R00000587,T011,PROFESSIONAL,2025-01-02 23:10:54,DAILY_EXCEEDED|TOKEN_EXCEEDED,3,308,82,THROTTLE_50,MODERATE_OVERAGE
R00000465,T011,PROFESSIONAL,2025-01-02 23:13:36,DAILY_EXCEEDED|TOKEN_EXCEEDED,4,309,82,THROTTLE_50,MODERATE_OVERAGE
R00000430,T011,PROFESSIONAL,2025-01-02 23:20:48,DAILY_EXCEEDED|TOKEN_EXCEEDED,5,310,82,THROTTLE_50,MODERATE_OVERAGE
R00000554,T011,PROFESSIONAL,2025-01-02 23:25:13,DAILY_EXCEEDED|TOKEN_EXCEEDED,6,311,82,THROTTLE_50,MODERATE_OVERAGE
R00000422,T011,PROFESSIONAL,2025-01-02 23:29:40,DAILY_EXCEEDED|TOKEN_EXCEEDED,7,312,82,THROTTLE_50,MODERATE_OVERAGE
R00000580,T011,PROFESSIONAL,2025-01-02 23:42:41,DAILY_EXCEEDED|TOKEN_EXCEEDED,8,313,82,THROTTLE_50,MODERATE_OVERAGE
R00000472,T011,PROFESSIONAL,2025-01-02 23:43:31,DAILY_EXCEEDED|TOKEN_EXCEEDED,9,314,82,THROTTLE_50,MODERATE_OVERAGE
R00000528,T011,PROFESSIONAL,2025-01-02 23:48:01,DAILY_EXCEEDED|TOKEN_EXCEEDED,10,315,82,THROTTLE_50,MODERATE_OVERAGE
R00000543,T011,PROFESSIONAL,2025-01-02 23:49:54,DAILY_EXCEEDED|TOKEN_EXCEEDED,11,316,82,THROTTLE_50,MODERATE_OVERAGE
R00000452,T011,PROFESSIONAL,2025-01-02 23:53:00,DAILY_EXCEEDED|TOKEN_EXCEEDED,12,317,82,THROTTLE_50,MODERATE_OVERAGE
R00000518,T011,PROFESSIONAL,2025-01-02 23:56:47,DAILY_EXCEEDED|TOKEN_EXCEEDED,13,318,82,THROTTLE_50,MODERATE_OVERAGE
R00000402,T011,PROFESSIONAL,2025-01-02 23:57:26,DAILY_EXCEEDED|TOKEN_EXCEEDED,14,319,82,THROTTLE_50,MODERATE_OVERAGE
R00000636,T011,PROFESSIONAL,2025-01-02 23:58:32,DAILY_EXCEEDED|TOKEN_EXCEEDED,15,320,82,THROTTLE_50,MODERATE_OVERAGE
