request_id,tenant_id,tier_id,timestamp,throttle_reason,hourly_count,daily_count,decision,decision_reason
R00001645,T0008,FREE,2025-01-01 16:23:03,TOKEN_EXCEEDED,4,30,BLOCK,HARD_BLOCK_TIER
R00001651,T0008,FREE,2025-01-01 16:25:09,TOKEN_EXCEEDED,5,31,BLOCK,HARD_BLOCK_TIER
R00001839,T0008,FREE,2025-01-01 17:31:41,TOKEN_EXCEEDED,1,32,BLOCK,HARD_BLOCK_TIER
R00001995,T0008,FREE,2025-01-01 19:21:31,TOKEN_EXCEEDED,1,33,BLOCK,HARD_BLOCK_TIER
R00002115,T0008,FREE,2025-01-01 21:15:55,TOKEN_EXCEEDED,1,34,BLOCK,HARD_BLOCK_TIER
R00002158,T0008,FREE,2025-01-01 21:52:09,TOKEN_EXCEEDED,2,35,BLOCK,HARD_BLOCK_TIER
R00002212,T0008,FREE,2025-01-01 22:40:38,TOKEN_EXCEEDED,1,36,BLOCK,HARD_BLOCK_TIER
R00002217,T0008,FREE,2025-01-01 22:42:24,TOKEN_EXCEEDED,2,37,BLOCK,HARD_BLOCK_TIER
R00002283,T0008,FREE,2025-01-01 23:34:32,TOKEN_EXCEEDED,1,38,BLOCK,HARD_BLOCK_TIER
R00001427,T0009,FREE,2025-01-01 15:06:03,TOKEN_EXCEEDED,1,22,GRACE,WITHIN_GRACE_0MIN
R00001435,T0009,FREE,2025-01-01 15:09:26,TOKEN_EXCEEDED,2,23,BLOCK,HARD_BLOCK_TIER
R00001439,T0009,FREE,2025-01-01 15:12:54,TOKEN_EXCEEDED,3,24,BLOCK,HARD_BLOCK_TIER
R00001495,T0009,FREE,2025-01-01 15:34:05,TOKEN_EXCEEDED,4,25,BLOCK,HARD_BLOCK_TIER
R00001563,T0009,FREE,2025-01-01 15:56:15,TOKEN_EXCEEDED,5,26,BLOCK,HARD_BLOCK_TIER
R00001653,T0009,FREE,2025-01-01 16:26:01,TOKEN_EXCEEDED,1,27,BLOCK,HARD_BLOCK_TIER
R00001773,T0009,FREE,2025-01-01 17:11:29,TOKEN_EXCEEDED,1,28,BLOCK,HARD_BLOCK_TIER
R00001782,T0009,FREE,2025-01-01 17:13:27,TOKEN_EXCEEDED,2,29,BLOCK,HARD_BLOCK_TIER
R00001900,T0009,FREE,2025-01-01 17:55:09,TOKEN_EXCEEDED,3,30,BLOCK,HARD_BLOCK_TIER
R00002031,T0009,FREE,2025-01-01 19:44:30,TOKEN_EXCEEDED,1,31,BLOCK,HARD_BLOCK_TIER
R00002045,T0009,FREE,2025-01-01 20:01:04,TOKEN_EXCEEDED,1,32,BLOCK,HARD_BLOCK_TIER
R00002162,T0009,FREE,2025-01-01 21:56:48,TOKEN_EXCEEDED,1,33,BLOCK,HARD_BLOCK_TIER
R00002166,T0009,FREE,2025-01-01 22:00:32,TOKEN_EXCEEDED,1,34,BLOCK,HARD_BLOCK_TIER
R00002213,T0009,FREE,2025-01-01 22:40:51,TOKEN_EXCEEDED,2,35,BLOCK,HARD_BLOCK_TIER
R00002279,T0009,FREE,2025-01-01 23:30:10,TOKEN_EXCEEDED,1,36,BLOCK,HARD_BLOCK_TIER
R00003876,T0009,FREE,2025-01-02 15:33:22,TOKEN_EXCEEDED,4,27,BLOCK,HARD_BLOCK_TIER
R00003905,T0009,FREE,2025-01-02 15:43:07,TOKEN_EXCEEDED,5,28,BLOCK,HARD_BLOCK_TIER
R00003924,T0009,FREE,2025-01-02 15:49:26,TOKEN_EXCEEDED,6,29,BLOCK,HARD_BLOCK_TIER
R00004129,T0009,FREE,2025-01-02 16:59:33,TOKEN_EXCEEDED,1,30,BLOCK,HARD_BLOCK_TIER
R00004203,T0009,FREE,2025-01-02 17:21:17,TOKEN_EXCEEDED,1,31,BLOCK,HARD_BLOCK_TIER
R00004296,T0009,FREE,2025-01-02 17:50:47,TOKEN_EXCEEDED,2,32,BLOCK,HARD_BLOCK_TIER
R00004305,T0009,FREE,2025-01-02 17:56:09,TOKEN_EXCEEDED,3,33,BLOCK,HARD_BLOCK_TIER
R00004319,T0009,FREE,2025-01-02 18:03:26,TOKEN_EXCEEDED,1,34,BLOCK,HARD_BLOCK_TIER
R00004327,T0009,FREE,2025-01-02 18:14:13,TOKEN_EXCEEDED,2,35,BLOCK,HARD_BLOCK_TIER
R00004349,T0009,FREE,2025-01-02 18:32:52,TOKEN_EXCEEDED,3,36,BLOCK,HARD_BLOCK_TIER
R00004396,T0009,FREE,2025-01-02 18:59:49,TOKEN_EXCEEDED,4,37,BLOCK,HARD_BLOCK_TIER
R00004458,T0009,FREE,2025-01-02 19:51:33,TOKEN_EXCEEDED,1,38,BLOCK,HARD_BLOCK_TIER
R00004493,T0009,FREE,2025-01-02 20:23:44,TOKEN_EXCEEDED,1,39,BLOCK,HARD_BLOCK_TIER
R00004515,T0009,FREE,2025-01-02 20:33:14,TOKEN_EXCEEDED,2,40,BLOCK,HARD_BLOCK_TIER
R00004535,T0009,FREE,2025-01-02 20:46:21,TOKEN_EXCEEDED,3,41,BLOCK,HARD_BLOCK_TIER
R00004651,T0009,FREE,2025-01-02 22:28:47,TOKEN_EXCEEDED,1,42,BLOCK,HARD_BLOCK_TIER
R00004742,T0009,FREE,2025-01-02 23:41:14,TOKEN_EXCEEDED,1,43,BLOCK,HARD_BLOCK_TIER
R00006146,T0009,FREE,2025-01-03 14:56:59,TOKEN_EXCEEDED,2,21,BLOCK,HARD_BLOCK_TIER
R00006172,T0009,FREE,2025-01-03 15:06:45,TOKEN_EXCEEDED,1,22,BLOCK,HARD_BLOCK_TIER
R00006231,T0009,FREE,2025-01-03 15:29:31,TOKEN_EXCEEDED,2,23,BLOCK,HARD_BLOCK_TIER
R00006281,T0009,FREE,2025-01-03 15:45:19,TOKEN_EXCEEDED,3,24,BLOCK,HARD_BLOCK_TIER
R00006411,T0009,FREE,2025-01-03 16:27:52,TOKEN_EXCEEDED,1,25,BLOCK,HARD_BLOCK_TIER
R00006443,T0009,FREE,2025-01-03 16:36:33,TOKEN_EXCEEDED,2,26,BLOCK,HARD_BLOCK_TIER
R00006467,T0009,FREE,2025-01-03 16:45:46,TOKEN_EXCEEDED,3,27,BLOCK,HARD_BLOCK_TIER
R00006486,T0009,FREE,2025-01-03 16:53:25,TOKEN_EXCEEDED,4,28,BLOCK,HARD_BLOCK_TIER
R00006524,T0009,FREE,2025-01-03 17:08:20,TOKEN_EXCEEDED,1,29,BLOCK,HARD_BLOCK_TIER
R00006737,T0009,FREE,2025-01-03 19:02:32,TOKEN_EXCEEDED,1,30,BLOCK,HARD_BLOCK_TIER
R00006748,T0009,FREE,2025-01-03 19:11:11,TOKEN_EXCEEDED,2,31,BLOCK,HARD_BLOCK_TIER
R00006790,T0009,FREE,2025-01-03 19:49:46,TOKEN_EXCEEDED,3,32,BLOCK,HARD_BLOCK_TIER
R00006818,T0009,FREE,2025-01-03 20:15:27,TOKEN_EXCEEDED,1,33,BLOCK,HARD_BLOCK_TIER
R00006889,T0009,FREE,2025-01-03 21:26:26,TOKEN_EXCEEDED,1,34,BLOCK,HARD_BLOCK_TIER
R00006935,T0009,FREE,2025-01-03 22:08:35,TOKEN_EXCEEDED,1,35,BLOCK,HARD_BLOCK_TIER
R00006945,T0009,FREE,2025-01-03 22:14:52,TOKEN_EXCEEDED,2,36,BLOCK,HARD_BLOCK_TIER
R00006971,T0009,FREE,2025-01-03 22:34:39,TOKEN_EXCEEDED,3,37,BLOCK,HARD_BLOCK_TIER
R00007044,T0009,FREE,2025-01-03 23:47:07,TOKEN_EXCEEDED,1,38,BLOCK,HARD_BLOCK_TIER
R00001437,T0010,FREE,2025-01-01 15:11:40,TOKEN_EXCEEDED,3,26,GRACE,WITHIN_GRACE_0MIN
R00001545,T0010,FREE,2025-01-01 15:51:36,TOKEN_EXCEEDED,4,27,BLOCK,HARD_BLOCK_TIER
R00001551,T0010,FREE,2025-01-01 15:53:35,TOKEN_EXCEEDED,5,28,BLOCK,HARD_BLOCK_TIER
R00001634,T0010,FREE,2025-01-01 16:21:14,TOKEN_EXCEEDED,1,29,BLOCK,HARD_BLOCK_TIER
R00001829,T0010,FREE,2025-01-01 17:29:50,TOKEN_EXCEEDED,1,30,BLOCK,HARD_BLOCK_TIER
R00001874,T0010,FREE,2025-01-01 17:43:01,TOKEN_EXCEEDED,2,31,BLOCK,HARD_BLOCK_TIER
R00002002,T0010,FREE,2025-01-01 19:22:58,TOKEN_EXCEEDED,1,32,BLOCK,HARD_BLOCK_TIER
R00002149,T0010,FREE,2025-01-01 21:44:30,TOKEN_EXCEEDED,1,33,BLOCK,HARD_BLOCK_TIER
R00002229,T0010,FREE,2025-01-01 22:51:42,TOKEN_EXCEEDED,1,34,BLOCK,HARD_BLOCK_TIER
R00002257,T0010,FREE,2025-01-01 23:14:03,TOKEN_EXCEEDED,1,35,BLOCK,HARD_BLOCK_TIER
R00002296,T0010,FREE,2025-01-01 23:47:04,TOKEN_EXCEEDED,2,36,BLOCK,HARD_BLOCK_TIER
R00003313,T0010,FREE,2025-01-02 12:39:20,TOKEN_EXCEEDED,4,17,BLOCK,HARD_BLOCK_TIER
R00003340,T0010,FREE,2025-01-02 12:47:10,TOKEN_EXCEEDED,5,18,BLOCK,HARD_BLOCK_TIER
R00003382,T0010,FREE,2025-01-02 12:59:15,TOKEN_EXCEEDED,6,19,BLOCK,HARD_BLOCK_TIER
R00003416,T0010,FREE,2025-01-02 13:10:47,TOKEN_EXCEEDED,1,20,BLOCK,HARD_BLOCK_TIER
R00003454,T0010,FREE,2025-01-02 13:21:16,TOKEN_EXCEEDED,2,21,BLOCK,HARD_BLOCK_TIER
R00003479,T0010,FREE,2025-01-02 13:30:30,TOKEN_EXCEEDED,3,22,BLOCK,HARD_BLOCK_TIER
R00003551,T0010,FREE,2025-01-02 13:50:52,TOKEN_EXCEEDED,4,23,BLOCK,HARD_BLOCK_TIER
R00003581,T0010,FREE,2025-01-02 13:59:51,TOKEN_EXCEEDED,5,24,BLOCK,HARD_BLOCK_TIER
R00003708,T0010,FREE,2025-01-02 14:41:35,TOKEN_EXCEEDED,1,25,BLOCK,HARD_BLOCK_TIER
R00003773,T0010,FREE,2025-01-02 15:02:20,TOKEN_EXCEEDED,1,26,BLOCK,HARD_BLOCK_TIER
R00003797,T0010,FREE,2025-01-02 15:09:55,TOKEN_EXCEEDED,2,27,BLOCK,HARD_BLOCK_TIER
R00003813,T0010,FREE,2025-01-02 15:16:15,TOKEN_EXCEEDED,3,28,BLOCK,HARD_BLOCK_TIER
R00003911,T0010,FREE,2025-01-02 15:45:24,TOKEN_EXCEEDED,4,29,BLOCK,HARD_BLOCK_TIER
R00004081,T0010,FREE,2025-01-02 16:43:23,TOKEN_EXCEEDED,1,30,BLOCK,HARD_BLOCK_TIER
R00004157,T0010,FREE,2025-01-02 17:07:08,TOKEN_EXCEEDED,1,31,BLOCK,HARD_BLOCK_TIER
R00004210,T0010,FREE,2025-01-02 17:22:11,TOKEN_EXCEEDED,2,32,BLOCK,HARD_BLOCK_TIER
R00004238,T0010,FREE,2025-01-02 17:32:00,TOKEN_EXCEEDED,3,33,BLOCK,HARD_BLOCK_TIER
R00004399,T0010,FREE,2025-01-02 19:03:44,TOKEN_EXCEEDED,1,34,BLOCK,HARD_BLOCK_TIER
R00004552,T0010,FREE,2025-01-02 21:03:30,TOKEN_EXCEEDED,1,35,BLOCK,HARD_BLOCK_TIER
R00004555,T0010,FREE,2025-01-02 21:06:50,TOKEN_EXCEEDED,2,36,BLOCK,HARD_BLOCK_TIER
R00004584,T0010,FREE,2025-01-02 21:36:33,TOKEN_EXCEEDED,3,37,BLOCK,HARD_BLOCK_TIER
R00004585,T0010,FREE,2025-01-02 21:39:04,TOKEN_EXCEEDED,4,38,BLOCK,HARD_BLOCK_TIER
R00004589,T0010,FREE,2025-01-02 21:41:57,TOKEN_EXCEEDED,5,39,BLOCK,HARD_BLOCK_TIER
R00004622,T0010,FREE,2025-01-02 22:13:51,TOKEN_EXCEEDED,1,40,BLOCK,HARD_BLOCK_TIER
R00004626,T0010,FREE,2025-01-02 22:14:27,TOKEN_EXCEEDED,2,41,BLOCK,HARD_BLOCK_TIER
R00004699,T0010,FREE,2025-01-02 23:06:05,TOKEN_EXCEEDED,1,42,BLOCK,HARD_BLOCK_TIER
R00006576,T0010,FREE,2025-01-03 17:28:40,TOKEN_EXCEEDED,4,37,BLOCK,HARD_BLOCK_TIER
R00006587,T0010,FREE,2025-01-03 17:30:09,TOKEN_EXCEEDED,5,38,BLOCK,HARD_BLOCK_TIER
R00006606,T0010,FREE,2025-01-03 17:37:42,TOKEN_EXCEEDED,6,39,BLOCK,HARD_BLOCK_TIER
R00006668,T0010,FREE,2025-01-03 18:00:28,TOKEN_EXCEEDED,1,40,BLOCK,HARD_BLOCK_TIER
R00006705,T0010,FREE,2025-01-03 18:36:47,TOKEN_EXCEEDED,2,41,BLOCK,HARD_BLOCK_TIER
R00006759,T0010,FREE,2025-01-03 19:18:43,TOKEN_EXCEEDED,1,42,BLOCK,HARD_BLOCK_TIER
R00006831,T0010,FREE,2025-01-03 20:26:14,TOKEN_EXCEEDED,1,43,BLOCK,HARD_BLOCK_TIER
R00006950,T0010,FREE,2025-01-03 22:16:16,TOKEN_EXCEEDED,1,44,BLOCK,HARD_BLOCK_TIER
R00007007,T0010,FREE,2025-01-03 23:07:40,TOKEN_EXCEEDED,1,45,BLOCK,HARD_BLOCK_TIER
R00007022,T0010,FREE,2025-01-03 23:20:39,TOKEN_EXCEEDED,2,46,BLOCK,HARD_BLOCK_TIER
R00007033,T0010,FREE,2025-01-03 23:29:52,TOKEN_EXCEEDED,3,47,BLOCK,HARD_BLOCK_TIER
R00001307,T0011,FREE,2025-01-01 14:24:30,TOKEN_EXCEEDED,2,25,GRACE,WITHIN_GRACE_0MIN
R00001322,T0011,FREE,2025-01-01 14:29:00,TOKEN_EXCEEDED,3,26,BLOCK,HARD_BLOCK_TIER
R00001347,T0011,FREE,2025-01-01 14:40:33,TOKEN_EXCEEDED,4,27,BLOCK,HARD_BLOCK_TIER
R00001431,T0011,FREE,2025-01-01 15:08:38,TOKEN_EXCEEDED,1,28,BLOCK,HARD_BLOCK_TIER
R00001469,T0011,FREE,2025-01-01 15:23:54,TOKEN_EXCEEDED,2,29,BLOCK,HARD_BLOCK_TIER
R00001482,T0011,FREE,2025-01-01 15:28:05,TOKEN_EXCEEDED,3,30,BLOCK,HARD_BLOCK_TIER
R00001585,T0011,FREE,2025-01-01 16:06:31,TOKEN_EXCEEDED,1,31,BLOCK,HARD_BLOCK_TIER
R00001809,T0011,FREE,2025-01-01 17:22:15,TOKEN_EXCEEDED,1,32,BLOCK,HARD_BLOCK_TIER
R00001917,T0011,FREE,2025-01-01 18:11:15,TOKEN_EXCEEDED,1,33,BLOCK,HARD_BLOCK_TIER
R00001937,T0011,FREE,2025-01-01 18:29:35,TOKEN_EXCEEDED,2,34,BLOCK,HARD_BLOCK_TIER
R00001942,T0011,FREE,2025-01-01 18:35:37,TOKEN_EXCEEDED,3,35,BLOCK,HARD_BLOCK_TIER
R00001957,T0011,FREE,2025-01-01 18:48:41,TOKEN_EXCEEDED,4,36,BLOCK,HARD_BLOCK_TIER
R00002057,T0011,FREE,2025-01-01 20:15:22,TOKEN_EXCEEDED,1,37,BLOCK,HARD_BLOCK_TIER
R00002242,T0011,FREE,2025-01-01 23:04:42,TOKEN_EXCEEDED,1,38,BLOCK,HARD_BLOCK_TIER
R00002286,T0011,FREE,2025-01-01 23:37:52,TOKEN_EXCEEDED,2,39,BLOCK,HARD_BLOCK_TIER
R00004316,T0011,FREE,2025-01-02 17:59:23,TOKEN_EXCEEDED,5,43,BLOCK,HARD_BLOCK_TIER
R00004432,T0011,FREE,2025-01-02 19:31:30,TOKEN_EXCEEDED,1,44,BLOCK,HARD_BLOCK_TIER
R00004467,T0011,FREE,2025-01-02 19:59:58,TOKEN_EXCEEDED,2,45,BLOCK,HARD_BLOCK_TIER
R00004503,T0011,FREE,2025-01-02 20:27:18,TOKEN_EXCEEDED,1,46,BLOCK,HARD_BLOCK_TIER
R00004522,T0011,FREE,2025-01-02 20:36:12,TOKEN_EXCEEDED,2,47,BLOCK,HARD_BLOCK_TIER
R00004548,T0011,FREE,2025-01-02 20:56:42,TOKEN_EXCEEDED,3,48,BLOCK,HARD_BLOCK_TIER
R00004604,T0011,FREE,2025-01-02 21:55:18,TOKEN_EXCEEDED,1,49,BLOCK,HARD_BLOCK_TIER
R00004621,T0011,FREE,2025-01-02 22:13:56,TOKEN_EXCEEDED,1,50,BLOCK,HARD_BLOCK_TIER
R00004645,T0011,FREE,2025-01-02 22:25:34,TOKEN_EXCEEDED,2,51,BLOCK,HARD_BLOCK_TIER
R00004650,T0011,FREE,2025-01-02 22:28:27,TOKEN_EXCEEDED,3,52,BLOCK,HARD_BLOCK_TIER
R00006101,T0011,FREE,2025-01-03 14:43:56,TOKEN_EXCEEDED,6,24,BLOCK,HARD_BLOCK_TIER
R00006131,T0011,FREE,2025-01-03 14:52:56,TOKEN_EXCEEDED,7,25,BLOCK,HARD_BLOCK_TIER
R00006155,T0011,FREE,2025-01-03 15:00:28,TOKEN_EXCEEDED,1,26,BLOCK,HARD_BLOCK_TIER
R00006217,T0011,FREE,2025-01-03 15:22:50,TOKEN_EXCEEDED,2,27,BLOCK,HARD_BLOCK_TIER
R00006268,T0011,FREE,2025-01-03 15:41:29,TOKEN_EXCEEDED,3,28,BLOCK,HARD_BLOCK_TIER
R00006372,T0011,FREE,2025-01-03 16:13:23,TOKEN_EXCEEDED,1,29,BLOCK,HARD_BLOCK_TIER
R00006433,T0011,FREE,2025-01-03 16:33:39,TOKEN_EXCEEDED,2,30,BLOCK,HARD_BLOCK_TIER
R00006558,T0011,FREE,2025-01-03 17:21:18,TOKEN_EXCEEDED,1,31,BLOCK,HARD_BLOCK_TIER
R00006594,T0011,FREE,2025-01-03 17:32:32,TOKEN_EXCEEDED,2,32,BLOCK,HARD_BLOCK_TIER
R00006626,T0011,FREE,2025-01-03 17:42:44,TOKEN_EXCEEDED,3,33,BLOCK,HARD_BLOCK_TIER
R00006638,T0011,FREE,2025-01-03 17:47:23,TOKEN_EXCEEDED,4,34,BLOCK,HARD_BLOCK_TIER
R00006653,T0011,FREE,2025-01-03 17:53:22,TOKEN_EXCEEDED,5,35,BLOCK,HARD_BLOCK_TIER
R00006659,T0011,FREE,2025-01-03 17:54:16,TOKEN_EXCEEDED,6,36,BLOCK,HARD_BLOCK_TIER
R00006706,T0011,FREE,2025-01-03 18:36:29,TOKEN_EXCEEDED,1,37,BLOCK,HARD_BLOCK_TIER
R00006774,T0011,FREE,2025-01-03 19:28:13,TOKEN_EXCEEDED,1,38,BLOCK,HARD_BLOCK_TIER
R00006847,T0011,FREE,2025-01-03 20:43:24,TOKEN_EXCEEDED,1,39,BLOCK,HARD_BLOCK_TIER
R00006947,T0011,FREE,2025-01-03 22:15:35,TOKEN_EXCEEDED,1,40,BLOCK,HARD_BLOCK_TIER
R00006957,T0011,FREE,2025-01-03 22:23:33,TOKEN_EXCEEDED,2,41,BLOCK,HARD_BLOCK_TIER
R00007012,T0011,FREE,2025-01-03 23:10:46,TOKEN_EXCEEDED,1,42,BLOCK,HARD_BLOCK_TIER
R00007029,T0011,FREE,2025-01-03 23:24:15,TOKEN_EXCEEDED,2,43,BLOCK,HARD_BLOCK_TIER
R00007049,T0011,FREE,2025-01-03 23:51:12,TOKEN_EXCEEDED,3,44,BLOCK,HARD_BLOCK_TIER
R00001675,T0012,FREE,2025-01-01 16:35:12,TOKEN_EXCEEDED,4,19,GRACE,WITHIN_GRACE_0MIN
R00001729,T0012,FREE,2025-01-01 16:56:12,TOKEN_EXCEEDED,5,20,BLOCK,HARD_BLOCK_TIER
R00001780,T0012,FREE,2025-01-01 17:13:28,TOKEN_EXCEEDED,1,21,BLOCK,HARD_BLOCK_TIER
R00001934,T0012,FREE,2025-01-01 18:27:06,TOKEN_EXCEEDED,1,22,BLOCK,HARD_BLOCK_TIER
R00001967,T0012,FREE,2025-01-01 18:54:22,TOKEN_EXCEEDED,2,23,BLOCK,HARD_BLOCK_TIER
R00001089,T0013,FREE,2025-01-01 13:09:49,TOKEN_EXCEEDED,1,26,GRACE,WITHIN_GRACE_0MIN
R00001152,T0013,FREE,2025-01-01 13:27:43,TOKEN_EXCEEDED,2,27,BLOCK,HARD_BLOCK_TIER
R00001174,T0013,FREE,2025-01-01 13:36:12,TOKEN_EXCEEDED,3,28,BLOCK,HARD_BLOCK_TIER
R00001212,T0013,FREE,2025-01-01 13:51:18,TOKEN_EXCEEDED,4,29,BLOCK,HARD_BLOCK_TIER
R00001234,T0013,FREE,2025-01-01 14:00:56,TOKEN_EXCEEDED,1,30,BLOCK,HARD_BLOCK_TIER
R00001245,T0013,FREE,2025-01-01 14:02:02,TOKEN_EXCEEDED,2,31,BLOCK,HARD_BLOCK_TIER
R00001250,T0013,FREE,2025-01-01 14:03:13,TOKEN_EXCEEDED,3,32,BLOCK,HARD_BLOCK_TIER
R00001258,T0013,FREE,2025-01-01 14:06:46,TOKEN_EXCEEDED,4,33,BLOCK,HARD_BLOCK_TIER
R00001266,T0013,FREE,2025-01-01 14:09:27,TOKEN_EXCEEDED,5,34,BLOCK,HARD_BLOCK_TIER
R00001359,T0013,FREE,2025-01-01 14:43:17,TOKEN_EXCEEDED,6,35,BLOCK,HARD_BLOCK_TIER
R00001368,T0013,FREE,2025-01-01 14:46:39,TOKEN_EXCEEDED,7,36,BLOCK,HARD_BLOCK_TIER
R00001432,T0013,FREE,2025-01-01 15:09:17,TOKEN_EXCEEDED,1,37,BLOCK,HARD_BLOCK_TIER
R00001493,T0013,FREE,2025-01-01 15:33:33,TOKEN_EXCEEDED,2,38,BLOCK,HARD_BLOCK_TIER
R00001523,T0013,FREE,2025-01-01 15:42:52,TOKEN_EXCEEDED,3,39,BLOCK,HARD_BLOCK_TIER
R00001646,T0013,FREE,2025-01-01 16:24:15,TOKEN_EXCEEDED,1,40,BLOCK,HARD_BLOCK_TIER
R00001835,T0013,FREE,2025-01-01 17:31:57,TOKEN_EXCEEDED,1,41,BLOCK,HARD_BLOCK_TIER
R00001863,T0013,FREE,2025-01-01 17:39:16,TOKEN_EXCEEDED,2,42,BLOCK,HARD_BLOCK_TIER
R00001876,T0013,FREE,2025-01-01 17:43:17,TOKEN_EXCEEDED,3,43,BLOCK,HARD_BLOCK_TIER
R00002004,T0013,FREE,2025-01-01 19:24:01,TOKEN_EXCEEDED,1,44,BLOCK,HARD_BLOCK_TIER
R00002051,T0013,FREE,2025-01-01 20:08:45,TOKEN_EXCEEDED,1,45,BLOCK,HARD_BLOCK_TIER
R00002053,T0013,FREE,2025-01-01 20:09:36,TOKEN_EXCEEDED,2,46,BLOCK,HARD_BLOCK_TIER
R00002119,T0013,FREE,2025-01-01 21:19:17,TOKEN_EXCEEDED,1,47,BLOCK,HARD_BLOCK_TIER
R00002136,T0013,FREE,2025-01-01 21:35:07,TOKEN_EXCEEDED,2,48,BLOCK,HARD_BLOCK_TIER
R00002218,T0013,FREE,2025-01-01 22:42:49,TOKEN_EXCEEDED,1,49,BLOCK,HARD_BLOCK_TIER
R00002251,T0013,FREE,2025-01-01 23:08:52,TOKEN_EXCEEDED,1,50,BLOCK,HARD_BLOCK_TIER
R00002278,T0013,FREE,2025-01-01 23:29:21,TOKEN_EXCEEDED,2,51,BLOCK,HARD_BLOCK_TIER
R00006853,T0013,FREE,2025-01-03 20:51:19,TOKEN_EXCEEDED,1,33,BLOCK,HARD_BLOCK_TIER
R00006856,T0013,FREE,2025-01-03 20:56:11,TOKEN_EXCEEDED,2,34,BLOCK,HARD_BLOCK_TIER
R00004459,T0014,FREE,2025-01-02 19:52:25,TOKEN_EXCEEDED,1,38,GRACE,WITHIN_GRACE_0MIN
R00004561,T0014,FREE,2025-01-02 21:12:26,TOKEN_EXCEEDED,1,39,BLOCK,HARD_BLOCK_TIER
R00004638,T0014,FREE,2025-01-02 22:22:11,TOKEN_EXCEEDED,1,40,BLOCK,HARD_BLOCK_TIER
R00004697,T0014,FREE,2025-01-02 23:04:27,TOKEN_EXCEEDED,1,41,BLOCK,HARD_BLOCK_TIER
R00004707,T0014,FREE,2025-01-02 23:14:05,TOKEN_EXCEEDED,2,42,BLOCK,HARD_BLOCK_TIER
R00004720,T0014,FREE,2025-01-02 23:24:51,TOKEN_EXCEEDED,3,43,BLOCK,HARD_BLOCK_TIER
R00005816,T0014,FREE,2025-01-03 13:06:07,TOKEN_EXCEEDED,1,17,BLOCK,HARD_BLOCK_TIER
R00005883,T0014,FREE,2025-01-03 13:27:29,TOKEN_EXCEEDED,2,18,BLOCK,HARD_BLOCK_TIER
R00005986,T0014,FREE,2025-01-03 14:02:13,TOKEN_EXCEEDED,1,19,BLOCK,HARD_BLOCK_TIER
R00006100,T0014,FREE,2025-01-03 14:42:46,TOKEN_EXCEEDED,2,20,BLOCK,HARD_BLOCK_TIER
R00006137,T0014,FREE,2025-01-03 14:53:53,TOKEN_EXCEEDED,3,21,BLOCK,HARD_BLOCK_TIER
R00006142,T0014,FREE,2025-01-03 14:55:23,TOKEN_EXCEEDED,4,22,BLOCK,HARD_BLOCK_TIER
R00006214,T0014,FREE,2025-01-03 15:21:21,TOKEN_EXCEEDED,1,23,BLOCK,HARD_BLOCK_TIER
R00006239,T0014,FREE,2025-01-03 15:32:13,TOKEN_EXCEEDED,2,24,BLOCK,HARD_BLOCK_TIER
R00006286,T0014,FREE,2025-01-03 15:47:41,TOKEN_EXCEEDED,3,25,BLOCK,HARD_BLOCK_TIER
R00006333,T0014,FREE,2025-01-03 15:59:42,TOKEN_EXCEEDED,4,26,BLOCK,HARD_BLOCK_TIER
R00006338,T0014,FREE,2025-01-03 16:01:51,TOKEN_EXCEEDED,1,27,BLOCK,HARD_BLOCK_TIER
R00006503,T0014,FREE,2025-01-03 17:00:59,TOKEN_EXCEEDED,1,28,BLOCK,HARD_BLOCK_TIER
R00006552,T0014,FREE,2025-01-03 17:17:33,TOKEN_EXCEEDED,2,29,BLOCK,HARD_BLOCK_TIER
R00006618,T0014,FREE,2025-01-03 17:41:49,TOKEN_EXCEEDED,3,30,BLOCK,HARD_BLOCK_TIER
R00006631,T0014,FREE,2025-01-03 17:45:24,TOKEN_EXCEEDED,4,31,BLOCK,HARD_BLOCK_TIER
R00006640,T0014,FREE,2025-01-03 17:49:25,TOKEN_EXCEEDED,5,32,BLOCK,HARD_BLOCK_TIER
R00006666,T0014,FREE,2025-01-03 17:59:50,TOKEN_EXCEEDED,6,33,BLOCK,HARD_BLOCK_TIER
R00006756,T0014,FREE,2025-01-03 19:16:39,TOKEN_EXCEEDED,1,34,BLOCK,HARD_BLOCK_TIER
R00007024,T0014,FREE,2025-01-03 23:20:58,TOKEN_EXCEEDED,1,35,BLOCK,HARD_BLOCK_TIER
R00001910,T0015,FREE,2025-01-01 17:59:47,TOKEN_EXCEEDED,2,25,GRACE,WITHIN_GRACE_0MIN
R00001924,T0015,FREE,2025-01-01 18:18:46,TOKEN_EXCEEDED,1,26,BLOCK,HARD_BLOCK_TIER
R00001999,T0015,FREE,2025-01-01 19:22:05,TOKEN_EXCEEDED,1,27,BLOCK,HARD_BLOCK_TIER
R00002080,T0015,FREE,2025-01-01 20:30:52,TOKEN_EXCEEDED,1,28,BLOCK,HARD_BLOCK_TIER
R00002106,T0015,FREE,2025-01-01 21:02:16,TOKEN_EXCEEDED,1,29,BLOCK,HARD_BLOCK_TIER
R00002190,T0015,FREE,2025-01-01 22:20:57,TOKEN_EXCEEDED,1,30,BLOCK,HARD_BLOCK_TIER
