violation_id,tenant_id,request_id,violation_timestamp,violation_type,violation_number,severity,flat_penalty,pct_penalty,penalty_amount,cumulative_penalty,enforcement_action
VN000512,T0007,R00003698,2025-01-02 14:39:46,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,115.0,THROTTLE_90PCT
VN000513,T0007,R00003808,2025-01-02 15:14:33,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,140.0,THROTTLE_90PCT
VN000514,T0007,R00003828,2025-01-02 15:21:50,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,165.0,THROTTLE_90PCT
VN000515,T0007,R00003837,2025-01-02 15:24:53,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,190.0,THROTTLE_90PCT
VN000516,T0007,R00003841,2025-01-02 15:25:36,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,215.0,THROTTLE_90PCT
VN000517,T0007,R00003933,2025-01-02 15:53:43,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,240.0,THROTTLE_90PCT
VN000518,T0007,R00003948,2025-01-02 16:00:00,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,265.0,THROTTLE_90PCT
VN000519,T0007,R00003946,2025-01-02 16:00:53,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,290.0,THROTTLE_90PCT
VN000520,T0007,R00003966,2025-01-02 16:08:42,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,315.0,THROTTLE_90PCT
VN000521,T0007,R00003998,2025-01-02 16:18:35,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,340.0,THROTTLE_90PCT
VN000522,T0007,R00004032,2025-01-02 16:29:21,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,365.0,THROTTLE_90PCT
VN000523,T0007,R00004092,2025-01-02 16:46:58,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,390.0,THROTTLE_90PCT
VN000524,T0007,R00004112,2025-01-02 16:53:41,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,490.0,SUSPEND_1HR
VN000525,T0007,R00004110,2025-01-02 16:53:54,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,590.0,SUSPEND_1HR
VN000526,T0007,R00004193,2025-01-02 17:19:42,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,690.0,SUSPEND_1HR
VN000527,T0007,R00004417,2025-01-02 19:20:39,TOKEN_EXCEEDED,29,SEVERE,100.0,0.01,100.0,790.0,SUSPEND_1HR
VN000528,T0007,R00004482,2025-01-02 20:08:35,TOKEN_EXCEEDED,30,SEVERE,100.0,0.01,100.0,890.0,SUSPEND_1HR
VN000529,T0007,R00004510,2025-01-02 20:30:49,TOKEN_EXCEEDED,31,SEVERE,100.0,0.01,100.0,990.0,SUSPEND_1HR
VN000530,T0007,R00004530,2025-01-02 20:43:49,TOKEN_EXCEEDED,32,SEVERE,100.0,0.01,100.0,1090.0,SUSPEND_1HR
VN000531,T0007,R00004624,2025-01-02 22:14:16,TOKEN_EXCEEDED,33,SEVERE,100.0,0.01,100.0,1190.0,SUSPEND_1HR
VN000532,T0007,R00004731,2025-01-02 23:33:10,TOKEN_EXCEEDED,34,SEVERE,100.0,0.01,100.0,1290.0,SUSPEND_1HR
VN000533,T0007,R00004758,2025-01-02 23:56:18,TOKEN_EXCEEDED,35,SEVERE,100.0,0.01,100.0,1390.0,SUSPEND_1HR
VN000534,T0007,R00007031,2025-01-03 23:26:48,TOKEN_EXCEEDED,36,SEVERE,100.0,0.01,100.0,1490.0,SUSPEND_1HR
VN000535,T0007,R00007037,2025-01-03 23:39:38,TOKEN_EXCEEDED,37,SEVERE,100.0,0.01,100.0,1590.0,SUSPEND_1HR
VN000001,T0008,R00001083,2025-01-01 13:08:14,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000002,T0008,R00001087,2025-01-01 13:09:10,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000003,T0008,R00001103,2025-01-01 13:12:16,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000004,T0008,R00001214,2025-01-01 13:51:47,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000005,T0008,R00001229,2025-01-01 13:58:04,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000006,T0008,R00001295,2025-01-01 14:19:20,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000007,T0008,R00001314,2025-01-01 14:25:42,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000008,T0008,R00001331,2025-01-01 14:32:26,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN000009,T0008,R00001349,2025-01-01 14:40:53,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN000010,T0008,R00001588,2025-01-01 16:07:28,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN000011,T0008,R00001608,2025-01-01 16:13:57,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN000012,T0008,R00001613,2025-01-01 16:14:34,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN000013,T0008,R00001645,2025-01-01 16:23:03,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN000014,T0008,R00001651,2025-01-01 16:25:09,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN000015,T0008,R00001839,2025-01-01 17:31:41,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN000016,T0008,R00001995,2025-01-01 19:21:31,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN000017,T0008,R00002115,2025-01-01 21:15:55,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN000018,T0008,R00002158,2025-01-01 21:52:09,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN000019,T0008,R00002212,2025-01-01 22:40:38,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN000020,T0008,R00002217,2025-01-01 22:42:24,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN000021,T0008,R00002283,2025-01-01 23:34:32,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN000165,T0009,R00001427,2025-01-01 15:06:03,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000166,T0009,R00001435,2025-01-01 15:09:26,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000167,T0009,R00001439,2025-01-01 15:12:54,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000168,T0009,R00001495,2025-01-01 15:34:05,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000169,T0009,R00001563,2025-01-01 15:56:15,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000170,T0009,R00001653,2025-01-01 16:26:01,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000171,T0009,R00001773,2025-01-01 17:11:29,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000172,T0009,R00001782,2025-01-01 17:13:27,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN000173,T0009,R00001900,2025-01-01 17:55:09,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN000174,T0009,R00002031,2025-01-01 19:44:30,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN000175,T0009,R00002045,2025-01-01 20:01:04,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN000176,T0009,R00002162,2025-01-01 21:56:48,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN000177,T0009,R00002166,2025-01-01 22:00:32,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN000178,T0009,R00002213,2025-01-01 22:40:51,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN000179,T0009,R00002279,2025-01-01 23:30:10,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN000180,T0009,R00003876,2025-01-02 15:33:22,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN000181,T0009,R00003905,2025-01-02 15:43:07,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN000182,T0009,R00003924,2025-01-02 15:49:26,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN000183,T0009,R00004129,2025-01-02 16:59:33,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN000184,T0009,R00004203,2025-01-02 17:21:17,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN000185,T0009,R00004296,2025-01-02 17:50:47,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN000186,T0009,R00004305,2025-01-02 17:56:09,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN000187,T0009,R00004319,2025-01-02 18:03:26,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN000188,T0009,R00004327,2025-01-02 18:14:13,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN000189,T0009,R00004349,2025-01-02 18:32:52,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN000190,T0009,R00004396,2025-01-02 18:59:49,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,510.0,SUSPEND_1HR
VN000191,T0009,R00004458,2025-01-02 19:51:33,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,610.0,SUSPEND_1HR
VN000192,T0009,R00004493,2025-01-02 20:23:44,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,710.0,SUSPEND_1HR
VN000193,T0009,R00004515,2025-01-02 20:33:14,TOKEN_EXCEEDED,29,SEVERE,100.0,0.01,100.0,810.0,SUSPEND_1HR
VN000194,T0009,R00004535,2025-01-02 20:46:21,TOKEN_EXCEEDED,30,SEVERE,100.0,0.01,100.0,910.0,SUSPEND_1HR
VN000195,T0009,R00004651,2025-01-02 22:28:47,TOKEN_EXCEEDED,31,SEVERE,100.0,0.01,100.0,1010.0,SUSPEND_1HR
VN000196,T0009,R00004742,2025-01-02 23:41:14,TOKEN_EXCEEDED,32,SEVERE,100.0,0.01,100.0,1110.0,SUSPEND_1HR
VN000197,T0009,R00006146,2025-01-03 14:56:59,TOKEN_EXCEEDED,33,SEVERE,100.0,0.01,100.0,1210.0,SUSPEND_1HR
VN000198,T0009,R00006172,2025-01-03 15:06:45,TOKEN_EXCEEDED,34,SEVERE,100.0,0.01,100.0,1310.0,SUSPEND_1HR
VN000199,T0009,R00006231,2025-01-03 15:29:31,TOKEN_EXCEEDED,35,SEVERE,100.0,0.01,100.0,1410.0,SUSPEND_1HR
VN000200,T0009,R00006281,2025-01-03 15:45:19,TOKEN_EXCEEDED,36,SEVERE,100.0,0.01,100.0,1510.0,SUSPEND_1HR
VN000201,T0009,R00006411,2025-01-03 16:27:52,TOKEN_EXCEEDED,37,SEVERE,100.0,0.01,100.0,1610.0,SUSPEND_1HR
VN000202,T0009,R00006443,2025-01-03 16:36:33,TOKEN_EXCEEDED,38,SEVERE,100.0,0.01,100.0,1710.0,SUSPEND_1HR
VN000203,T0009,R00006467,2025-01-03 16:45:46,TOKEN_EXCEEDED,39,SEVERE,100.0,0.01,100.0,1810.0,SUSPEND_1HR
VN000204,T0009,R00006486,2025-01-03 16:53:25,TOKEN_EXCEEDED,40,SEVERE,100.0,0.01,100.0,1910.0,SUSPEND_1HR
VN000205,T0009,R00006524,2025-01-03 17:08:20,TOKEN_EXCEEDED,41,SEVERE,100.0,0.01,100.0,2010.0,SUSPEND_1HR
VN000206,T0009,R00006737,2025-01-03 19:02:32,TOKEN_EXCEEDED,42,SEVERE,100.0,0.01,100.0,2110.0,SUSPEND_1HR
VN000207,T0009,R00006748,2025-01-03 19:11:11,TOKEN_EXCEEDED,43,SEVERE,100.0,0.01,100.0,2210.0,SUSPEND_1HR
VN000208,T0009,R00006790,2025-01-03 19:49:46,TOKEN_EXCEEDED,44,SEVERE,100.0,0.01,100.0,2310.0,SUSPEND_1HR
VN000209,T0009,R00006818,2025-01-03 20:15:27,TOKEN_EXCEEDED,45,SEVERE,100.0,0.01,100.0,2410.0,SUSPEND_1HR
VN000210,T0009,R00006889,2025-01-03 21:26:26,TOKEN_EXCEEDED,46,SEVERE,100.0,0.01,100.0,2510.0,SUSPEND_1HR
VN000211,T0009,R00006935,2025-01-03 22:08:35,TOKEN_EXCEEDED,47,SEVERE,100.0,0.01,100.0,2610.0,SUSPEND_1HR
VN000212,T0009,R00006945,2025-01-03 22:14:52,TOKEN_EXCEEDED,48,SEVERE,100.0,0.01,100.0,2710.0,SUSPEND_1HR
VN000213,T0009,R00006971,2025-01-03 22:34:39,TOKEN_EXCEEDED,49,SEVERE,100.0,0.01,100.0,2810.0,SUSPEND_1HR
VN000214,T0009,R00007044,2025-01-03 23:47:07,TOKEN_EXCEEDED,50,SEVERE,100.0,0.01,100.0,2910.0,SUSPEND_1HR
VN000215,T0010,R00001437,2025-01-01 15:11:40,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000216,T0010,R00001545,2025-01-01 15:51:36,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000217,T0010,R00001551,2025-01-01 15:53:35,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000218,T0010,R00001634,2025-01-01 16:21:14,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000219,T0010,R00001829,2025-01-01 17:29:50,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000220,T0010,R00001874,2025-01-01 17:43:01,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000221,T0010,R00002002,2025-01-01 19:22:58,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000222,T0010,R00002149,2025-01-01 21:44:30,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN000223,T0010,R00002229,2025-01-01 22:51:42,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN000224,T0010,R00002257,2025-01-01 23:14:03,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN000225,T0010,R00002296,2025-01-01 23:47:04,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN000226,T0010,R00003313,2025-01-02 12:39:20,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN000227,T0010,R00003340,2025-01-02 12:47:10,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN000228,T0010,R00003382,2025-01-02 12:59:15,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN000229,T0010,R00003416,2025-01-02 13:10:47,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN000230,T0010,R00003454,2025-01-02 13:21:16,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN000231,T0010,R00003479,2025-01-02 13:30:30,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN000232,T0010,R00003551,2025-01-02 13:50:52,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN000233,T0010,R00003581,2025-01-02 13:59:51,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN000234,T0010,R00003708,2025-01-02 14:41:35,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN000235,T0010,R00003773,2025-01-02 15:02:20,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN000236,T0010,R00003797,2025-01-02 15:09:55,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN000237,T0010,R00003813,2025-01-02 15:16:15,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN000238,T0010,R00003911,2025-01-02 15:45:24,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN000239,T0010,R00004081,2025-01-02 16:43:23,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN000240,T0010,R00004157,2025-01-02 17:07:08,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,510.0,SUSPEND_1HR
VN000241,T0010,R00004210,2025-01-02 17:22:11,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,610.0,SUSPEND_1HR
VN000242,T0010,R00004238,2025-01-02 17:32:00,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,710.0,SUSPEND_1HR
VN000243,T0010,R00004399,2025-01-02 19:03:44,TOKEN_EXCEEDED,29,SEVERE,100.0,0.01,100.0,810.0,SUSPEND_1HR
VN000244,T0010,R00004552,2025-01-02 21:03:30,TOKEN_EXCEEDED,30,SEVERE,100.0,0.01,100.0,910.0,SUSPEND_1HR
VN000245,T0010,R00004555,2025-01-02 21:06:50,TOKEN_EXCEEDED,31,SEVERE,100.0,0.01,100.0,1010.0,SUSPEND_1HR
VN000246,T0010,R00004584,2025-01-02 21:36:33,TOKEN_EXCEEDED,32,SEVERE,100.0,0.01,100.0,1110.0,SUSPEND_1HR
VN000247,T0010,R00004585,2025-01-02 21:39:04,TOKEN_EXCEEDED,33,SEVERE,100.0,0.01,100.0,1210.0,SUSPEND_1HR
VN000248,T0010,R00004589,2025-01-02 21:41:57,TOKEN_EXCEEDED,34,SEVERE,100.0,0.01,100.0,1310.0,SUSPEND_1HR
VN000249,T0010,R00004622,2025-01-02 22:13:51,TOKEN_EXCEEDED,35,SEVERE,100.0,0.01,100.0,1410.0,SUSPEND_1HR
VN000250,T0010,R00004626,2025-01-02 22:14:27,TOKEN_EXCEEDED,36,SEVERE,100.0,0.01,100.0,1510.0,SUSPEND_1HR
VN000251,T0010,R00004699,2025-01-02 23:06:05,TOKEN_EXCEEDED,37,SEVERE,100.0,0.01,100.0,1610.0,SUSPEND_1HR
VN000252,T0010,R00006576,2025-01-03 17:28:40,TOKEN_EXCEEDED,38,SEVERE,100.0,0.01,100.0,1710.0,SUSPEND_1HR
VN000253,T0010,R00006587,2025-01-03 17:30:09,TOKEN_EXCEEDED,39,SEVERE,100.0,0.01,100.0,1810.0,SUSPEND_1HR
VN000254,T0010,R00006606,2025-01-03 17:37:42,TOKEN_EXCEEDED,40,SEVERE,100.0,0.01,100.0,1910.0,SUSPEND_1HR
VN000255,T0010,R00006668,2025-01-03 18:00:28,TOKEN_EXCEEDED,41,SEVERE,100.0,0.01,100.0,2010.0,SUSPEND_1HR
VN000256,T0010,R00006705,2025-01-03 18:36:47,TOKEN_EXCEEDED,42,SEVERE,100.0,0.01,100.0,2110.0,SUSPEND_1HR
VN000257,T0010,R00006759,2025-01-03 19:18:43,TOKEN_EXCEEDED,43,SEVERE,100.0,0.01,100.0,2210.0,SUSPEND_1HR
VN000258,T0010,R00006831,2025-01-03 20:26:14,TOKEN_EXCEEDED,44,SEVERE,100.0,0.01,100.0,2310.0,SUSPEND_1HR
VN000259,T0010,R00006950,2025-01-03 22:16:16,TOKEN_EXCEEDED,45,SEVERE,100.0,0.01,100.0,2410.0,SUSPEND_1HR
VN000260,T0010,R00007007,2025-01-03 23:07:40,TOKEN_EXCEEDED,46,SEVERE,100.0,0.01,100.0,2510.0,SUSPEND_1HR
VN000261,T0010,R00007022,2025-01-03 23:20:39,TOKEN_EXCEEDED,47,SEVERE,100.0,0.01,100.0,2610.0,SUSPEND_1HR
VN000262,T0010,R00007033,2025-01-03 23:29:52,TOKEN_EXCEEDED,48,SEVERE,100.0,0.01,100.0,2710.0,SUSPEND_1HR
VN000119,T0011,R00001307,2025-01-01 14:24:30,TOKEN_EXCEEDED,1,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000120,T0011,R00001322,2025-01-01 14:29:00,TOKEN_EXCEEDED,2,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000121,T0011,R00001347,2025-01-01 14:40:33,TOKEN_EXCEEDED,3,MINOR,0.0,0.0,0.0,0.0,WARNING
VN000122,T0011,R00001431,2025-01-01 15:08:38,TOKEN_EXCEEDED,4,MODERATE,5.0,0.001,5.0,5.0,THROTTLE_50PCT
VN000123,T0011,R00001469,2025-01-01 15:23:54,TOKEN_EXCEEDED,5,MODERATE,5.0,0.001,5.0,10.0,THROTTLE_50PCT
VN000124,T0011,R00001482,2025-01-01 15:28:05,TOKEN_EXCEEDED,6,MODERATE,5.0,0.001,5.0,15.0,THROTTLE_50PCT
VN000125,T0011,R00001585,2025-01-01 16:06:31,TOKEN_EXCEEDED,7,MODERATE,5.0,0.001,5.0,20.0,THROTTLE_50PCT
VN000126,T0011,R00001809,2025-01-01 17:22:15,TOKEN_EXCEEDED,8,MODERATE,5.0,0.001,5.0,25.0,THROTTLE_50PCT
VN000127,T0011,R00001917,2025-01-01 18:11:15,TOKEN_EXCEEDED,9,MODERATE,5.0,0.001,5.0,30.0,THROTTLE_50PCT
VN000128,T0011,R00001937,2025-01-01 18:29:35,TOKEN_EXCEEDED,10,MODERATE,5.0,0.001,5.0,35.0,THROTTLE_50PCT
VN000129,T0011,R00001942,2025-01-01 18:35:37,TOKEN_EXCEEDED,11,MAJOR,25.0,0.005,25.0,60.0,THROTTLE_90PCT
VN000130,T0011,R00001957,2025-01-01 18:48:41,TOKEN_EXCEEDED,12,MAJOR,25.0,0.005,25.0,85.0,THROTTLE_90PCT
VN000131,T0011,R00002057,2025-01-01 20:15:22,TOKEN_EXCEEDED,13,MAJOR,25.0,0.005,25.0,110.0,THROTTLE_90PCT
VN000132,T0011,R00002242,2025-01-01 23:04:42,TOKEN_EXCEEDED,14,MAJOR,25.0,0.005,25.0,135.0,THROTTLE_90PCT
VN000133,T0011,R00002286,2025-01-01 23:37:52,TOKEN_EXCEEDED,15,MAJOR,25.0,0.005,25.0,160.0,THROTTLE_90PCT
VN000134,T0011,R00004316,2025-01-02 17:59:23,TOKEN_EXCEEDED,16,MAJOR,25.0,0.005,25.0,185.0,THROTTLE_90PCT
VN000135,T0011,R00004432,2025-01-02 19:31:30,TOKEN_EXCEEDED,17,MAJOR,25.0,0.005,25.0,210.0,THROTTLE_90PCT
VN000136,T0011,R00004467,2025-01-02 19:59:58,TOKEN_EXCEEDED,18,MAJOR,25.0,0.005,25.0,235.0,THROTTLE_90PCT
VN000137,T0011,R00004503,2025-01-02 20:27:18,TOKEN_EXCEEDED,19,MAJOR,25.0,0.005,25.0,260.0,THROTTLE_90PCT
VN000138,T0011,R00004522,2025-01-02 20:36:12,TOKEN_EXCEEDED,20,MAJOR,25.0,0.005,25.0,285.0,THROTTLE_90PCT
VN000139,T0011,R00004548,2025-01-02 20:56:42,TOKEN_EXCEEDED,21,MAJOR,25.0,0.005,25.0,310.0,THROTTLE_90PCT
VN000140,T0011,R00004604,2025-01-02 21:55:18,TOKEN_EXCEEDED,22,MAJOR,25.0,0.005,25.0,335.0,THROTTLE_90PCT
VN000141,T0011,R00004621,2025-01-02 22:13:56,TOKEN_EXCEEDED,23,MAJOR,25.0,0.005,25.0,360.0,THROTTLE_90PCT
VN000142,T0011,R00004645,2025-01-02 22:25:34,TOKEN_EXCEEDED,24,MAJOR,25.0,0.005,25.0,385.0,THROTTLE_90PCT
VN000143,T0011,R00004650,2025-01-02 22:28:27,TOKEN_EXCEEDED,25,MAJOR,25.0,0.005,25.0,410.0,THROTTLE_90PCT
VN000144,T0011,R00006101,2025-01-03 14:43:56,TOKEN_EXCEEDED,26,SEVERE,100.0,0.01,100.0,510.0,SUSPEND_1HR
VN000145,T0011,R00006131,2025-01-03 14:52:56,TOKEN_EXCEEDED,27,SEVERE,100.0,0.01,100.0,610.0,SUSPEND_1HR
VN000146,T0011,R00006155,2025-01-03 15:00:28,TOKEN_EXCEEDED,28,SEVERE,100.0,0.01,100.0,710.0,SUSPEND_1HR
VN000147,T0011,R00006217,2025-01-03 15:22:50,TOKEN_EXCEEDED,29,SEVERE,100.0,0.01,100.0,810.0,SUSPEND_1HR
VN000148,T0011,R00006268,2025-01-03 15:41:29,TOKEN_EXCEEDED,30,SEVERE,100.0,0.01,100.0,910.0,SUSPEND_1HR
VN000149,T0011,R00006372,2025-01-03 16:13:23,TOKEN_EXCEEDED,31,SEVERE,100.0,0.01,100.0,1010.0,SUSPEND_1HR
VN000150,T0011,R00006433,2025-01-03 16:33:39,TOKEN_EXCEEDED,32,SEVERE,100.0,0.01,100.0,1110.0,SUSPEND_1HR
VN000151,T0011,R00006558,2025-01-03 17:21:18,TOKEN_EXCEEDED,33,SEVERE,100.0,0.01,100.0,1210.0,SUSPEND_1HR
VN000152,T0011,R00006594,2025-01-03 17:32:32,TOKEN_EXCEEDED,34,SEVERE,100.0,0.01,100.0,1310.0,SUSPEND_1HR
VN000153,T0011,R00006626,2025-01-03 17:42:44,TOKEN_EXCEEDED,35,SEVERE,100.0,0.01,100.0,1410.0,SUSPEND_1HR
VN000154,T0011,R00006638,2025-01-03 17:47:23,TOKEN_EXCEEDED,36,SEVERE,100.0,0.01,100.0,1510.0,SUSPEND_1HR
VN000155,T0011,R00006653,2025-01-03 17:53:22,TOKEN_EXCEEDED,37,SEVERE,100.0,0.01,100.0,1610.0,SUSPEND_1HR
VN000156,T0011,R00006659,2025-01-03 17:54:16,TOKEN_EXCEEDED,38,SEVERE,100.0,0.01,100.0,1710.0,SUSPEND_1HR
VN000157,T0011,R00006706,2025-01-03 18:36:29,TOKEN_EXCEEDED,39,SEVERE,100.0,0.01,100.0,1810.0,SUSPEND_1HR
