request_id,tenant_id,endpoint_id,timestamp,effective_tokens,cost_multiplier,effective_cost,quota_bucket,hourly_count,daily_count,daily_tokens,within_limit,throttle_reason,billable
R00002355,T0006,PUT:/api/v1/users/{id},2025-01-02 02:21:08,26,2.0,52.0,2025-01-02,1,1,26,YES,,YES
R00002357,T0040,POST:/api/v1/search/advanced,2025-01-02 02:21:40,739,5.0,3695.0,2025-01-02,2,2,747,YES,,YES
R00002356,T0055,GET:/api/v1/config,2025-01-02 02:21:50,4,0.5,2.0,2025-01-02,1,2,128,YES,,NO
R00002358,T0044,DELETE:/api/v1/users/{id},2025-01-02 02:22:01,10,2.0,20.0,2025-01-02,1,1,10,YES,,YES
R00002359,T0050,GET:/api/v1/analytics,2025-01-02 02:34:51,168,5.0,840.0,2025-01-02,1,1,168,YES,,YES
R00002360,T0049,GET:/api/v1/health,2025-01-02 02:43:05,1,0.1,0.1,2025-01-02,1,3,550,YES,,NO
R00002362,T0048,POST:/api/v1/ai/embedding,2025-01-02 02:45:09,1339,8.0,10712.0,2025-01-02,1,2,1356,YES,,YES
R00002361,T0052,POST:/api/v1/users,2025-01-02 02:45:34,89,2.0,178.0,2025-01-02,2,3,102,YES,,YES
R00002363,T0008,GET:/api/v1/health,2025-01-02 02:46:18,1,0.1,0.1,2025-01-02,1,2,2856,YES,,NO
R00002364,T0035,GET:/api/v1/config,2025-01-02 02:48:36,4,0.5,2.0,2025-01-02,2,3,15505,YES,,NO
R00002365,T0059,POST:/api/v1/webhooks,2025-01-02 02:49:52,46,2.0,92.0,2025-01-02,1,1,46,YES,,YES
R00002366,T0031,GET:/api/v1/users,2025-01-02 02:56:01,18,1.0,18.0,2025-01-02,1,2,455,YES,,YES
R00002367,T0017,GET:/api/v1/config,2025-01-02 02:57:40,5,0.5,2.5,2025-01-02,1,1,5,YES,,NO
R00002368,T0018,GET:/api/v1/reports,2025-01-02 03:07:36,141,4.0,564.0,2025-01-02,1,2,1000,YES,,YES
R00002370,T0011,GET:/api/v1/health,2025-01-02 03:08:02,1,0.1,0.1,2025-01-02,1,3,4,YES,,NO
R00002369,T0018,GET:/api/v1/reports,2025-01-02 03:08:23,0,4.0,0.0,2025-01-02,2,3,1000,YES,,NO
R00002371,T0004,GET:/api/v1/search,2025-01-02 03:12:38,116,3.0,348.0,2025-01-02,1,1,116,YES,,YES
R00002372,T0051,POST:/api/v1/ai/image,2025-01-02 03:13:49,9163,20.0,183260.0,2025-01-02,1,1,9163,YES,,YES
R00002373,T0004,PUT:/api/v1/users/{id},2025-01-02 03:14:07,9,2.0,18.0,2025-01-02,2,2,125,YES,,YES
R00002374,T0008,GET:/api/v1/config,2025-01-02 03:16:47,2,0.5,1.0,2025-01-02,1,3,2858,YES,,NO
R00002375,T0042,GET:/api/v1/users/{id},2025-01-02 03:23:31,6,1.0,6.0,2025-01-02,1,2,334,YES,,NO
R00002376,T0025,POST:/api/v1/batch,2025-01-02 03:25:41,873,8.0,6984.0,2025-01-02,1,2,901,YES,,YES
R00002377,T0044,GET:/api/v1/users,2025-01-02 03:27:39,26,1.0,26.0,2025-01-02,1,2,36,YES,,YES
R00002378,T0042,GET:/api/v1/analytics,2025-01-02 03:33:26,226,5.0,1130.0,2025-01-02,2,3,560,YES,,YES
R00002379,T0027,GET:/api/v1/health,2025-01-02 03:35:46,1,0.1,0.1,2025-01-02,1,2,45,YES,,NO
R00002380,T0020,POST:/api/v1/webhooks,2025-01-02 03:39:29,30,2.0,60.0,2025-01-02,1,1,30,YES,,YES
R00002381,T0041,GET:/api/v1/search,2025-01-02 03:53:48,125,3.0,375.0,2025-01-02,1,1,125,YES,,YES
R00002382,T0003,GET:/api/v1/users/{id},2025-01-02 03:56:46,5,1.0,5.0,2025-01-02,1,2,41,YES,,YES
R00002383,T0012,DELETE:/api/v1/users/{id},2025-01-02 03:58:58,14,2.0,28.0,2025-01-02,1,2,100,YES,,NO
R00002384,T0020,GET:/api/v1/search,2025-01-02 04:07:18,189,3.0,567.0,2025-01-02,1,2,219,YES,,YES
R00002385,T0047,POST:/api/v1/users,2025-01-02 04:08:44,42,2.0,84.0,2025-01-02,1,2,130,YES,,YES
R00002386,T0018,DELETE:/api/v1/users/{id},2025-01-02 04:09:29,0,2.0,0.0,2025-01-02,1,4,1000,YES,,NO
R00002387,T0022,GET:/api/v1/users,2025-01-02 04:10:03,6,1.0,6.0,2025-01-02,1,2,9,YES,,YES
R00002389,T0057,GET:/api/v1/config,2025-01-02 04:11:14,7,0.5,3.5,2025-01-02,1,1,7,YES,,NO
R00002388,T0014,GET:/api/v1/users/{id},2025-01-02 04:11:22,3,1.0,3.0,2025-01-02,1,2,10,YES,,YES
R00002390,T0046,POST:/api/v1/reports/generate,2025-01-02 04:23:46,4050,10.0,40500.0,2025-01-02,1,1,4050,YES,,YES
R00002391,T0039,POST:/api/v1/ai/embedding,2025-01-02 04:30:05,1186,8.0,9488.0,2025-01-02,1,2,3949,YES,,YES
R00002392,T0009,GET:/api/v1/search,2025-01-02 04:30:14,87,3.0,261.0,2025-01-02,1,1,87,YES,,YES
R00002393,T0047,POST:/api/v1/users,2025-01-02 04:31:48,34,2.0,68.0,2025-01-02,2,3,164,YES,,YES
R00002394,T0021,POST:/api/v1/webhooks,2025-01-02 04:39:32,52,2.0,104.0,2025-01-02,1,2,69,YES,,YES
R00002395,T0012,GET:/api/v1/users/{id},2025-01-02 04:40:51,5,1.0,5.0,2025-01-02,1,3,105,YES,,YES
R00002396,T0027,POST:/api/v1/users,2025-01-02 04:41:38,23,2.0,46.0,2025-01-02,1,3,68,YES,,YES
R00002397,T0025,DELETE:/api/v1/users/{id},2025-01-02 04:46:31,20,2.0,40.0,2025-01-02,1,3,921,YES,,YES
R00002398,T0039,POST:/api/v1/users,2025-01-02 04:48:26,52,2.0,104.0,2025-01-02,2,3,4001,YES,,YES
R00002399,T0040,GET:/api/v1/health,2025-01-02 04:50:03,1,0.1,0.1,2025-01-02,1,3,748,YES,,NO
R00002400,T0056,GET:/api/v1/reports,2025-01-02 04:51:18,153,4.0,612.0,2025-01-02,1,2,2095,YES,,YES
R00002401,T0026,GET:/api/v1/reports,2025-01-02 04:57:01,278,4.0,1112.0,2025-01-02,1,2,1935,YES,,YES
R00002402,T0053,POST:/api/v1/batch,2025-01-02 05:01:38,1780,8.0,14240.0,2025-01-02,1,1,1780,YES,,NO
R00002403,T0029,DELETE:/api/v1/users/{id},2025-01-02 05:03:04,6,2.0,12.0,2025-01-02,1,1,6,YES,,YES
R00002404,T0055,POST:/api/v1/batch,2025-01-02 05:03:34,786,8.0,6288.0,2025-01-02,1,3,914,YES,,YES
R00002405,T0041,GET:/api/v1/users,2025-01-02 05:06:15,9,1.0,9.0,2025-01-02,1,2,134,YES,,YES
R00002406,T0051,GET:/api/v1/health,2025-01-02 05:08:06,1,0.1,0.1,2025-01-02,1,2,9164,YES,,NO
R00002407,T0055,GET:/api/v1/users,2025-01-02 05:10:12,9,1.0,9.0,2025-01-02,2,4,923,YES,,YES
R00002408,T0014,GET:/api/v1/search,2025-01-02 05:10:38,112,3.0,336.0,2025-01-02,1,3,122,YES,,YES
R00002409,T0044,POST:/api/v1/search/advanced,2025-01-02 05:17:47,775,5.0,3875.0,2025-01-02,1,3,811,YES,,YES
R00002410,T0017,GET:/api/v1/config,2025-01-02 05:17:52,4,0.5,2.0,2025-01-02,1,2,9,YES,,NO
R00002411,T0007,POST:/api/v1/search/advanced,2025-01-02 05:18:27,575,5.0,2875.0,2025-01-02,1,2,714,YES,,YES
R00002412,T0034,GET:/api/v1/config,2025-01-02 05:25:02,3,0.5,1.5,2025-01-02,1,3,1092,YES,,NO
R00002413,T0001,GET:/api/v1/health,2025-01-02 05:29:49,0,0.1,0.0,2025-01-02,1,2,341,YES,,NO
R00002414,T0056,GET:/api/v1/analytics,2025-01-02 05:32:57,121,5.0,605.0,2025-01-02,1,3,2216,YES,,YES
R00002415,T0015,GET:/api/v1/analytics,2025-01-02 05:33:07,172,5.0,860.0,2025-01-02,1,2,1258,YES,,YES
R00002416,T0045,GET:/api/v1/users,2025-01-02 05:35:32,14,1.0,14.0,2025-01-02,1,2,38,YES,,YES
R00002417,T0019,POST:/api/v1/reports/generate,2025-01-02 05:41:45,1335,10.0,13350.0,2025-01-02,1,1,1335,YES,,NO
R00002420,T0034,DELETE:/api/v1/users/{id},2025-01-02 05:43:23,29,2.0,58.0,2025-01-02,2,4,1121,YES,,YES
R00002418,T0011,GET:/api/v1/search,2025-01-02 05:43:36,79,3.0,237.0,2025-01-02,1,4,83,YES,,YES
R00002419,T0037,GET:/api/v1/config,2025-01-02 05:43:42,11,0.5,5.5,2025-01-02,1,1,11,YES,,NO
R00002421,T0037,POST:/api/v1/users,2025-01-02 05:46:32,51,2.0,102.0,2025-01-02,2,2,62,YES,,YES
R00002422,T0057,PUT:/api/v1/users/{id},2025-01-02 05:47:49,42,2.0,84.0,2025-01-02,1,2,49,YES,,YES
R00002424,T0045,GET:/api/v1/users,2025-01-02 05:49:09,13,1.0,13.0,2025-01-02,2,3,51,YES,,YES
R00002423,T0010,POST:/api/v1/batch,2025-01-02 05:49:36,1055,8.0,8440.0,2025-01-02,1,2,1094,YES,,YES
R00002425,T0027,POST:/api/v1/ai/embedding,2025-01-02 05:51:28,1019,8.0,8152.0,2025-01-02,1,4,1087,YES,,YES
R00002426,T0047,PUT:/api/v1/users/{id},2025-01-02 05:57:20,40,2.0,80.0,2025-01-02,1,4,204,YES,,YES
R00002428,T0019,GET:/api/v1/health,2025-01-02 06:00:26,1,0.1,0.1,2025-01-02,1,2,1336,YES,,NO
R00002427,T0058,POST:/api/v1/ai/image,2025-01-02 06:00:57,11619,20.0,232380.0,2025-01-02,1,1,11619,YES,,YES
R00002429,T0058,GET:/api/v1/health,2025-01-02 06:02:21,1,0.1,0.1,2025-01-02,2,2,11620,YES,,NO
R00002430,T0049,GET:/api/v1/search,2025-01-02 06:03:27,131,3.0,393.0,2025-01-02,1,4,681,YES,,YES
R00002431,T0025,POST:/api/v1/reports/generate,2025-01-02 06:04:40,1610,10.0,16100.0,2025-01-02,1,4,2531,YES,,YES
R00002432,T0031,GET:/api/v1/config,2025-01-02 06:05:53,1,0.5,0.5,2025-01-02,1,3,456,YES,,NO
R00002433,T0052,GET:/api/v1/reports,2025-01-02 06:05:59,383,4.0,1532.0,2025-01-02,1,4,485,YES,,YES
R00002435,T0018,POST:/api/v1/reports/generate,2025-01-02 06:06:01,1745,10.0,17450.0,2025-01-02,1,5,2745,YES,,YES
R00002434,T0050,PUT:/api/v1/users/{id},2025-01-02 06:06:15,20,2.0,40.0,2025-01-02,1,2,188,YES,,YES
R00002436,T0015,GET:/api/v1/users,2025-01-02 06:06:32,4,1.0,4.0,2025-01-02,1,3,1262,YES,,YES
R00002437,T0025,GET:/api/v1/users,2025-01-02 06:07:53,14,1.0,14.0,2025-01-02,2,5,2545,YES,,YES
R00002440,T0005,GET:/api/v1/config,2025-01-02 06:08:29,18,0.5,9.0,2025-01-02,1,1,18,YES,,NO
R00002438,T0005,POST:/api/v1/users,2025-01-02 06:08:39,28,2.0,56.0,2025-01-02,2,2,46,YES,,YES
R00002439,T0005,GET:/api/v1/search,2025-01-02 06:08:41,179,3.0,537.0,2025-01-02,3,3,225,YES,,YES
R00002442,T0024,PUT:/api/v1/users/{id},2025-01-02 06:09:01,27,2.0,54.0,2025-01-02,1,2,44,YES,,YES
R00002441,T0034,GET:/api/v1/users/{id},2025-01-02 06:09:28,3,1.0,3.0,2025-01-02,1,5,1124,YES,,YES
R00002443,T0019,GET:/api/v1/search,2025-01-02 06:10:28,151,3.0,453.0,2025-01-02,2,3,1487,YES,,YES
R00002444,T0027,POST:/api/v1/batch,2025-01-02 06:11:22,477,8.0,3816.0,2025-01-02,1,5,1564,YES,,YES
R00002445,T0032,POST:/api/v1/batch,2025-01-02 06:16:59,3421,8.0,27368.0,2025-01-02,1,2,3424,YES,,YES
R00002446,T0037,POST:/api/v1/batch,2025-01-02 06:21:49,853,8.0,6824.0,2025-01-02,1,3,915,YES,,YES
R00002447,T0034,POST:/api/v1/batch,2025-01-02 06:22:12,605,8.0,4840.0,2025-01-02,2,6,1729,YES,,YES
R00002448,T0060,GET:/api/v1/users/{id},2025-01-02 06:24:22,13,1.0,13.0,2025-01-02,1,2,41,YES,,NO
R00002449,T0059,POST:/api/v1/ai/image,2025-01-02 06:25:34,15545,20.0,310900.0,2025-01-02,1,2,15591,YES,,YES
R00002450,T0055,POST:/api/v1/ai/image,2025-01-02 06:25:43,26832,20.0,536640.0,2025-01-02,1,5,27755,YES,,NO
R00002452,T0032,POST:/api/v1/reports/generate,2025-01-02 06:26:24,0,10.0,0.0,2025-01-02,2,3,3424,YES,,NO
R00002451,T0008,PUT:/api/v1/users/{id},2025-01-02 06:26:52,37,2.0,74.0,2025-01-02,1,4,2895,YES,,YES
R00002453,T0058,GET:/api/v1/health,2025-01-02 06:27:16,1,0.1,0.1,2025-01-02,3,3,11621,YES,,NO
R00002454,T0021,GET:/api/v1/users,2025-01-02 06:28:18,20,1.0,20.0,2025-01-02,1,3,89,YES,,YES
R00002455,T0019,POST:/api/v1/webhooks,2025-01-02 06:29:13,33,2.0,66.0,2025-01-02,3,4,1520,YES,,YES
R00002456,T0035,POST:/api/v1/users,2025-01-02 06:29:29,18,2.0,36.0,2025-01-02,1,4,15523,YES,,YES
R00002458,T0058,POST:/api/v1/webhooks,2025-01-02 06:30:11,40,2.0,80.0,2025-01-02,4,4,11661,YES,,YES
R00002457,T0011,GET:/api/v1/config,2025-01-02 06:30:53,3,0.5,1.5,2025-01-02,1,5,86,YES,,NO
R00002459,T0060,POST:/api/v1/ai/image,2025-01-02 06:31:34,14828,20.0,296560.0,2025-01-02,2,3,14869,YES,,YES
R00002460,T0044,GET:/api/v1/analytics,2025-01-02 06:32:27,502,5.0,2510.0,2025-01-02,1,4,1313,YES,,YES
R00002461,T0035,PUT:/api/v1/users/{id},2025-01-02 06:32:32,18,2.0,36.0,2025-01-02,2,5,15541,YES,,YES
R00002463,T0060,POST:/api/v1/ai/image,2025-01-02 06:33:44,9926,20.0,198520.0,2025-01-02,3,4,24795,YES,,YES
R00002462,T0022,PUT:/api/v1/users/{id},2025-01-02 06:33:47,25,2.0,50.0,2025-01-02,1,3,34,YES,,YES
R00002465,T0025,GET:/api/v1/reports,2025-01-02 06:33:53,153,4.0,612.0,2025-01-02,3,6,2698,YES,,YES
R00002464,T0026,GET:/api/v1/reports,2025-01-02 06:33:55,402,4.0,1608.0,2025-01-02,1,3,2337,YES,,YES
R00002467,T0022,GET:/api/v1/reports,2025-01-02 06:34:06,94,4.0,376.0,2025-01-02,2,4,128,YES,,YES
R00002466,T0021,GET:/api/v1/analytics,2025-01-02 06:34:25,401,5.0,2005.0,2025-01-02,2,4,490,YES,,YES
R00002469,T0026,POST:/api/v1/ai/embedding,2025-01-02 06:35:02,754,8.0,6032.0,2025-01-02,2,4,3091,YES,,YES
R00002470,T0040,GET:/api/v1/analytics,2025-01-02 06:35:34,416,5.0,2080.0,2025-01-02,1,4,1164,YES,,YES
R00002468,T0047,POST:/api/v1/users,2025-01-02 06:35:59,48,2.0,96.0,2025-01-02,1,5,252,YES,,YES
R00002471,T0059,GET:/api/v1/users,2025-01-02 06:36:02,15,1.0,15.0,2025-01-02,2,3,15606,YES,,YES
R00002474,T0019,DELETE:/api/v1/users/{id},2025-01-02 06:37:32,18,2.0,36.0,2025-01-02,4,5,1538,YES,,YES
R00002472,T0035,POST:/api/v1/search/advanced,2025-01-02 06:37:45,412,5.0,2060.0,2025-01-02,3,6,15953,YES,,YES
R00002473,T0020,GET:/api/v1/config,2025-01-02 06:37:47,5,0.5,2.5,2025-01-02,1,3,224,YES,,NO
R00002475,T0029,POST:/api/v1/users,2025-01-02 06:38:15,74,2.0,148.0,2025-01-02,1,2,80,YES,,NO
R00002476,T0031,GET:/api/v1/users/{id},2025-01-02 06:39:42,5,1.0,5.0,2025-01-02,2,4,461,YES,,YES
R00002477,T0050,POST:/api/v1/users,2025-01-02 06:39:46,112,2.0,224.0,2025-01-02,2,3,300,YES,,YES
R00002478,T0035,GET:/api/v1/reports,2025-01-02 06:39:54,148,4.0,592.0,2025-01-02,4,7,16101,YES,,YES
R00002479,T0046,GET:/api/v1/config,2025-01-02 06:40:08,7,0.5,3.5,2025-01-02,1,2,4057,YES,,NO
R00002480,T0048,GET:/api/v1/users,2025-01-02 06:40:20,12,1.0,12.0,2025-01-02,1,3,1368,YES,,YES
R00002483,T0037,GET:/api/v1/users,2025-01-02 06:41:10,3,1.0,3.0,2025-01-02,2,4,918,YES,,YES
R00002481,T0012,GET:/api/v1/analytics,2025-01-02 06:41:23,374,5.0,1870.0,2025-01-02,1,4,479,YES,,YES
R00002482,T0043,POST:/api/v1/webhooks,2025-01-02 06:41:24,58,2.0,116.0,2025-01-02,1,1,58,YES,,YES
R00002484,T0022,GET:/api/v1/health,2025-01-02 06:42:11,2,0.1,0.2,2025-01-02,3,5,130,YES,,NO
R00002485,T0026,GET:/api/v1/users/{id},2025-01-02 06:42:52,3,1.0,3.0,2025-01-02,3,5,3094,YES,,YES
R00002487,T0054,GET:/api/v1/config,2025-01-02 06:43:12,3,0.5,1.5,2025-01-02,1,2,24,YES,,NO
R00002486,T0041,POST:/api/v1/ai/completion,2025-01-02 06:43:47,7522,15.0,112830.0,2025-01-02,1,3,7656,YES,,YES
R00002489,T0060,POST:/api/v1/reports/generate,2025-01-02 06:46:21,1609,10.0,16090.0,2025-01-02,4,5,26404,YES,,NO
R00002490,T0038,PUT:/api/v1/users/{id},2025-01-02 06:46:21,24,2.0,48.0,2025-01-02,1,3,93,YES,,YES
R00002488,T0011,PUT:/api/v1/users/{id},2025-01-02 06:46:58,27,2.0,54.0,2025-01-02,2,6,113,YES,,YES
R00002491,T0056,POST:/api/v1/ai/image,2025-01-02 06:48:35,8658,20.0,173160.0,2025-01-02,1,4,10874,YES,,YES
R00002492,T0042,GET:/api/v1/reports,2025-01-02 06:49:24,216,4.0,864.0,2025-01-02,1,4,776,YES,,YES
R00002495,T0008,GET:/api/v1/config,2025-01-02 06:50:10,6,0.5,3.0,2025-01-02,2,5,2901,YES,,NO
R00002493,T0021,POST:/api/v1/batch,2025-01-02 06:50:18,888,8.0,7104.0,2025-01-02,3,5,1378,YES,,YES
R00002494,T0020,POST:/api/v1/reports/generate,2025-01-02 06:50:43,2197,10.0,21970.0,2025-01-02,2,4,2421,YES,,YES
R00002496,T0018,GET:/api/v1/health,2025-01-02 06:51:23,1,0.1,0.1,2025-01-02,2,6,2746,YES,,NO
R00002499,T0028,POST:/api/v1/search/advanced,2025-01-02 06:52:01,827,5.0,4135.0,2025-01-02,1,2,832,YES,,YES
R00002497,T0019,POST:/api/v1/search/advanced,2025-01-02 06:52:20,321,5.0,1605.0,2025-01-02,5,6,1859,YES,,YES
R00002498,T0024,POST:/api/v1/reports/generate,2025-01-02 06:52:26,1153,10.0,11530.0,2025-01-02,2,3,1197,YES,,YES
R00002500,T0010,GET:/api/v1/analytics,2025-01-02 06:53:06,206,5.0,1030.0,2025-01-02,1,3,1300,YES,,YES
R00002501,T0023,GET:/api/v1/users/{id},2025-01-02 06:55:33,6,1.0,6.0,2025-01-02,1,2,13,YES,,YES
R00002502,T0039,POST:/api/v1/batch,2025-01-02 06:56:30,1383,8.0,11064.0,2025-01-02,1,4,5384,YES,,YES
R00002503,T0055,GET:/api/v1/reports,2025-01-02 06:57:49,158,4.0,632.0,2025-01-02,2,6,27913,YES,,YES
R00002504,T0060,GET:/api/v1/search,2025-01-02 06:58:51,27,3.0,81.0,2025-01-02,5,6,26431,YES,,YES
R00002507,T0058,GET:/api/v1/health,2025-01-02 06:59:21,1,0.1,0.1,2025-01-02,5,5,11662,YES,,NO
R00002505,T0021,GET:/api/v1/config,2025-01-02 06:59:26,4,0.5,2.0,2025-01-02,4,6,1382,YES,,NO
R00002506,T0018,DELETE:/api/v1/users/{id},2025-01-02 06:59:31,35,2.0,70.0,2025-01-02,3,7,2781,YES,,YES
R00002508,T0051,GET:/api/v1/config,2025-01-02 07:00:53,3,0.5,1.5,2025-01-02,1,3,9167,YES,,NO
R00002509,T0020,POST:/api/v1/webhooks,2025-01-02 07:01:05,113,2.0,226.0,2025-01-02,1,5,2534,YES,,NO
R00002510,T0002,POST:/api/v1/users,2025-01-02 07:03:56,43,2.0,86.0,2025-01-02,1,2,55,YES,,YES
R00002511,T0024,POST:/api/v1/reports/generate,2025-01-02 07:03:56,1417,10.0,14170.0,2025-01-02,1,4,2614,YES,,YES
R00002512,T0057,POST:/api/v1/ai/completion,2025-01-02 07:04:07,0,15.0,0.0,2025-01-02,1,3,49,YES,,NO
R00002513,T0001,DELETE:/api/v1/users/{id},2025-01-02 07:04:33,14,2.0,28.0,2025-01-02,1,3,355,YES,,YES
R00002514,T0012,GET:/api/v1/analytics,2025-01-02 07:05:18,532,5.0,2660.0,2025-01-02,1,5,1011,YES,,YES
R00002516,T0058,POST:/api/v1/batch,2025-01-02 07:05:18,924,8.0,7392.0,2025-01-02,1,6,12586,YES,,YES
R00002515,T0040,POST:/api/v1/ai/image,2025-01-02 07:05:31,16766,20.0,335320.0,2025-01-02,1,5,17930,YES,,YES
R00002517,T0009,GET:/api/v1/search,2025-01-02 07:05:47,60,3.0,180.0,2025-01-02,1,2,147,YES,,YES
R00002518,T0005,GET:/api/v1/reports,2025-01-02 07:06:11,174,4.0,696.0,2025-01-02,1,4,399,YES,,YES
R00002519,T0013,GET:/api/v1/health,2025-01-02 07:07:38,1,0.1,0.1,2025-01-02,1,2,11,YES,,NO
R00002520,T0040,POST:/api/v1/users,2025-01-02 07:08:00,117,2.0,234.0,2025-01-02,2,6,18047,YES,,YES
R00002521,T0032,GET:/api/v1/users/{id},2025-01-02 07:09:29,6,1.0,6.0,2025-01-02,1,4,3430,YES,,YES
R00002524,T0025,GET:/api/v1/users/{id},2025-01-02 07:10:02,3,1.0,3.0,2025-01-02,1,7,2701,YES,,YES
R00002523,T0031,POST:/api/v1/search/advanced,2025-01-02 07:10:23,607,5.0,3035.0,2025-01-02,1,5,1068,YES,,YES
R00002522,T0026,GET:/api/v1/reports,2025-01-02 07:10:29,177,4.0,708.0,2025-01-02,1,6,3271,YES,,YES
R00002527,T0012,GET:/api/v1/users,2025-01-02 07:11:12,10,1.0,10.0,2025-01-02,2,6,1021,YES,,YES
R00002525,T0050,GET:/api/v1/config,2025-01-02 07:11:24,4,0.5,2.0,2025-01-02,1,4,304,YES,,NO
R00002526,T0026,GET:/api/v1/users,2025-01-02 07:11:45,10,1.0,10.0,2025-01-02,2,7,3281,YES,,YES
R00002529,T0010,POST:/api/v1/reports/generate,2025-01-02 07:12:39,1636,10.0,16360.0,2025-01-02,1,4,2936,YES,,YES
R00002528,T0042,POST:/api/v1/reports/generate,2025-01-02 07:12:53,1908,10.0,19080.0,2025-01-02,1,5,2684,YES,,YES
R00002532,T0016,GET:/api/v1/health,2025-01-02 07:14:34,1,0.1,0.1,2025-01-02,1,2,2235,YES,,NO
R00002530,T0007,POST:/api/v1/batch,2025-01-02 07:14:42,308,8.0,2464.0,2025-01-02,1,3,1022,YES,,YES
R00002533,T0008,POST:/api/v1/search/advanced,2025-01-02 07:14:47,348,5.0,1740.0,2025-01-02,1,6,3249,YES,,YES
R00002531,T0016,GET:/api/v1/reports,2025-01-02 07:14:57,370,4.0,1480.0,2025-01-02,2,3,2605,YES,,YES
R00002534,T0052,GET:/api/v1/search,2025-01-02 07:15:01,100,3.0,300.0,2025-01-02,1,5,585,YES,,YES
R00002536,T0029,POST:/api/v1/reports/generate,2025-01-02 07:15:37,2181,10.0,21810.0,2025-01-02,1,3,2261,YES,,YES
R00002535,T0037,GET:/api/v1/config,2025-01-02 07:15:39,1,0.5,0.5,2025-01-02,1,5,919,YES,,NO
R00002537,T0029,POST:/api/v1/users,2025-01-02 07:16:15,43,2.0,86.0,2025-01-02,2,4,2304,YES,,YES
R00002538,T0059,POST:/api/v1/reports/generate,2025-01-02 07:17:31,1409,10.0,14090.0,2025-01-02,1,4,17015,YES,,YES
R00002539,T0036,POST:/api/v1/ai/completion,2025-01-02 07:18:08,13162,15.0,197430.0,2025-01-02,1,1,13162,YES,,YES
R00002540,T0024,GET:/api/v1/search,2025-01-02 07:21:55,80,3.0,240.0,2025-01-02,2,5,2694,YES,,YES
R00002541,T0057,GET:/api/v1/users,2025-01-02 07:22:31,8,1.0,8.0,2025-01-02,2,4,57,YES,,YES
R00002543,T0023,GET:/api/v1/users/{id},2025-01-02 07:23:25,3,1.0,3.0,2025-01-02,1,3,16,YES,,YES
R00002542,T0033,GET:/api/v1/config,2025-01-02 07:23:43,8,0.5,4.0,2025-01-02,1,1,8,YES,,NO
R00002545,T0005,DELETE:/api/v1/users/{id},2025-01-02 07:24:13,19,2.0,38.0,2025-01-02,2,5,418,YES,,YES
R00002544,T0018,POST:/api/v1/webhooks,2025-01-02 07:24:24,55,2.0,110.0,2025-01-02,1,8,2836,YES,,YES
R00002546,T0010,GET:/api/v1/analytics,2025-01-02 07:25:59,424,5.0,2120.0,2025-01-02,2,5,3360,YES,,YES
R00002547,T0006,DELETE:/api/v1/users/{id},2025-01-02 07:26:41,13,2.0,26.0,2025-01-02,1,2,39,YES,,YES
R00002549,T0038,GET:/api/v1/reports,2025-01-02 07:27:07,167,4.0,668.0,2025-01-02,1,4,260,YES,,YES
R00002548,T0053,GET:/api/v1/users/{id},2025-01-02 07:27:26,2,1.0,2.0,2025-01-02,1,2,1782,YES,,YES
R00002550,T0047,GET:/api/v1/users/{id},2025-01-02 07:29:07,10,1.0,10.0,2025-01-02,1,6,262,YES,,YES
R00002551,T0049,GET:/api/v1/analytics,2025-01-02 07:30:38,567,5.0,2835.0,2025-01-02,1,5,1248,YES,,YES
R00002552,T0025,GET:/api/v1/search,2025-01-02 07:32:11,69,3.0,207.0,2025-01-02,2,8,2770,YES,,YES
R00002554,T0040,GET:/api/v1/health,2025-01-02 07:34:18,1,0.1,0.1,2025-01-02,3,7,18048,YES,,NO
R00002555,T0014,GET:/api/v1/reports,2025-01-02 07:34:29,66,4.0,264.0,2025-01-02,1,4,188,YES,,YES
R00002553,T0047,GET:/api/v1/search,2025-01-02 07:34:33,177,3.0,531.0,2025-01-02,2,7,439,YES,,YES
R00002556,T0007,GET:/api/v1/users/{id},2025-01-02 07:35:11,5,1.0,5.0,2025-01-02,2,4,1027,YES,,YES
R00002557,T0036,POST:/api/v1/batch,2025-01-02 07:36:08,1325,8.0,10600.0,2025-01-02,2,2,14487,YES,,YES
R00002558,T0021,POST:/api/v1/webhooks,2025-01-02 07:38:18,51,2.0,102.0,2025-01-02,1,7,1433,YES,,YES
R00002559,T0038,GET:/api/v1/users/{id},2025-01-02 07:38:22,15,1.0,15.0,2025-01-02,2,5,275,YES,,YES
R00002560,T0048,GET:/api/v1/analytics,2025-01-02 07:39:13,183,5.0,915.0,2025-01-02,1,4,1551,YES,,YES
R00002562,T0018,GET:/api/v1/users/{id},2025-01-02 07:39:35,8,1.0,8.0,2025-01-02,2,9,2844,YES,,NO
R00002561,T0045,POST:/api/v1/reports/generate,2025-01-02 07:39:49,2424,10.0,24240.0,2025-01-02,1,4,2475,YES,,YES
R00002563,T0049,POST:/api/v1/webhooks,2025-01-02 07:40:01,55,2.0,110.0,2025-01-02,2,6,1303,YES,,YES
R00002564,T0050,GET:/api/v1/users/{id},2025-01-02 07:40:30,6,1.0,6.0,2025-01-02,2,5,310,YES,,YES
R00002565,T0040,GET:/api/v1/users/{id},2025-01-02 07:40:31,2,1.0,2.0,2025-01-02,4,8,18050,YES,,YES
