job_id,tenant_id,priority,total_attempts,retry_count,final_status,total_duration_sec,total_exec_sec,total_cpu_ms,peak_mem_mb,sla_breached,breach_seconds,expected_delay_sec,actual_wait_sec,delay_deviation_sec,incident_affected,penalty_amount,error_summary,outcome_class,penalty_tier,penalty_weight
J0179,T15,1,3,2,OK,49.0,23.0,22434,415.9,YES,4.0,25.0,22.0,-3.0,NO,0.0,E004|E200,DELAYED_SUCCESS,GRACE,0.0
J0180,T01,4,1,0,OK,8.0,3.0,6859,169.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0181,T01,5,1,0,OK,19.0,11.0,13182,382.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0182,T01,3,1,0,OK,16.0,8.0,13429,331.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0183,T01,4,1,0,OK,6.0,4.0,4611,145.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0184,T01,5,2,1,OK,36.0,13.0,17749,429.2,NO,0.0,10.0,16.0,6.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0185,T01,2,2,1,OK,29.0,16.0,19352,247.5,NO,0.0,2.0,8.0,6.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0186,T01,2,2,1,OK,23.0,10.0,14519,416.7,NO,0.0,2.0,4.0,2.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0187,T01,5,2,1,OK,39.0,21.0,24628,357.7,NO,0.0,10.0,9.0,-1.0,NO,0.0,E001,SUCCESS,NONE,0.0
J0188,T02,2,1,0,OK,16.0,11.0,9448,375.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0189,T02,4,1,0,OK,15.0,10.0,9521,508.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0190,T02,3,1,0,OK,14.0,9.0,10261,195.9,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0191,T02,3,2,1,OK,35.0,24.0,43921,461.9,NO,0.0,8.0,3.0,-5.0,YES,0.0,E001,SUCCESS,NONE,0.0
J0192,T02,5,1,0,OK,7.0,6.0,7132,430.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0193,T02,2,1,0,OK,12.0,8.0,12483,219.3,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0194,T02,3,2,1,REJECT,124.0,105.0,121477,463.2,NO,0.0,8.0,10.0,2.0,NO,0.0,E100|E200,ERROR_FAILURE,NONE,0.0
J0195,T03,1,2,1,OK,43.0,23.0,41277,425.0,NO,0.0,3.0,14.0,11.0,NO,0.0,E003,SUCCESS,NONE,0.0
J0196,T03,5,1,0,OK,8.0,3.0,3242,136.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0197,T03,5,2,1,OK,38.0,14.0,23404,418.7,NO,0.0,12.0,13.0,1.0,YES,0.0,UNKNOWN,SUCCESS,NONE,0.0
J0198,T03,3,1,0,OK,8.0,2.0,3505,68.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0199,T04,3,1,0,OK,17.0,11.0,17268,375.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0200,T04,1,1,0,OK,17.0,8.0,9140,359.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0201,T04,5,2,1,OK,27.0,3.0,3441,119.3,NO,0.0,15.0,15.0,0.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0202,T04,2,3,2,OK,45.0,11.0,20705,223.1,NO,0.0,16.0,31.0,15.0,NO,0.0,E005|E200,SUCCESS,NONE,0.0
J0203,T05,4,1,0,OK,16.0,10.0,13558,240.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0204,T05,2,1,0,OK,9.0,5.0,3812,501.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0205,T05,5,3,2,TIMEOUT,483.0,446.0,324723,329.3,NO,0.0,20.0,31.0,11.0,NO,0.0,E005|E100|E200,EXHAUSTED,NONE,0.0
J0206,T05,3,2,1,OK,49.0,25.0,37776,418.4,NO,0.0,3.0,14.0,11.0,NO,0.0,E001,SUCCESS,NONE,0.0
J0207,T05,2,1,0,OK,10.0,8.0,9841,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0208,T05,3,1,0,OK,20.0,12.0,17059,164.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0209,T05,4,1,0,OK,13.0,6.0,6076,138.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0210,T05,3,4,3,REJECT,127.0,81.0,18599,393.2,NO,0.0,21.0,39.0,18.0,NO,0.0,E002|E005|E100|E200,EXHAUSTED,NONE,0.0
J0211,T05,3,1,0,OK,9.0,3.0,3005,343.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0212,T06,4,1,0,OK,11.0,7.0,6603,48.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0213,T06,5,1,0,OK,13.0,6.0,9461,275.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0214,T06,4,1,0,OK,11.0,7.0,13910,128.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0215,T06,5,2,1,OK,37.0,21.0,22671,459.2,NO,0.0,15.0,6.0,-9.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0216,T06,2,1,0,OK,15.0,8.0,12099,359.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0217,T06,3,1,0,OK,9.0,6.0,8349,345.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0218,T06,2,1,0,OK,8.0,5.0,7435,477.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0219,T06,3,3,2,OK,156.0,192.0,162295,472.3,NO,0.0,20.0,4.0,-16.0,NO,0.0,E005|E100,SUCCESS,NONE,0.0
J0220,T07,2,2,1,OK,43.0,21.0,33208,358.2,NO,0.0,8.0,13.0,5.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0221,T07,3,2,1,REJECT,38.0,17.0,32130,253.1,NO,0.0,10.0,14.0,4.0,YES,0.0,E004|E200,INCIDENT_FAILURE,NONE,0.0
J0222,T07,2,5,4,REJECT,152.0,195.0,61705,500.9,YES,62.0,56.0,22.0,-34.0,NO,0.46,E001|E003|E100|E200,EXHAUSTED,STANDARD,0.4452
J0223,T07,4,1,0,OK,11.0,5.0,8066,236.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0224,T07,5,1,0,OK,14.0,8.0,14869,126.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0225,T08,3,1,0,OK,7.0,3.0,0,293.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0226,T08,2,1,0,OK,12.0,4.0,5285,326.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0227,T08,5,1,0,OK,14.0,6.0,6846,368.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0228,T09,3,2,1,OK,24.0,9.0,10238,209.6,NO,0.0,8.0,8.0,0.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0229,T09,3,1,0,OK,12.0,7.0,5950,111.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0230,T09,1,2,1,OK,26.0,8.0,11442,343.2,NO,0.0,5.0,10.0,5.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0231,T09,1,1,0,OK,6.0,5.0,6608,85.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0232,T09,5,1,0,OK,7.0,4.0,3529,206.5,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0233,T09,1,2,1,OK,24.0,13.0,14121,453.8,NO,0.0,5.0,6.0,1.0,NO,0.0,E003,SUCCESS,NONE,0.0
J0234,T09,3,1,0,OK,9.0,4.0,6376,187.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0235,T10,5,1,0,OK,19.0,12.0,18252,263.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0236,T10,4,4,3,FAIL,336.0,295.0,326977,433.0,NO,0.0,24.0,30.0,6.0,NO,0.0,E002|E004|E100|UNKNOWN,EXHAUSTED,NONE,0.0
J0237,T10,4,2,1,OK,33.0,23.0,30067,222.9,NO,0.0,8.0,3.0,-5.0,NO,0.0,E005,SUCCESS,NONE,0.0
J0238,T10,3,1,0,OK,11.0,3.0,2320,307.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0239,T10,3,1,0,OK,8.0,3.0,2494,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0240,T11,3,2,1,OK,24.0,6.0,11090,360.5,NO,0.0,3.0,16.0,13.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0241,T11,5,1,0,OK,7.0,3.0,3053,399.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0242,T11,3,1,0,OK,11.0,8.0,14668,87.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0243,T11,3,3,2,OK,61.0,22.0,34240,430.7,NO,0.0,9.0,26.0,17.0,NO,0.0,E002|E004,SUCCESS,NONE,0.0
J0244,T11,4,1,0,OK,16.0,11.0,17252,252.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0245,T11,4,1,0,OK,10.0,4.0,6961,454.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0246,T11,5,1,0,OK,14.0,6.0,7598,317.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0247,T11,3,1,0,OK,17.0,9.0,7821,202.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0248,T12,1,1,0,OK,12.0,3.0,4398,184.3,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0249,T12,5,1,0,OK,14.0,11.0,12089,75.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0250,T12,3,3,2,TIMEOUT,179.0,134.0,114450,318.5,NO,0.0,20.0,35.0,15.0,NO,0.0,E003|E100,TIMEOUT_FAILURE,NONE,0.0
J0251,T13,3,4,3,REJECT,108.0,71.0,54307,371.4,NO,0.0,36.0,34.0,-2.0,NO,0.0,E005|E100|E200,EXHAUSTED,NONE,0.0
J0252,T13,1,1,0,OK,10.0,5.0,4855,98.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0253,T13,5,2,1,OK,38.0,14.0,13943,500.7,NO,0.0,15.0,19.0,4.0,NO,0.0,E005,SUCCESS,NONE,0.0
J0254,T13,1,2,1,OK,36.0,16.0,22803,421.8,NO,0.0,5.0,16.0,11.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0255,T13,4,1,0,OK,15.0,6.0,6965,62.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0256,T13,3,2,1,REJECT,142.0,131.0,178177,399.0,NO,0.0,8.0,6.0,-2.0,NO,0.0,E100|E200,ERROR_FAILURE,NONE,0.0
J0257,T13,3,1,0,OK,8.0,2.0,0,72.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0258,T13,4,2,1,OK,12.0,4.0,0,376.4,NO,0.0,12.0,5.0,-7.0,YES,0.0,E200,SUCCESS,NONE,0.0
J0259,T14,2,4,3,OK,63.0,25.0,41784,380.2,NO,0.0,36.0,30.0,-6.0,NO,0.0,E001|E002|E200,SUCCESS,NONE,0.0
J0260,T14,4,1,0,OK,9.0,7.0,14664,209.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0261,T14,3,1,0,OK,13.0,6.0,5395,222.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0262,T14,3,1,0,OK,17.0,10.0,19078,441.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0263,T14,4,3,2,OK,43.0,10.0,9839,297.8,NO,0.0,16.0,24.0,8.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0264,T14,3,2,1,OK,46.0,24.0,26338,391.7,NO,0.0,10.0,12.0,2.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0265,T15,2,1,0,OK,12.0,10.0,15248,423.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0266,T15,5,1,0,OK,16.0,10.0,11943,302.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0267,T15,2,1,0,OK,8.0,5.0,4414,225.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0268,T01,2,2,1,OK,24.0,4.0,6387,212.9,NO,0.0,1.6,12.0,10.4,NO,0.0,E200,SUCCESS,NONE,0.0
J0269,T01,5,2,1,OK,22.0,10.0,19825,376.6,NO,0.0,10.0,8.0,-2.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0270,T01,2,4,3,OK,135.0,88.0,103291,480.7,YES,45.0,14.0,40.0,26.0,YES,0.29,E100|E200,DELAYED_SUCCESS,STANDARD,0.3867
J0271,T01,3,1,0,OK,5.0,3.0,3596,230.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0272,T01,1,1,0,OK,8.0,6.0,11469,99.8,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0273,T01,4,1,0,OK,17.0,8.0,12932,248.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0274,T01,3,2,1,OK,28.0,8.0,14147,215.4,NO,0.0,3.0,12.0,9.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0275,T01,2,3,2,TIMEOUT,127.0,99.0,76965,293.8,YES,37.0,4.8,19.0,14.2,NO,0.2,E002|E100,TIMEOUT_FAILURE,STANDARD,0.3243
J0276,T01,3,2,1,OK,91.0,71.0,10869,311.2,NO,0.0,3.0,15.0,12.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0277,T01,2,2,1,OK,96.0,75.0,94160,318.8,YES,6.0,1.6,18.0,16.4,NO,0.0,E100,DELAYED_SUCCESS,GRACE,0.0
J0278,T02,3,4,3,TIMEOUT,369.0,373.0,238354,349.6,YES,189.0,36.0,23.0,-13.0,NO,1.1,E003|E100|E200,EXHAUSTED,STANDARD,0.3492
J0279,T02,2,4,3,REJECT,103.0,65.0,57869,491.4,YES,13.0,16.8,33.0,16.2,NO,0.01,E006|E100|E200,ERROR_FAILURE,STANDARD,0.0462
J0280,T02,4,1,0,OK,11.0,8.0,7480,462.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0281,T02,2,1,0,OK,18.0,11.0,12744,449.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0282,T02,1,1,0,OK,12.0,9.0,13083,337.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0283,T02,2,2,1,OK,33.0,24.0,35665,478.5,NO,0.0,3.0,4.0,1.0,YES,0.0,E004,SUCCESS,NONE,0.0
J0284,T02,3,1,0,OK,14.0,10.0,17698,397.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0285,T03,2,1,0,OK,11.0,3.0,5623,422.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0286,T03,2,1,0,OK,13.0,6.0,10499,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0287,T03,3,1,0,OK,9.0,2.0,3102,387.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0288,T03,3,1,0,OK,14.0,7.0,11742,392.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0289,T03,3,2,1,OK,165.0,188.0,151963,412.1,NO,0.0,10.0,0.0,-10.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0290,T04,3,1,0,OK,8.0,5.0,4788,208.1,NO,0.0,0.0,0.0,0.0,YES,0.0,,SUCCESS,NONE,0.0
J0291,T04,1,6,5,REJECT,167.0,120.0,106887,388.8,YES,122.0,100.0,42.0,-58.0,NO,2.31,E003|E006|E100|E200,EXHAUSTED,CRITICAL,1.1361
J0292,T04,5,1,0,OK,14.0,10.0,15472,176.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0293,T04,2,5,4,FAIL,83.0,29.0,45162,456.9,NO,0.0,32.0,45.0,13.0,NO,0.0,E004|E005|E006|E200,EXHAUSTED,NONE,0.0
J0294,T05,3,1,0,OK,9.0,5.0,0,148.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0295,T05,2,1,0,OK,13.0,8.0,13003,440.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0296,T05,4,1,0,OK,17.0,10.0,10117,60.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0297,T05,2,1,0,OK,10.0,8.0,14573,104.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0298,T05,3,1,0,OK,4.0,2.0,3374,349.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0299,T05,1,4,3,OK,94.0,85.0,69556,426.9,YES,49.0,36.9,20.0,-16.9,YES,0.47,E005|E006|E100,DELAYED_SUCCESS,STANDARD,0.5755
J0300,T05,2,1,0,OK,19.0,11.0,13813,506.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0301,T05,3,2,1,OK,17.0,6.0,5775,377.8,NO,0.0,3.0,6.0,3.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0302,T06,3,2,1,OK,55.0,29.0,54684,276.3,NO,0.0,8.0,18.0,10.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0303,T06,3,1,0,OK,9.0,6.0,12091,58.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0304,T06,3,1,0,OK,13.0,5.0,4666,177.5,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0305,T06,5,2,1,TIMEOUT,459.0,436.0,628398,410.3,NO,0.0,15.0,16.0,1.0,NO,0.0,E100|E200,TIMEOUT_FAILURE,NONE,0.0
J0306,T06,3,3,2,OK,220.0,196.0,201598,293.0,YES,40.0,20.0,15.0,-5.0,NO,0.11,E100,DELAYED_SUCCESS,STANDARD,0.165
J0307,T06,5,1,0,OK,11.0,5.0,8859,122.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0308,T06,4,1,0,OK,19.0,12.0,17335,0.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0309,T07,5,1,0,OK,11.0,3.0,3691,311.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0310,T07,4,1,0,OK,19.0,12.0,15546,186.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0311,T07,3,1,0,OK,10.0,3.0,5752,55.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0312,T07,5,3,2,FAIL,501.0,482.0,296133,318.1,NO,0.0,24.0,10.0,-14.0,NO,0.0,E002|E006|E100,EXHAUSTED,NONE,0.0
J0313,T07,2,1,0,OK,6.0,3.0,4809,162.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0314,T07,4,1,0,OK,17.0,12.0,20330,148.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0315,T08,3,4,3,TIMEOUT,377.0,321.0,235151,245.2,YES,197.0,30.0,46.0,16.0,NO,0.69,E001|E003|E100,EXHAUSTED,STANDARD,0.2102
J0316,T08,3,4,3,TIMEOUT,316.0,268.0,238494,427.4,YES,136.0,30.0,39.0,9.0,NO,0.45,E004|E100,EXHAUSTED,STANDARD,0.1985
J0317,T08,1,1,0,OK,14.0,5.0,3880,312.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0318,T09,5,1,0,OK,15.0,10.0,15947,68.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0319,T09,2,1,0,OK,15.0,8.0,14596,373.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0320,T09,2,2,1,REJECT,33.0,19.0,15613,366.4,NO,0.0,2.4,6.0,3.6,NO,0.0,E003|E200,ERROR_FAILURE,NONE,0.0
J0321,T09,4,2,1,OK,45.0,20.0,26524,339.7,NO,0.0,12.0,15.0,3.0,NO,0.0,E006,SUCCESS,NONE,0.0
J0322,T09,3,2,1,OK,29.0,4.0,5517,92.1,NO,0.0,8.0,16.0,8.0,NO,0.0,E200,SUCCESS,NONE,0.0
J0323,T09,4,2,1,OK,225.0,202.0,123921,354.0,NO,0.0,12.0,17.0,5.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0324,T09,4,1,0,OK,15.0,7.0,10902,335.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0325,T10,3,2,1,OK,24.0,11.0,12147,199.8,NO,0.0,10.0,5.0,-5.0,YES,0.0,E200,SUCCESS,NONE,0.0
J0326,T10,3,1,0,OK,14.0,10.0,15169,130.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0327,T10,3,1,0,OK,8.0,7.0,8641,189.7,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0328,T10,4,2,1,OK,44.0,25.0,32307,488.1,NO,0.0,8.0,14.0,6.0,NO,0.0,E004,SUCCESS,NONE,0.0
J0329,T11,2,1,0,OK,19.0,12.0,12545,131.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0330,T11,4,1,0,OK,16.0,7.0,13125,477.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0331,T11,2,1,0,OK,10.0,7.0,7309,453.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0332,T11,2,3,2,TIMEOUT,94.0,71.0,51525,413.9,YES,4.0,4.8,11.0,6.2,NO,0.0,E003|E004|E100,TIMEOUT_FAILURE,GRACE,0.0
J0333,T11,2,1,0,OK,8.0,4.0,4900,277.0,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0334,T11,2,1,0,OK,10.0,4.0,4082,457.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0335,T11,2,1,0,OK,8.0,5.0,8744,481.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0336,T11,5,1,0,OK,6.0,5.0,8867,335.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0337,T11,4,1,0,OK,10.0,3.0,6185,144.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0338,T11,4,2,1,OK,273.0,363.0,388040,334.5,NO,0.0,10.0,0.0,-10.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0339,T12,5,1,0,OK,17.0,10.0,12740,74.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0340,T12,3,1,0,OK,14.0,11.0,0,65.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0341,T13,4,2,1,OK,43.0,23.0,39925,259.8,NO,0.0,12.0,16.0,4.0,NO,0.0,E001,SUCCESS,NONE,0.0
J0342,T13,4,4,3,FAIL,51.0,23.0,26255,330.6,NO,0.0,54.0,22.0,-32.0,NO,0.0,E003|E200|UNKNOWN,EXHAUSTED,NONE,0.0
J0343,T13,1,2,1,OK,38.0,26.0,31939,386.7,NO,0.0,4.0,6.0,2.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0344,T13,1,1,0,OK,13.0,9.0,12708,243.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0345,T13,2,1,0,OK,13.0,10.0,14176,71.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0346,T13,2,1,0,OK,17.0,9.0,15722,251.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0347,T14,5,1,0,OK,19.0,11.0,20221,479.6,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0348,T14,2,1,0,OK,11.0,4.0,6053,115.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0349,T14,4,1,0,OK,10.0,7.0,5882,227.3,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0350,T14,2,2,1,REJECT,42.0,28.0,20405,476.0,NO,0.0,8.0,10.0,2.0,NO,0.0,E100|E200,ERROR_FAILURE,NONE,0.0
J0351,T14,1,2,1,OK,31.0,14.0,13446,335.9,NO,0.0,3.0,10.0,7.0,NO,0.0,E002,SUCCESS,NONE,0.0
J0352,T15,4,2,1,OK,36.0,24.0,42594,170.8,NO,0.0,12.0,6.0,-6.0,NO,0.0,E003,SUCCESS,NONE,0.0
J0353,T15,5,2,1,OK,531.0,515.0,268485,292.2,NO,0.0,15.0,11.0,-4.0,NO,0.0,E100,SUCCESS,NONE,0.0
J0354,T01,2,4,3,OK,132.0,102.0,112780,250.4,YES,42.0,11.2,17.0,5.8,NO,0.33,E001|E006|E100,DELAYED_SUCCESS,STANDARD,0.4714
J0355,T01,4,1,0,OK,11.0,9.0,16975,216.9,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0356,T01,3,4,3,FAIL,49.0,13.0,24960,380.5,NO,0.0,21.0,27.0,6.0,YES,0.0,E200|UNKNOWN,EXHAUSTED,NONE,0.0
J0357,T01,2,1,0,OK,16.0,11.0,13399,113.1,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0358,T01,3,1,0,OK,8.0,5.0,8002,189.8,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0359,T01,2,1,0,OK,8.0,2.0,2879,404.4,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
J0360,T01,3,1,0,OK,8.0,4.0,7360,201.2,NO,0.0,0.0,0.0,0.0,NO,0.0,,SUCCESS,NONE,0.0
