station_id,reading_date,parameter,measured_value,threshold_type,threshold_value,pdi_value
WQ-007,2024-05-10,ph,9.41,CRITICAL,8.5,1.0
WQ-007,2024-05-10,turbidity_ntu,5.68,CRITICAL,4.0,1.0
WQ-007,2024-05-10,chlorine_mg_l,4.68,CRITICAL,4.0,1.0
WQ-007,2024-05-11,ph,9.18,CRITICAL,8.5,1.0
WQ-007,2024-05-11,turbidity_ntu,6.48,CRITICAL,4.0,1.0
WQ-007,2024-05-11,chlorine_mg_l,3.83,VIOLATION,3.0,0.915
WQ-007,2024-05-12,ph,8.25,VIOLATION,8.0,0.75
WQ-007,2024-05-12,turbidity_ntu,4.65,CRITICAL,4.0,1.0
WQ-007,2024-05-12,chlorine_mg_l,3.57,VIOLATION,3.0,0.785
WQ-007,2024-05-13,ph,8.96,CRITICAL,8.5,1.0
WQ-007,2024-05-13,turbidity_ntu,4.21,CRITICAL,4.0,1.0
WQ-007,2024-05-13,chlorine_mg_l,3.43,VIOLATION,3.0,0.715
WQ-007,2024-05-14,ph,8.66,CRITICAL,8.5,1.0
WQ-007,2024-05-14,turbidity_ntu,5.05,CRITICAL,4.0,1.0
WQ-007,2024-05-14,chlorine_mg_l,3.44,VIOLATION,3.0,0.72
WQ-007,2024-05-15,turbidity_ntu,3.94,VIOLATION,2.0,0.985
WQ-007,2024-05-15,chlorine_mg_l,4.61,CRITICAL,4.0,1.0
WQ-007,2024-05-16,ph,8.53,CRITICAL,8.5,1.0
WQ-007,2024-05-16,turbidity_ntu,2.93,VIOLATION,2.0,0.7325
WQ-007,2024-05-16,chlorine_mg_l,3.79,VIOLATION,3.0,0.895
WQ-007,2024-05-17,ph,9.46,CRITICAL,8.5,1.0
WQ-007,2024-05-17,chlorine_mg_l,4.57,CRITICAL,4.0,1.0
WQ-007,2024-05-18,ph,9.46,CRITICAL,8.5,1.0
WQ-007,2024-05-18,turbidity_ntu,7.98,CRITICAL,4.0,1.0
WQ-007,2024-05-18,chlorine_mg_l,3.14,VIOLATION,3.0,0.57
WQ-007,2024-05-19,ph,8.93,CRITICAL,8.5,1.0
WQ-007,2024-05-19,turbidity_ntu,5.56,CRITICAL,4.0,1.0
WQ-007,2024-05-19,chlorine_mg_l,3.18,VIOLATION,3.0,0.59
WQ-007,2024-05-20,ph,9.51,CRITICAL,8.5,1.0
WQ-007,2024-05-20,turbidity_ntu,4.38,CRITICAL,4.0,1.0
WQ-007,2024-05-20,chlorine_mg_l,3.98,VIOLATION,3.0,0.99
WQ-007,2024-05-24,ph,9.08,CRITICAL,8.5,1.0
WQ-007,2024-05-24,turbidity_ntu,5.63,CRITICAL,4.0,1.0
WQ-007,2024-05-24,chlorine_mg_l,4.1,CRITICAL,4.0,1.0
WQ-007,2024-05-25,ph,8.65,CRITICAL,8.5,1.0
WQ-007,2024-05-25,turbidity_ntu,6.18,CRITICAL,4.0,1.0
WQ-007,2024-05-25,chlorine_mg_l,4.22,CRITICAL,4.0,1.0
WQ-007,2024-05-27,ph,9.63,CRITICAL,8.5,1.0
WQ-007,2024-05-27,turbidity_ntu,3.87,VIOLATION,2.0,0.9675
WQ-007,2024-05-27,chlorine_mg_l,4.05,CRITICAL,4.0,1.0
WQ-007,2024-05-28,ph,8.68,CRITICAL,8.5,1.0
WQ-007,2024-05-28,turbidity_ntu,7.86,CRITICAL,4.0,1.0
WQ-007,2024-05-28,chlorine_mg_l,4.04,CRITICAL,4.0,1.0
WQ-007,2024-05-29,ph,8.78,CRITICAL,8.5,1.0
WQ-007,2024-05-29,chlorine_mg_l,3.53,VIOLATION,3.0,0.765
WQ-007,2024-05-30,ph,9.35,CRITICAL,8.5,1.0
WQ-007,2024-05-30,turbidity_ntu,4.36,CRITICAL,4.0,1.0
WQ-007,2024-05-30,chlorine_mg_l,4.06,CRITICAL,4.0,1.0
WQ-007,2024-05-31,ph,10.34,CRITICAL,8.5,1.0
WQ-007,2024-05-31,turbidity_ntu,5.64,CRITICAL,4.0,1.0
WQ-007,2024-06-01,ph,8.95,CRITICAL,8.5,1.0
WQ-007,2024-06-01,turbidity_ntu,4.73,CRITICAL,4.0,1.0
WQ-007,2024-06-01,chlorine_mg_l,3.93,VIOLATION,3.0,0.965
WQ-007,2024-06-02,ph,8.32,VIOLATION,8.0,0.82
WQ-007,2024-06-02,turbidity_ntu,4.73,CRITICAL,4.0,1.0
WQ-007,2024-06-02,chlorine_mg_l,3.06,VIOLATION,3.0,0.53
WQ-007,2024-06-03,ph,8.83,CRITICAL,8.5,1.0
WQ-007,2024-06-03,turbidity_ntu,4.4,CRITICAL,4.0,1.0
WQ-007,2024-06-03,chlorine_mg_l,4.16,CRITICAL,4.0,1.0
WQ-007,2024-06-05,ph,9.37,CRITICAL,8.5,1.0
WQ-007,2024-06-05,turbidity_ntu,4.9,CRITICAL,4.0,1.0
WQ-007,2024-06-05,chlorine_mg_l,3.9,VIOLATION,3.0,0.95
WQ-007,2024-06-06,ph,8.36,VIOLATION,8.0,0.86
WQ-007,2024-06-06,turbidity_ntu,4.11,CRITICAL,4.0,1.0
WQ-007,2024-06-06,chlorine_mg_l,4.57,CRITICAL,4.0,1.0
WQ-007,2024-06-07,ph,8.36,VIOLATION,8.0,0.86
WQ-007,2024-06-07,turbidity_ntu,8.16,CRITICAL,4.0,1.0
WQ-007,2024-06-08,ph,9.36,CRITICAL,8.5,1.0
WQ-007,2024-06-08,chlorine_mg_l,3.65,VIOLATION,3.0,0.825
WQ-007,2024-06-09,turbidity_ntu,7.32,CRITICAL,4.0,1.0
WQ-007,2024-06-09,chlorine_mg_l,4.06,CRITICAL,4.0,1.0
WQ-007,2024-06-10,ph,8.38,VIOLATION,8.0,0.88
WQ-007,2024-06-10,turbidity_ntu,7.62,CRITICAL,4.0,1.0
WQ-007,2024-06-10,chlorine_mg_l,3.69,VIOLATION,3.0,0.845
WQ-007,2024-06-11,ph,9.27,CRITICAL,8.5,1.0
WQ-007,2024-06-11,turbidity_ntu,4.71,CRITICAL,4.0,1.0
WQ-007,2024-06-11,chlorine_mg_l,3.41,VIOLATION,3.0,0.705
WQ-007,2024-06-12,ph,8.75,CRITICAL,8.5,1.0
WQ-007,2024-06-12,turbidity_ntu,4.83,CRITICAL,4.0,1.0
WQ-007,2024-06-12,chlorine_mg_l,4.24,CRITICAL,4.0,1.0
WQ-007,2024-06-13,ph,8.85,CRITICAL,8.5,1.0
WQ-007,2024-06-13,turbidity_ntu,7.59,CRITICAL,4.0,1.0
WQ-007,2024-06-13,chlorine_mg_l,4.01,CRITICAL,4.0,1.0
WQ-007,2024-06-14,ph,9.09,CRITICAL,8.5,1.0
WQ-007,2024-06-14,turbidity_ntu,5.7,CRITICAL,4.0,1.0
WQ-007,2024-06-14,chlorine_mg_l,4.45,CRITICAL,4.0,1.0
WQ-007,2024-06-15,ph,8.47,VIOLATION,8.0,0.97
WQ-007,2024-06-15,turbidity_ntu,6.67,CRITICAL,4.0,1.0
WQ-007,2024-06-15,chlorine_mg_l,4.6,CRITICAL,4.0,1.0
WQ-007,2024-06-17,ph,8.07,VIOLATION,8.0,0.57
WQ-007,2024-06-17,turbidity_ntu,4.95,CRITICAL,4.0,1.0
WQ-007,2024-06-17,chlorine_mg_l,4.64,CRITICAL,4.0,1.0
WQ-007,2024-06-18,ph,8.06,VIOLATION,8.0,0.56
WQ-007,2024-06-18,turbidity_ntu,5.68,CRITICAL,4.0,1.0
WQ-007,2024-06-18,chlorine_mg_l,4.51,CRITICAL,4.0,1.0
WQ-007,2024-06-19,ph,9.35,CRITICAL,8.5,1.0
WQ-007,2024-06-19,turbidity_ntu,4.86,CRITICAL,4.0,1.0
WQ-007,2024-06-19,chlorine_mg_l,3.82,VIOLATION,3.0,0.91
WQ-007,2024-06-20,ph,9.51,CRITICAL,8.5,1.0
WQ-007,2024-06-20,turbidity_ntu,3.04,VIOLATION,2.0,0.76
WQ-007,2024-06-20,chlorine_mg_l,3.9,VIOLATION,3.0,0.95
WQ-007,2024-06-21,turbidity_ntu,3.85,VIOLATION,2.0,0.9625
WQ-007,2024-06-21,chlorine_mg_l,4.35,CRITICAL,4.0,1.0
WQ-007,2024-06-22,ph,8.62,CRITICAL,8.5,1.0
WQ-007,2024-06-22,turbidity_ntu,4.65,CRITICAL,4.0,1.0
WQ-007,2024-06-22,chlorine_mg_l,3.3,VIOLATION,3.0,0.65
WQ-007,2024-06-23,turbidity_ntu,4.1,CRITICAL,4.0,1.0
WQ-007,2024-06-23,chlorine_mg_l,3.64,VIOLATION,3.0,0.82
WQ-007,2024-06-24,ph,9.76,CRITICAL,8.5,1.0
WQ-007,2024-06-24,turbidity_ntu,6.0,CRITICAL,4.0,1.0
WQ-007,2024-06-24,chlorine_mg_l,3.78,VIOLATION,3.0,0.89
WQ-007,2024-06-25,ph,9.05,CRITICAL,8.5,1.0
WQ-007,2024-06-25,turbidity_ntu,6.47,CRITICAL,4.0,1.0
WQ-007,2024-06-25,chlorine_mg_l,4.49,CRITICAL,4.0,1.0
WQ-007,2024-06-26,ph,8.33,VIOLATION,8.0,0.83
WQ-007,2024-06-26,turbidity_ntu,3.61,VIOLATION,2.0,0.9025
WQ-007,2024-06-26,chlorine_mg_l,4.08,CRITICAL,4.0,1.0
WQ-007,2024-06-27,ph,8.81,CRITICAL,8.5,1.0
WQ-007,2024-06-27,turbidity_ntu,2.78,VIOLATION,2.0,0.695
WQ-007,2024-06-27,chlorine_mg_l,3.24,VIOLATION,3.0,0.62
WQ-007,2024-06-28,ph,8.95,CRITICAL,8.5,1.0
WQ-007,2024-06-28,turbidity_ntu,4.31,CRITICAL,4.0,1.0
WQ-007,2024-06-28,chlorine_mg_l,3.92,VIOLATION,3.0,0.96
WQ-007,2024-06-29,ph,8.05,VIOLATION,8.0,0.55
WQ-007,2024-06-29,turbidity_ntu,5.09,CRITICAL,4.0,1.0
WQ-007,2024-06-29,chlorine_mg_l,3.99,VIOLATION,3.0,0.995
WQ-011,2024-01-03,turbidity_ntu,3.61,VIOLATION,2.0,0.9025
WQ-011,2024-02-15,turbidity_ntu,2.36,VIOLATION,2.0,0.59
WQ-011,2024-02-24,turbidity_ntu,2.79,VIOLATION,2.0,0.6975
WQ-011,2024-02-25,turbidity_ntu,2.79,VIOLATION,2.0,0.6975
WQ-011,2024-02-27,coliform_count,9.0,VIOLATION,5.0,0.9
WQ-011,2024-02-28,turbidity_ntu,3.3,VIOLATION,2.0,0.825
WQ-011,2024-03-20,turbidity_ntu,2.76,VIOLATION,2.0,0.69
WQ-011,2024-03-22,turbidity_ntu,2.03,VIOLATION,2.0,0.5075
WQ-011,2024-03-30,turbidity_ntu,4.76,CRITICAL,4.0,1.0
WQ-011,2024-04-01,turbidity_ntu,15.67,CRITICAL,4.0,1.0
WQ-011,2024-04-03,turbidity_ntu,5.57,CRITICAL,4.0,1.0
WQ-011,2024-04-04,turbidity_ntu,8.92,CRITICAL,4.0,1.0
WQ-011,2024-04-07,turbidity_ntu,12.48,CRITICAL,4.0,1.0
WQ-011,2024-04-08,turbidity_ntu,13.37,CRITICAL,4.0,1.0
WQ-011,2024-04-09,turbidity_ntu,16.05,CRITICAL,4.0,1.0
WQ-011,2024-04-09,coliform_count,9.0,VIOLATION,5.0,0.9
WQ-011,2024-04-11,turbidity_ntu,12.42,CRITICAL,4.0,1.0
WQ-011,2024-04-12,turbidity_ntu,17.66,CRITICAL,4.0,1.0
WQ-011,2024-04-14,turbidity_ntu,10.83,CRITICAL,4.0,1.0
WQ-011,2024-04-15,turbidity_ntu,11.71,CRITICAL,4.0,1.0
WQ-011,2024-04-16,turbidity_ntu,12.19,CRITICAL,4.0,1.0
WQ-011,2024-04-19,turbidity_ntu,10.82,CRITICAL,4.0,1.0
WQ-011,2024-04-23,turbidity_ntu,12.93,CRITICAL,4.0,1.0
WQ-011,2024-04-24,turbidity_ntu,9.8,CRITICAL,4.0,1.0
WQ-011,2024-04-25,turbidity_ntu,14.99,CRITICAL,4.0,1.0
WQ-011,2024-04-26,turbidity_ntu,15.33,CRITICAL,4.0,1.0
WQ-011,2024-05-02,turbidity_ntu,13.76,CRITICAL,4.0,1.0
WQ-011,2024-05-04,turbidity_ntu,9.17,CRITICAL,4.0,1.0
WQ-011,2024-05-06,turbidity_ntu,16.23,CRITICAL,4.0,1.0
WQ-011,2024-05-06,lead_ppb,11.44,VIOLATION,10.0,0.644
WQ-011,2024-05-07,turbidity_ntu,14.59,CRITICAL,4.0,1.0
WQ-011,2024-05-08,turbidity_ntu,13.65,CRITICAL,4.0,1.0
WQ-011,2024-05-08,coliform_count,6.0,VIOLATION,5.0,0.6
WQ-011,2024-05-09,turbidity_ntu,12.17,CRITICAL,4.0,1.0
WQ-011,2024-05-10,turbidity_ntu,11.8,CRITICAL,4.0,1.0
WQ-011,2024-05-11,turbidity_ntu,11.52,CRITICAL,4.0,1.0
WQ-011,2024-05-13,turbidity_ntu,16.01,CRITICAL,4.0,1.0
WQ-011,2024-05-15,turbidity_ntu,17.39,CRITICAL,4.0,1.0
WQ-011,2024-05-20,turbidity_ntu,11.32,CRITICAL,4.0,1.0
WQ-011,2024-05-21,turbidity_ntu,12.31,CRITICAL,4.0,1.0
WQ-011,2024-05-23,turbidity_ntu,13.7,CRITICAL,4.0,1.0
WQ-011,2024-05-25,turbidity_ntu,16.04,CRITICAL,4.0,1.0
WQ-011,2024-05-26,turbidity_ntu,8.11,CRITICAL,4.0,1.0
WQ-011,2024-05-28,turbidity_ntu,15.28,CRITICAL,4.0,1.0
WQ-011,2024-05-29,turbidity_ntu,15.28,CRITICAL,4.0,1.0
WQ-011,2024-05-31,turbidity_ntu,15.38,CRITICAL,4.0,1.0
WQ-011,2024-06-01,turbidity_ntu,11.9,CRITICAL,4.0,1.0
WQ-011,2024-06-02,turbidity_ntu,7.91,CRITICAL,4.0,1.0
WQ-011,2024-06-04,turbidity_ntu,10.1,CRITICAL,4.0,1.0
WQ-011,2024-06-07,turbidity_ntu,12.5,CRITICAL,4.0,1.0
WQ-011,2024-06-09,turbidity_ntu,10.2,CRITICAL,4.0,1.0
WQ-011,2024-06-11,turbidity_ntu,12.93,CRITICAL,4.0,1.0
WQ-011,2024-06-14,turbidity_ntu,16.72,CRITICAL,4.0,1.0
WQ-011,2024-06-15,turbidity_ntu,17.24,CRITICAL,4.0,1.0
WQ-011,2024-06-17,turbidity_ntu,11.23,CRITICAL,4.0,1.0
WQ-011,2024-06-19,turbidity_ntu,4.56,CRITICAL,4.0,1.0
WQ-011,2024-06-20,turbidity_ntu,15.85,CRITICAL,4.0,1.0
WQ-011,2024-06-22,turbidity_ntu,14.73,CRITICAL,4.0,1.0
WQ-011,2024-06-24,turbidity_ntu,9.37,CRITICAL,4.0,1.0
WQ-011,2024-06-25,turbidity_ntu,6.51,CRITICAL,4.0,1.0
WQ-011,2024-06-26,turbidity_ntu,10.64,CRITICAL,4.0,1.0
WQ-011,2024-06-28,turbidity_ntu,9.68,CRITICAL,4.0,1.0
WQ-012,2024-05-26,turbidity_ntu,4.45,VIOLATION,4.0,0.6125
WQ-013,2024-01-09,coliform_count,6.0,VIOLATION,5.0,0.6
WQ-013,2024-01-19,turbidity_ntu,2.61,VIOLATION,2.0,0.6525
WQ-013,2024-01-20,turbidity_ntu,2.54,VIOLATION,2.0,0.635
WQ-013,2024-02-01,turbidity_ntu,4.16,CRITICAL,4.0,1.0
WQ-013,2024-02-10,turbidity_ntu,2.2,VIOLATION,2.0,0.55
WQ-013,2024-02-20,turbidity_ntu,3.46,VIOLATION,2.0,0.865
WQ-013,2024-02-22,turbidity_ntu,5.14,CRITICAL,4.0,1.0
WQ-013,2024-02-27,coliform_count,9.0,VIOLATION,5.0,0.9
WQ-013,2024-03-09,turbidity_ntu,2.29,VIOLATION,2.0,0.5725
WQ-013,2024-04-30,turbidity_ntu,2.22,VIOLATION,2.0,0.555
WQ-013,2024-05-08,lead_ppb,10.12,VIOLATION,10.0,0.512
WQ-013,2024-06-05,turbidity_ntu,2.2,VIOLATION,2.0,0.55
WQ-013,2024-06-21,turbidity_ntu,2.59,VIOLATION,2.0,0.6475
WQ-013,2024-06-30,turbidity_ntu,2.69,VIOLATION,2.0,0.6725
WQ-014,2024-06-23,turbidity_ntu,4.68,VIOLATION,4.0,0.67
WQ-015,2024-03-02,lead_ppb,15.44,VIOLATION,15.0,0.522
WQ-015,2024-03-03,lead_ppb,15.67,VIOLATION,15.0,0.5335
WQ-015,2024-03-05,lead_ppb,16.13,VIOLATION,15.0,0.5565
WQ-015,2024-03-07,lead_ppb,19.97,VIOLATION,15.0,0.7485
WQ-015,2024-03-08,lead_ppb,16.09,VIOLATION,15.0,0.5545
WQ-015,2024-03-13,coliform_count,22.0,VIOLATION,20.0,0.533333
WQ-015,2024-03-19,lead_ppb,15.96,VIOLATION,15.0,0.548
WQ-015,2024-03-29,lead_ppb,16.6,VIOLATION,15.0,0.58
WQ-015,2024-03-31,lead_ppb,16.12,VIOLATION,15.0,0.556
WQ-015,2024-04-05,lead_ppb,15.44,VIOLATION,15.0,0.522
WQ-015,2024-04-07,coliform_count,24.0,VIOLATION,20.0,0.566667
WQ-015,2024-04-11,lead_ppb,15.21,VIOLATION,15.0,0.5105
WQ-015,2024-04-11,coliform_count,21.0,VIOLATION,20.0,0.516667
WQ-015,2024-04-15,lead_ppb,18.36,VIOLATION,15.0,0.668
WQ-015,2024-04-17,lead_ppb,16.23,VIOLATION,15.0,0.5615
WQ-015,2024-04-18,lead_ppb,15.86,VIOLATION,15.0,0.543
WQ-015,2024-04-22,lead_ppb,15.82,VIOLATION,15.0,0.541
WQ-015,2024-04-28,lead_ppb,16.46,VIOLATION,15.0,0.573
WQ-015,2024-04-29,lead_ppb,15.64,VIOLATION,15.0,0.532
WQ-015,2024-04-30,lead_ppb,16.56,VIOLATION,15.0,0.578
WQ-015,2024-05-04,lead_ppb,17.92,VIOLATION,15.0,0.646
WQ-015,2024-05-06,lead_ppb,16.02,VIOLATION,15.0,0.551
WQ-015,2024-05-09,lead_ppb,15.65,VIOLATION,15.0,0.5325
WQ-015,2024-05-12,lead_ppb,16.17,VIOLATION,15.0,0.5585
WQ-015,2024-05-14,coliform_count,21.0,VIOLATION,20.0,0.516667
WQ-015,2024-05-21,lead_ppb,19.75,VIOLATION,15.0,0.7375
WQ-015,2024-05-23,lead_ppb,17.64,VIOLATION,15.0,0.632
WQ-015,2024-05-26,lead_ppb,17.27,VIOLATION,15.0,0.6135
WQ-015,2024-05-29,lead_ppb,15.13,VIOLATION,15.0,0.5065
WQ-015,2024-05-30,coliform_count,22.0,VIOLATION,20.0,0.533333
WQ-015,2024-06-04,lead_ppb,15.36,VIOLATION,15.0,0.518
WQ-015,2024-06-06,lead_ppb,16.37,VIOLATION,15.0,0.5685
WQ-015,2024-06-07,lead_ppb,18.65,VIOLATION,15.0,0.6825
WQ-015,2024-06-13,lead_ppb,16.14,VIOLATION,15.0,0.557
WQ-015,2024-06-15,lead_ppb,16.48,VIOLATION,15.0,0.574
WQ-015,2024-06-16,lead_ppb,15.84,VIOLATION,15.0,0.542
WQ-015,2024-06-18,lead_ppb,15.08,VIOLATION,15.0,0.504
WQ-015,2024-06-20,lead_ppb,16.66,VIOLATION,15.0,0.583
WQ-015,2024-06-23,lead_ppb,16.19,VIOLATION,15.0,0.5595
WQ-015,2024-06-25,lead_ppb,15.46,VIOLATION,15.0,0.523
WQ-015,2024-06-27,coliform_count,24.0,VIOLATION,20.0,0.566667
WQ-015,2024-06-29,lead_ppb,17.83,VIOLATION,15.0,0.6415
WQ-017,2024-01-09,turbidity_ntu,2.53,VIOLATION,2.0,0.6325
WQ-017,2024-01-17,turbidity_ntu,2.31,VIOLATION,2.0,0.5775
WQ-017,2024-02-24,turbidity_ntu,2.06,VIOLATION,2.0,0.515
WQ-017,2024-03-23,turbidity_ntu,2.19,VIOLATION,2.0,0.5475
WQ-017,2024-03-26,ph,8.09,VIOLATION,8.0,0.59
WQ-017,2024-03-27,turbidity_ntu,3.44,VIOLATION,2.0,0.86
WQ-017,2024-04-05,coliform_count,6.0,VIOLATION,5.0,0.6
WQ-017,2024-04-10,turbidity_ntu,2.28,VIOLATION,2.0,0.57
WQ-017,2024-04-14,turbidity_ntu,2.6,VIOLATION,2.0,0.65
WQ-017,2024-04-15,coliform_count,8.0,VIOLATION,5.0,0.8
WQ-017,2024-05-06,turbidity_ntu,4.44,CRITICAL,4.0,1.0
WQ-017,2024-06-02,turbidity_ntu,3.2,VIOLATION,2.0,0.8
WQ-017,2024-06-06,turbidity_ntu,2.22,VIOLATION,2.0,0.555
WQ-017,2024-06-09,turbidity_ntu,2.65,VIOLATION,2.0,0.6625
WQ-017,2024-06-16,coliform_count,7.0,VIOLATION,5.0,0.7
WQ-017,2024-06-22,turbidity_ntu,3.18,VIOLATION,2.0,0.795
WQ-018,2024-03-23,coliform_count,11.0,VIOLATION,10.0,0.55
WQ-019,2024-01-03,turbidity_ntu,2.41,VIOLATION,2.0,0.6025
WQ-019,2024-01-18,turbidity_ntu,2.31,VIOLATION,2.0,0.5775
WQ-019,2024-01-21,turbidity_ntu,3.88,VIOLATION,2.0,0.97
WQ-019,2024-02-01,ph,8.03,VIOLATION,8.0,0.53
WQ-019,2024-02-01,turbidity_ntu,5.66,CRITICAL,4.0,1.0
WQ-019,2024-02-01,chlorine_mg_l,3.16,VIOLATION,3.0,0.58
WQ-019,2024-02-02,ph,9.58,CRITICAL,8.5,1.0
WQ-019,2024-02-02,turbidity_ntu,4.18,CRITICAL,4.0,1.0
WQ-019,2024-02-02,chlorine_mg_l,3.57,VIOLATION,3.0,0.785
WQ-019,2024-02-03,ph,8.68,CRITICAL,8.5,1.0
WQ-019,2024-02-03,turbidity_ntu,7.59,CRITICAL,4.0,1.0
WQ-019,2024-02-03,chlorine_mg_l,4.2,CRITICAL,4.0,1.0
WQ-019,2024-02-04,ph,8.93,CRITICAL,8.5,1.0
WQ-019,2024-02-04,turbidity_ntu,5.52,CRITICAL,4.0,1.0
WQ-019,2024-02-04,chlorine_mg_l,3.92,VIOLATION,3.0,0.96
WQ-019,2024-02-05,ph,8.69,CRITICAL,8.5,1.0
WQ-019,2024-02-05,turbidity_ntu,6.42,CRITICAL,4.0,1.0
WQ-019,2024-02-05,chlorine_mg_l,3.37,VIOLATION,3.0,0.685
WQ-019,2024-02-06,ph,8.81,CRITICAL,8.5,1.0
WQ-019,2024-02-06,turbidity_ntu,7.26,CRITICAL,4.0,1.0
WQ-019,2024-02-06,chlorine_mg_l,3.25,VIOLATION,3.0,0.625
WQ-019,2024-02-07,ph,8.66,CRITICAL,8.5,1.0
WQ-019,2024-02-07,turbidity_ntu,6.96,CRITICAL,4.0,1.0
WQ-019,2024-02-08,ph,8.83,CRITICAL,8.5,1.0
WQ-019,2024-02-08,turbidity_ntu,6.93,CRITICAL,4.0,1.0
WQ-019,2024-02-08,chlorine_mg_l,4.21,CRITICAL,4.0,1.0
WQ-019,2024-02-09,ph,9.2,CRITICAL,8.5,1.0
WQ-019,2024-02-09,turbidity_ntu,4.36,CRITICAL,4.0,1.0
WQ-019,2024-02-09,chlorine_mg_l,3.95,VIOLATION,3.0,0.975
WQ-019,2024-02-10,ph,8.66,CRITICAL,8.5,1.0
WQ-019,2024-02-10,turbidity_ntu,8.16,CRITICAL,4.0,1.0
WQ-019,2024-02-10,chlorine_mg_l,3.85,VIOLATION,3.0,0.925
WQ-019,2024-02-11,ph,8.17,VIOLATION,8.0,0.67
WQ-019,2024-02-11,turbidity_ntu,5.33,CRITICAL,4.0,1.0
WQ-019,2024-02-11,chlorine_mg_l,3.92,VIOLATION,3.0,0.96
WQ-019,2024-02-12,ph,8.95,CRITICAL,8.5,1.0
WQ-019,2024-02-12,turbidity_ntu,2.76,VIOLATION,2.0,0.69
WQ-019,2024-02-12,chlorine_mg_l,4.0,VIOLATION,3.0,1.0
WQ-019,2024-02-13,ph,8.51,CRITICAL,8.5,1.0
WQ-019,2024-02-13,turbidity_ntu,4.61,CRITICAL,4.0,1.0
WQ-019,2024-02-13,chlorine_mg_l,3.64,VIOLATION,3.0,0.82
WQ-019,2024-02-15,ph,8.16,VIOLATION,8.0,0.66
WQ-019,2024-02-15,turbidity_ntu,7.12,CRITICAL,4.0,1.0
WQ-019,2024-02-15,chlorine_mg_l,3.74,VIOLATION,3.0,0.87
WQ-019,2024-02-16,ph,8.35,VIOLATION,8.0,0.85
WQ-019,2024-02-16,turbidity_ntu,4.09,CRITICAL,4.0,1.0
WQ-019,2024-02-16,chlorine_mg_l,3.75,VIOLATION,3.0,0.875
WQ-019,2024-02-17,ph,8.85,CRITICAL,8.5,1.0
WQ-019,2024-02-17,turbidity_ntu,3.96,VIOLATION,2.0,0.99
WQ-019,2024-02-17,chlorine_mg_l,4.16,CRITICAL,4.0,1.0
WQ-019,2024-02-18,ph,8.76,CRITICAL,8.5,1.0
WQ-019,2024-02-18,turbidity_ntu,4.99,CRITICAL,4.0,1.0
WQ-019,2024-02-18,chlorine_mg_l,4.01,CRITICAL,4.0,1.0
WQ-019,2024-02-19,ph,8.58,CRITICAL,8.5,1.0
WQ-019,2024-02-19,turbidity_ntu,5.82,CRITICAL,4.0,1.0
WQ-019,2024-02-20,ph,8.43,VIOLATION,8.0,0.93
WQ-019,2024-02-20,turbidity_ntu,4.83,CRITICAL,4.0,1.0
WQ-019,2024-02-20,chlorine_mg_l,3.29,VIOLATION,3.0,0.645
WQ-019,2024-02-21,ph,9.17,CRITICAL,8.5,1.0
WQ-019,2024-02-21,turbidity_ntu,5.07,CRITICAL,4.0,1.0
WQ-019,2024-02-21,chlorine_mg_l,3.44,VIOLATION,3.0,0.72
WQ-019,2024-02-22,ph,9.42,CRITICAL,8.5,1.0
WQ-019,2024-02-22,turbidity_ntu,7.09,CRITICAL,4.0,1.0
WQ-019,2024-02-22,chlorine_mg_l,3.49,VIOLATION,3.0,0.745
WQ-019,2024-02-25,ph,8.72,CRITICAL,8.5,1.0
WQ-019,2024-02-25,turbidity_ntu,3.49,VIOLATION,2.0,0.8725
WQ-019,2024-02-25,chlorine_mg_l,4.5,CRITICAL,4.0,1.0
WQ-019,2024-02-26,ph,8.39,VIOLATION,8.0,0.89
WQ-019,2024-02-26,turbidity_ntu,8.15,CRITICAL,4.0,1.0
WQ-019,2024-02-26,chlorine_mg_l,3.56,VIOLATION,3.0,0.78
WQ-019,2024-02-26,coliform_count,6.0,VIOLATION,5.0,0.6
WQ-019,2024-02-28,ph,9.01,CRITICAL,8.5,1.0
WQ-019,2024-02-28,turbidity_ntu,5.11,CRITICAL,4.0,1.0
WQ-019,2024-02-28,chlorine_mg_l,3.59,VIOLATION,3.0,0.795
WQ-019,2024-02-29,ph,9.44,CRITICAL,8.5,1.0
WQ-019,2024-02-29,turbidity_ntu,4.71,CRITICAL,4.0,1.0
WQ-019,2024-02-29,chlorine_mg_l,4.03,CRITICAL,4.0,1.0
WQ-019,2024-03-01,ph,9.14,CRITICAL,8.5,1.0
WQ-019,2024-03-01,turbidity_ntu,2.26,VIOLATION,2.0,0.565
WQ-019,2024-03-01,chlorine_mg_l,3.69,VIOLATION,3.0,0.845
WQ-019,2024-03-02,ph,8.96,CRITICAL,8.5,1.0
WQ-019,2024-03-02,turbidity_ntu,6.65,CRITICAL,4.0,1.0
WQ-019,2024-03-02,chlorine_mg_l,4.21,CRITICAL,4.0,1.0
WQ-019,2024-03-03,ph,9.25,CRITICAL,8.5,1.0
WQ-019,2024-03-03,turbidity_ntu,5.6,CRITICAL,4.0,1.0
WQ-019,2024-03-03,chlorine_mg_l,4.22,CRITICAL,4.0,1.0
WQ-019,2024-03-04,ph,8.64,CRITICAL,8.5,1.0
WQ-019,2024-03-04,chlorine_mg_l,4.34,CRITICAL,4.0,1.0
