reading_id,station_id,sample_date,ph,turbidity_ntu,chlorine_mg_l,lead_ppb,coliform_count,flow_rate_lpm
R-01143,WQ-008,2024-06-12,6.94,1.34,2.15,6.33,2.0,309.6
R-01144,WQ-008,2024-06-13,7.09,1.08,1.1,4.96,1.0,161.2
R-01145,WQ-008,2024-06-15,7.28,0.92,1.17,0.81,0.0,238.0
R-01146,WQ-008,2024-06-16,7.27,1.41,1.67,2.74,1.0,244.2
R-01147,WQ-008,2024-06-17,7.15,0.6,1.68,1.32,1.0,175.1
R-01148,WQ-008,2024-06-18,7.23,0.96,1.74,3.23,2.0,285.5
R-01149,WQ-008,2024-06-19,7.56,0.49,1.24,3.56,1.0,255.6
R-01150,WQ-008,2024-06-22,7.04,0.22,0.85,0.01,0.0,111.4
R-01151,WQ-008,2024-06-23,6.99,0.19,1.74,0.87,1.0,157.0
R-01152,WQ-008,2024-06-24,7.02,0.38,2.15,0.21,1.0,51.6
R-01153,WQ-008,2024-06-25,7.6,0.38,0.87,0.06,1.0,261.6
R-01154,WQ-008,2024-06-26,7.25,0.76,1.17,2.61,2.0,235.0
R-01155,WQ-008,2024-06-27,7.55,0.2,2.49,0.02,2.0,206.8
R-01156,WQ-008,2024-06-28,7.45,0.39,1.82,2.79,1.0,222.1
R-01157,WQ-008,2024-06-29,6.66,0.42,2.17,0.26,0.0,205.4
R-01158,WQ-008,2024-06-30,7.43,0.63,1.12,1.18,2.0,223.6
R-01159,WQ-009,2024-01-01,7.11,0.63,1.68,0.0,0.0,174.2
R-01160,WQ-009,2024-01-02,7.45,0.41,1.59,0.97,0.0,182.3
R-01161,WQ-009,2024-01-03,7.23,0.75,1.86,3.14,0.0,254.5
R-01162,WQ-009,2024-01-04,7.47,0.13,2.01,0.62,1.0,153.6
R-01163,WQ-009,2024-01-05,,2.72,1.03,0.46,1.0,231.5
R-01164,WQ-009,2024-01-07,7.48,0.2,1.83,1.39,1.0,229.5
R-01165,WQ-009,2024-01-08,7.59,0.42,1.48,2.04,0.0,208.0
R-01166,WQ-009,2024-01-09,7.17,0.09,0.75,1.28,0.0,149.8
R-01167,WQ-009,2024-01-10,,2.04,1.28,7.44,1.0,156.0
R-01168,WQ-009,2024-01-12,6.44,0.75,1.3,1.16,4.0,295.0
R-01169,WQ-009,2024-01-13,7.3,0.44,1.13,0.77,1.0,204.7
R-01170,WQ-009,2024-01-14,7.18,0.75,1.2,,0.0,165.6
R-01171,WQ-009,2024-01-15,7.53,0.13,1.86,2.41,0.0,210.5
R-01172,WQ-009,2024-01-17,7.23,0.52,0.81,1.86,1.0,218.9
R-01173,WQ-009,2024-01-19,7.14,0.41,1.53,2.22,4.0,160.5
R-01174,WQ-009,2024-01-20,7.09,0.65,1.66,2.56,4.0,201.2
R-01175,WQ-009,2024-01-21,7.51,1.52,1.44,1.46,2.0,224.0
R-01176,WQ-009,2024-01-23,6.93,0.4,1.42,2.65,4.0,162.5
R-01177,WQ-009,2024-01-24,6.81,1.05,2.16,4.58,2.0,252.4
R-01178,WQ-009,2024-01-25,7.24,0.56,1.4,0.92,0.0,155.4
R-01179,WQ-009,2024-01-26,7.55,0.21,1.68,2.46,0.0,173.2
R-01180,WQ-009,2024-01-27,7.18,0.06,1.41,1.29,1.0,170.6
R-01181,WQ-009,2024-01-28,7.18,2.41,1.72,9.16,1.0,206.6
R-01182,WQ-009,2024-01-29,7.84,0.49,1.27,1.22,0.0,197.7
R-01183,WQ-009,2024-01-31,6.81,1.02,1.09,1.68,3.0,160.8
R-01184,WQ-009,2024-02-01,7.33,3.72,,2.1,0.0,364.3
R-01185,WQ-009,2024-02-02,7.41,0.67,1.27,1.97,0.0,212.7
R-01186,WQ-009,2024-02-03,7.34,1.19,1.81,0.66,1.0,187.3
R-01187,WQ-009,2024-02-04,7.42,,2.03,1.08,5.0,171.5
R-01188,WQ-009,2024-02-06,6.92,0.34,0.97,0.79,0.0,241.7
R-01189,WQ-009,2024-02-07,7.27,0.62,1.33,1.83,0.0,319.0
R-01190,WQ-009,2024-02-08,7.1,0.88,1.47,3.73,1.0,170.3
R-01191,WQ-009,2024-02-09,7.09,1.03,1.13,0.36,2.0,
R-01192,WQ-009,2024-02-10,,0.99,1.35,3.53,1.0,239.9
R-01193,WQ-009,2024-02-11,7.36,0.22,1.26,2.0,0.0,183.3
R-01194,WQ-009,2024-02-12,7.85,0.31,1.1,2.96,5.0,128.0
R-01195,WQ-009,2024-02-13,7.14,0.75,1.47,1.97,3.0,147.3
R-01196,WQ-009,2024-02-14,7.02,0.35,1.29,2.12,0.0,72.8
R-01197,WQ-009,2024-02-15,6.9,2.72,1.42,0.87,1.0,117.1
R-01198,WQ-009,2024-02-17,6.97,0.63,2.16,5.71,0.0,160.6
R-01199,WQ-009,2024-02-18,7.06,2.53,1.72,0.54,0.0,280.1
R-01200,WQ-009,2024-02-19,6.61,0.6,1.64,3.04,2.0,268.0
R-01201,WQ-009,2024-02-20,6.89,0.39,1.44,4.67,0.0,171.7
R-01202,WQ-009,2024-02-21,7.21,2.03,1.41,0.22,0.0,258.4
R-01203,WQ-009,2024-02-22,7.05,1.22,1.92,2.81,1.0,184.4
R-01204,WQ-009,2024-02-25,7.62,0.69,0.9,1.0,1.0,274.6
R-01205,WQ-009,2024-02-27,6.64,0.31,1.49,0.89,1.0,190.4
R-01206,WQ-009,2024-02-28,7.23,0.62,1.42,0.44,1.0,187.5
R-01207,WQ-009,2024-02-29,6.81,,1.68,0.07,1.0,238.6
R-01208,WQ-009,2024-04-02,7.9,0.96,1.56,0.58,2.0,197.5
R-01209,WQ-009,2024-04-03,7.39,1.49,1.86,0.3,0.0,222.2
R-01210,WQ-009,2024-04-04,7.15,0.43,1.88,1.17,0.0,161.8
R-01211,WQ-009,2024-04-06,7.39,1.5,0.87,0.12,2.0,271.2
R-01212,WQ-009,2024-04-07,7.0,0.09,0.97,7.09,1.0,
R-01213,WQ-009,2024-04-08,6.94,0.69,2.09,0.24,1.0,127.7
R-01214,WQ-009,2024-04-09,7.15,1.97,1.15,2.58,3.0,228.6
R-01215,WQ-009,2024-04-10,7.62,0.45,1.55,0.91,2.0,69.1
R-01216,WQ-009,2024-04-11,7.11,0.37,1.45,2.56,1.0,273.2
R-01217,WQ-009,2024-04-12,7.56,0.01,1.92,2.22,2.0,165.2
R-01218,WQ-009,2024-04-13,7.51,2.07,1.06,0.39,,160.5
R-01219,WQ-009,2024-04-14,6.77,0.1,2.08,0.51,0.0,143.9
R-01220,WQ-009,2024-04-16,7.17,0.68,1.39,2.56,1.0,165.2
R-01221,WQ-009,2024-04-17,7.47,0.08,1.13,2.23,3.0,271.5
R-01222,WQ-009,2024-04-18,7.31,1.08,0.99,0.77,0.0,
R-01223,WQ-009,2024-04-19,7.52,0.27,1.22,1.64,0.0,214.1
R-01224,WQ-009,2024-04-20,7.07,1.16,1.18,0.73,1.0,175.4
R-01225,WQ-009,2024-04-21,7.13,0.14,2.22,,2.0,140.2
R-01226,WQ-009,2024-04-22,7.18,1.55,1.15,1.61,0.0,93.9
R-01227,WQ-009,2024-04-23,6.95,0.81,1.32,4.09,1.0,178.6
R-01228,WQ-009,2024-04-25,7.06,0.94,1.25,3.03,0.0,157.1
R-01229,WQ-009,2024-04-26,6.88,0.45,1.68,2.92,0.0,194.5
R-01230,WQ-009,2024-04-27,7.33,1.21,1.74,6.27,0.0,227.0
R-01231,WQ-009,2024-04-28,7.1,0.11,1.18,0.78,0.0,185.9
R-01232,WQ-009,2024-04-29,7.72,0.84,1.88,,0.0,202.1
R-01233,WQ-009,2024-04-30,7.37,2.51,1.41,,1.0,124.6
R-01234,WQ-009,2024-05-02,7.55,0.54,0.88,6.83,4.0,196.1
R-01235,WQ-009,2024-05-03,7.23,0.2,2.11,,1.0,118.5
R-01236,WQ-009,2024-05-04,7.6,0.48,0.85,3.01,1.0,240.4
R-01237,WQ-009,2024-05-05,6.91,0.87,1.28,2.17,1.0,168.1
R-01238,WQ-009,2024-05-07,7.12,0.22,1.16,1.46,3.0,106.0
R-01239,WQ-009,2024-05-08,6.66,3.74,1.63,1.54,1.0,225.3
R-01240,WQ-009,2024-05-09,7.28,1.76,2.38,9.12,0.0,148.1
R-01241,WQ-009,2024-05-10,7.64,0.42,0.75,4.62,4.0,312.2
R-01242,WQ-009,2024-05-11,7.06,2.49,0.7,0.75,3.0,166.7
R-01243,WQ-009,2024-05-12,7.02,0.57,1.91,3.03,5.0,153.9
R-01244,WQ-009,2024-05-14,6.22,0.36,2.34,10.29,0.0,285.1
R-01245,WQ-009,2024-05-16,7.45,1.13,1.54,0.32,1.0,308.9
R-01246,WQ-009,2024-05-17,6.86,0.96,1.03,0.24,3.0,165.4
R-01247,WQ-009,2024-05-18,7.37,1.26,1.61,0.12,0.0,207.8
R-01248,WQ-009,2024-05-19,7.52,0.15,1.67,5.34,1.0,124.1
R-01249,WQ-009,2024-05-20,7.7,0.78,1.25,6.42,2.0,59.1
R-01250,WQ-009,2024-05-21,6.9,0.64,1.92,1.97,1.0,218.7
R-01251,WQ-009,2024-05-22,7.31,0.57,1.67,0.82,0.0,159.8
R-01252,WQ-009,2024-05-23,7.16,0.6,1.74,0.26,1.0,258.1
R-01253,WQ-009,2024-05-24,7.16,1.02,1.19,0.24,0.0,211.2
R-01254,WQ-009,2024-05-25,6.32,0.41,2.01,3.96,1.0,243.8
R-01255,WQ-009,2024-05-26,6.94,1.36,1.48,3.48,2.0,
R-01256,WQ-009,2024-05-27,7.16,0.56,1.43,3.76,3.0,233.4
R-01257,WQ-009,2024-05-28,7.25,0.32,1.71,0.1,1.0,166.9
R-01258,WQ-009,2024-05-29,7.08,0.32,0.89,4.31,2.0,125.5
R-01259,WQ-009,2024-05-30,7.55,1.1,1.75,3.26,3.0,166.8
R-01260,WQ-009,2024-05-31,7.79,1.2,0.94,2.67,5.0,210.0
R-01261,WQ-009,2024-06-01,6.91,0.44,1.79,8.51,0.0,171.5
R-01262,WQ-009,2024-06-02,7.14,0.11,1.35,0.51,0.0,246.1
R-01263,WQ-009,2024-06-04,7.16,0.26,1.54,4.73,0.0,251.5
R-01264,WQ-009,2024-06-05,7.47,1.2,1.64,1.99,6.0,91.5
R-01265,WQ-009,2024-06-06,6.93,0.05,1.68,,0.0,167.7
R-01266,WQ-009,2024-06-07,7.05,0.0,1.4,1.05,1.0,247.7
R-01267,WQ-009,2024-06-08,7.06,0.55,0.76,2.2,2.0,219.6
R-01268,WQ-009,2024-06-09,7.19,1.37,1.39,3.03,1.0,188.6
R-01269,WQ-009,2024-06-11,6.71,4.19,1.2,2.3,,196.3
R-01270,WQ-009,2024-06-12,7.2,0.99,1.83,0.49,2.0,225.2
R-01271,WQ-009,2024-06-13,7.28,3.38,1.54,1.74,1.0,190.0
R-01272,WQ-009,2024-06-14,7.07,1.52,1.98,2.02,0.0,144.8
R-01273,WQ-009,2024-06-15,7.36,0.23,1.96,,3.0,251.8
R-01274,WQ-009,2024-06-16,7.65,,1.03,3.94,0.0,155.8
R-01275,WQ-009,2024-06-17,7.15,0.24,1.99,0.98,0.0,176.9
R-01276,WQ-009,2024-06-18,7.33,1.02,1.27,0.95,0.0,150.5
R-01277,WQ-009,2024-06-19,7.14,0.77,1.54,5.23,1.0,
R-01278,WQ-009,2024-06-20,6.9,0.57,1.29,,0.0,179.8
R-01279,WQ-009,2024-06-21,6.81,4.25,1.3,0.25,4.0,210.1
R-01280,WQ-009,2024-06-22,7.09,0.1,0.99,0.36,1.0,179.0
R-01281,WQ-009,2024-06-23,6.58,1.16,1.73,5.15,,175.6
R-01282,WQ-009,2024-06-24,7.32,0.25,0.93,2.17,1.0,215.3
R-01283,WQ-009,2024-06-25,6.97,0.02,1.51,1.39,1.0,206.9
R-01284,WQ-009,2024-06-26,7.13,0.03,1.59,0.57,6.0,217.2
R-01285,WQ-009,2024-06-27,7.55,0.79,1.87,0.65,0.0,124.1
R-01286,WQ-009,2024-06-28,7.02,1.77,1.15,0.38,4.0,290.9
R-01287,WQ-009,2024-06-29,7.26,0.21,1.24,1.61,0.0,304.9
R-01288,WQ-009,2024-06-30,7.13,0.49,1.63,0.41,1.0,166.6
R-01289,WQ-010,2024-01-02,7.21,1.34,0.98,2.26,2.0,215.5
R-01290,WQ-010,2024-01-03,6.82,0.02,1.56,0.82,3.0,195.7
R-01291,WQ-010,2024-01-04,7.03,0.82,1.52,0.28,3.0,116.9
R-01292,WQ-010,2024-01-06,7.2,0.55,0.99,0.38,2.0,143.8
R-01293,WQ-010,2024-01-09,7.05,0.01,2.38,10.46,8.0,231.6
R-01294,WQ-010,2024-01-10,6.85,0.35,1.45,3.9,0.0,185.9
R-01295,WQ-010,2024-01-11,7.12,3.8,1.08,5.09,1.0,90.9
R-01296,WQ-010,2024-01-12,7.39,0.22,2.01,4.14,2.0,224.6
R-01297,WQ-010,2024-01-13,7.34,1.02,1.65,0.75,0.0,283.5
R-01298,WQ-010,2024-01-14,7.2,2.66,1.56,1.01,0.0,201.4
R-01299,WQ-010,2024-01-15,7.11,2.83,2.4,1.72,1.0,208.0
R-01300,WQ-010,2024-01-16,7.73,4.71,1.83,0.06,0.0,191.3
R-01301,WQ-010,2024-01-17,6.98,1.53,1.87,0.83,,253.4
R-01302,WQ-010,2024-01-18,7.49,,1.91,3.0,1.0,249.9
R-01303,WQ-010,2024-01-19,6.93,0.57,0.97,4.51,2.0,90.6
R-01304,WQ-010,2024-01-20,7.62,0.55,1.18,1.69,2.0,163.5
R-01305,WQ-010,2024-01-21,7.47,0.37,0.53,0.67,4.0,254.4
R-01306,WQ-010,2024-01-22,7.13,0.47,1.49,,2.0,168.9
R-01307,WQ-010,2024-01-23,6.63,0.7,1.31,0.54,1.0,171.9
R-01308,WQ-010,2024-01-24,7.56,0.22,0.69,0.16,0.0,182.0
R-01309,WQ-010,2024-01-26,7.13,0.41,1.16,7.42,0.0,190.0
R-01310,WQ-010,2024-01-28,7.3,4.55,1.15,0.53,0.0,119.3
R-01311,WQ-010,2024-01-31,7.22,,1.41,2.0,1.0,139.2
R-01312,WQ-010,2024-02-01,7.71,0.92,1.84,3.73,0.0,233.4
R-01313,WQ-010,2024-02-02,6.86,0.28,1.54,3.13,0.0,239.1
R-01314,WQ-010,2024-02-03,6.92,0.17,1.57,,0.0,133.2
R-01315,WQ-010,2024-02-05,7.75,0.95,1.54,0.82,1.0,191.8
R-01316,WQ-010,2024-02-06,7.25,0.53,1.19,7.63,3.0,275.4
R-01317,WQ-010,2024-02-07,7.13,1.11,1.15,2.66,3.0,201.6
R-01318,WQ-010,2024-02-08,7.11,4.93,0.7,1.13,2.0,150.7
R-01319,WQ-010,2024-02-09,7.39,0.94,1.27,0.16,0.0,206.4
R-01320,WQ-010,2024-02-10,7.24,0.27,2.11,3.32,0.0,156.3
R-01321,WQ-010,2024-02-11,7.03,0.42,0.99,0.28,1.0,218.6
R-01322,WQ-010,2024-02-13,7.29,0.13,1.97,0.71,1.0,146.5
R-01323,WQ-010,2024-02-15,7.44,0.0,2.06,1.98,1.0,117.7
R-01324,WQ-010,2024-02-16,7.1,0.95,0.95,1.54,0.0,234.7
R-01325,WQ-010,2024-02-17,6.77,0.05,2.14,0.46,2.0,166.8
R-01326,WQ-010,2024-02-18,7.18,0.4,,1.25,0.0,
R-01327,WQ-010,2024-02-21,7.38,0.62,1.48,1.15,0.0,110.0
R-01328,WQ-010,2024-02-22,6.34,0.4,1.45,1.39,1.0,255.4
R-01329,WQ-010,2024-02-23,7.5,1.83,1.64,0.34,0.0,205.2
R-01330,WQ-010,2024-02-24,7.11,0.32,1.73,,1.0,211.7
R-01331,WQ-010,2024-02-25,7.09,0.39,,1.95,0.0,210.7
R-01332,WQ-010,2024-02-26,7.27,0.1,1.85,1.43,1.0,207.5
R-01333,WQ-010,2024-02-27,,0.53,0.91,2.95,1.0,228.2
R-01334,WQ-010,2024-02-28,6.62,1.2,1.67,5.33,1.0,199.6
R-01335,WQ-010,2024-02-29,7.62,2.15,1.88,0.63,1.0,226.1
R-01336,WQ-010,2024-03-03,7.35,0.97,1.65,0.09,0.0,
R-01337,WQ-010,2024-03-06,6.73,1.06,1.17,1.58,2.0,267.8
R-01338,WQ-010,2024-03-07,7.09,0.54,1.12,0.13,4.0,239.0
R-01339,WQ-010,2024-03-09,7.47,0.01,1.25,0.25,2.0,214.7
R-01340,WQ-010,2024-03-10,6.65,0.98,1.22,4.08,2.0,152.6
R-01341,WQ-010,2024-03-13,7.22,0.35,2.14,0.13,1.0,227.1
R-01342,WQ-010,2024-03-14,7.44,0.23,1.76,2.52,3.0,147.5
R-01343,WQ-010,2024-03-15,7.07,0.14,0.36,1.48,5.0,130.2
R-01344,WQ-010,2024-03-16,8.25,0.17,1.64,2.34,3.0,155.4
R-01345,WQ-010,2024-03-17,7.48,1.62,1.45,4.41,1.0,157.0
R-01346,WQ-010,2024-03-18,7.23,1.14,1.74,0.19,1.0,195.6
R-01347,WQ-010,2024-03-19,7.14,1.07,1.11,1.07,0.0,237.9
R-01348,WQ-010,2024-03-20,6.97,0.31,1.04,0.79,2.0,84.2
R-01349,WQ-010,2024-03-21,7.39,0.39,0.91,4.5,0.0,222.2
R-01350,WQ-010,2024-03-22,7.22,1.93,0.94,0.09,2.0,110.1
R-01351,WQ-010,2024-03-23,7.72,0.68,1.83,5.05,1.0,237.2
R-01352,WQ-010,2024-03-24,7.5,0.54,1.75,0.36,1.0,179.1
R-01353,WQ-010,2024-03-25,7.61,0.06,1.23,2.45,2.0,424.0
R-01354,WQ-010,2024-03-27,6.87,0.79,1.1,0.28,3.0,223.9
R-01355,WQ-010,2024-03-28,7.51,0.32,1.18,0.88,2.0,196.4
R-01356,WQ-010,2024-03-29,7.49,0.3,1.01,0.1,3.0,179.8
R-01357,WQ-010,2024-03-30,7.15,0.54,1.93,1.84,4.0,266.3
R-01358,WQ-010,2024-03-31,6.97,0.49,1.26,1.9,0.0,243.7
R-01359,WQ-010,2024-04-02,6.74,1.5,1.11,4.09,0.0,184.8
R-01360,WQ-010,2024-04-03,6.99,0.2,1.26,2.47,0.0,206.6
R-01361,WQ-010,2024-04-04,7.03,2.45,1.44,1.34,0.0,169.6
R-01362,WQ-010,2024-04-05,7.5,0.37,1.31,2.81,1.0,227.4
R-01363,WQ-010,2024-04-06,7.08,,1.16,3.51,2.0,259.0
R-01364,WQ-010,2024-04-07,7.35,0.22,2.04,1.49,0.0,177.6
R-01365,WQ-010,2024-04-08,7.57,2.37,1.62,3.66,3.0,337.4
R-01366,WQ-010,2024-04-09,6.92,1.38,0.82,,9.0,165.3
R-01367,WQ-010,2024-04-10,7.46,0.21,1.69,4.48,0.0,182.0
R-01368,WQ-010,2024-04-11,7.35,0.62,1.18,3.86,0.0,175.8
R-01369,WQ-010,2024-04-12,7.44,,1.04,0.65,4.0,159.1
R-01370,WQ-010,2024-04-13,6.48,1.83,1.51,0.56,1.0,216.8
R-01371,WQ-010,2024-04-15,7.05,1.14,1.52,6.98,6.0,174.9
R-01372,WQ-010,2024-04-16,7.21,0.27,1.77,0.86,0.0,234.2
R-01373,WQ-010,2024-04-17,7.25,0.31,1.44,0.94,0.0,200.2
R-01374,WQ-010,2024-04-19,7.28,0.29,2.01,,1.0,
R-01375,WQ-010,2024-04-20,7.38,1.58,1.47,0.25,1.0,174.4
R-01376,WQ-010,2024-04-21,7.44,0.69,1.44,2.45,1.0,236.7
R-01377,WQ-010,2024-04-23,6.93,0.42,1.66,1.59,,263.2
R-01378,WQ-010,2024-04-24,7.56,0.75,1.46,1.88,1.0,183.1
R-01379,WQ-010,2024-04-25,7.3,0.08,1.51,5.1,3.0,141.0
R-01380,WQ-010,2024-04-26,6.88,0.59,0.67,0.27,1.0,182.9
R-01381,WQ-010,2024-04-27,7.04,0.46,1.65,1.86,0.0,264.7
R-01382,WQ-010,2024-04-28,7.56,1.23,1.19,0.52,5.0,278.2
R-01383,WQ-010,2024-04-29,7.4,0.05,0.42,2.49,2.0,174.3
R-01384,WQ-010,2024-04-30,6.76,0.3,2.19,4.84,5.0,106.8
R-01385,WQ-010,2024-05-03,7.19,0.23,0.82,,1.0,286.8
R-01386,WQ-010,2024-05-04,7.62,1.24,1.68,0.07,4.0,205.9
R-01387,WQ-010,2024-05-05,7.44,0.09,1.52,3.16,1.0,169.9
R-01388,WQ-010,2024-05-06,7.21,2.28,1.43,1.88,2.0,198.5
R-01389,WQ-010,2024-05-08,7.82,0.38,1.52,1.53,3.0,257.1
R-01390,WQ-010,2024-05-12,7.67,0.01,1.17,0.32,3.0,134.5
R-01391,WQ-010,2024-05-14,7.62,0.51,1.91,1.85,2.0,199.8
R-01392,WQ-010,2024-05-16,7.3,0.12,1.94,0.99,5.0,244.6
R-01393,WQ-010,2024-05-18,7.09,0.28,2.11,0.94,0.0,263.1
R-01394,WQ-010,2024-05-19,6.76,0.3,1.58,6.8,3.0,194.6
R-01395,WQ-010,2024-05-21,7.51,0.37,1.4,0.08,0.0,150.9
R-01396,WQ-010,2024-05-22,7.25,0.32,2.0,5.89,3.0,127.4
R-01397,WQ-010,2024-05-24,6.96,3.19,1.39,1.51,3.0,274.9
R-01398,WQ-010,2024-05-25,7.58,0.5,1.34,3.69,1.0,159.7
R-01399,WQ-010,2024-05-26,7.43,0.61,1.29,0.6,0.0,197.3
R-01400,WQ-010,2024-05-27,7.09,0.51,1.0,4.51,1.0,250.8
R-01401,WQ-010,2024-05-28,6.94,0.07,2.15,0.89,0.0,190.2
R-01402,WQ-010,2024-05-29,7.74,2.21,1.34,4.49,0.0,225.9
R-01403,WQ-010,2024-05-30,7.0,1.22,0.88,2.55,2.0,248.4
R-01404,WQ-010,2024-05-31,7.29,0.16,,4.77,2.0,267.7
R-01405,WQ-010,2024-06-01,7.17,0.29,0.92,5.18,0.0,191.9
R-01406,WQ-010,2024-06-02,7.28,0.97,1.51,0.47,1.0,139.1
R-01407,WQ-010,2024-06-06,6.81,0.61,1.21,1.89,0.0,157.8
R-01408,WQ-010,2024-06-07,7.08,0.45,0.81,,0.0,306.5
R-01409,WQ-010,2024-06-08,7.24,2.25,1.17,1.98,2.0,144.7
R-01410,WQ-010,2024-06-09,7.35,0.15,1.88,5.0,0.0,235.6
R-01411,WQ-010,2024-06-10,7.03,1.58,,0.24,2.0,296.1
R-01412,WQ-010,2024-06-11,6.76,2.28,1.62,,0.0,227.4
R-01413,WQ-010,2024-06-12,7.13,0.8,1.39,0.34,0.0,160.4
R-01414,WQ-010,2024-06-13,6.99,2.96,1.12,8.89,2.0,217.8
R-01415,WQ-010,2024-06-14,7.89,2.33,1.82,0.82,2.0,200.7
R-01416,WQ-010,2024-06-16,6.96,1.84,1.4,0.67,0.0,219.7
R-01417,WQ-010,2024-06-17,7.04,0.03,1.03,3.47,1.0,192.5
R-01418,WQ-010,2024-06-18,7.39,0.06,1.53,0.09,0.0,140.1
R-01419,WQ-010,2024-06-19,7.7,2.3,2.01,1.49,0.0,152.5
R-01420,WQ-010,2024-06-20,7.07,0.01,1.71,0.63,0.0,127.7
R-01421,WQ-010,2024-06-22,7.21,0.39,1.51,0.49,1.0,178.9
R-01422,WQ-010,2024-06-23,6.84,0.26,0.48,0.96,1.0,292.5
R-01423,WQ-010,2024-06-24,7.53,0.22,1.3,1.15,4.0,208.9
R-01424,WQ-010,2024-06-26,7.57,0.17,1.98,0.45,1.0,311.6
R-01425,WQ-010,2024-06-27,7.09,0.59,,4.88,0.0,138.2
R-01426,WQ-010,2024-06-28,6.82,0.21,2.21,1.44,2.0,
R-01427,WQ-010,2024-06-29,7.28,0.83,1.15,7.16,1.0,227.5
R-01428,WQ-010,2024-06-30,6.93,1.19,2.14,7.33,0.0,220.8
R-01429,WQ-011,2024-01-02,7.26,0.05,1.56,0.29,1.0,185.9
R-01430,WQ-011,2024-01-03,7.19,3.61,1.49,2.59,0.0,164.3
R-01431,WQ-011,2024-01-04,7.7,0.57,1.42,0.89,1.0,221.5
R-01432,WQ-011,2024-01-05,7.22,1.59,1.38,1.76,0.0,213.4
R-01433,WQ-011,2024-01-07,7.04,0.09,1.92,3.81,2.0,158.5
R-01434,WQ-011,2024-01-08,7.27,1.28,,2.58,0.0,158.2
R-01435,WQ-011,2024-01-10,6.72,0.16,1.68,0.01,0.0,173.8
R-01436,WQ-011,2024-01-12,7.39,1.68,1.43,1.0,2.0,212.6
R-01437,WQ-011,2024-01-13,7.05,0.02,2.38,0.47,0.0,256.7
R-01438,WQ-011,2024-01-14,6.95,0.24,1.42,6.28,1.0,148.5
R-01439,WQ-011,2024-01-15,7.03,1.35,1.7,0.21,2.0,226.8
R-01440,WQ-011,2024-01-17,7.62,0.21,1.75,0.37,2.0,155.7
R-01441,WQ-011,2024-01-19,7.09,1.89,0.94,,2.0,175.0
R-01442,WQ-011,2024-01-20,7.45,0.71,2.33,0.72,2.0,210.3
R-01443,WQ-011,2024-01-21,7.56,0.42,0.73,0.84,1.0,232.8
R-01444,WQ-011,2024-01-22,7.23,0.82,1.18,0.48,2.0,231.4
R-01445,WQ-011,2024-01-24,7.27,0.59,1.78,0.09,,159.0
R-01446,WQ-011,2024-01-25,7.72,0.08,1.59,1.5,1.0,
R-01447,WQ-011,2024-01-26,7.23,0.02,2.08,0.45,1.0,210.6
R-01448,WQ-011,2024-01-27,6.53,0.32,1.39,0.62,1.0,169.6
R-01449,WQ-011,2024-01-28,7.49,1.88,1.86,2.61,0.0,185.5
R-01450,WQ-011,2024-01-29,7.47,1.16,2.01,1.71,0.0,268.8
R-01451,WQ-011,2024-01-30,6.96,0.31,1.35,0.44,0.0,114.7
R-01452,WQ-011,2024-01-31,7.53,1.04,1.77,6.07,2.0,145.7
R-01453,WQ-011,2024-02-01,7.46,1.43,1.72,2.35,2.0,183.3
R-01454,WQ-011,2024-02-02,7.08,0.11,1.37,,0.0,209.3
R-01455,WQ-011,2024-02-03,6.92,0.15,1.55,0.08,1.0,254.6
R-01456,WQ-011,2024-02-05,7.25,0.9,2.03,1.64,1.0,120.4
R-01457,WQ-011,2024-02-06,7.34,0.15,1.11,0.3,1.0,
R-01458,WQ-011,2024-02-07,7.01,0.45,2.44,,0.0,209.3
R-01459,WQ-011,2024-02-08,7.39,0.16,1.26,1.88,1.0,206.9
R-01460,WQ-011,2024-02-11,7.19,1.35,2.0,0.75,1.0,225.7
R-01461,WQ-011,2024-02-12,7.27,0.52,1.59,2.01,0.0,257.6
R-01462,WQ-011,2024-02-13,7.11,0.06,1.29,0.02,0.0,183.9
R-01463,WQ-011,2024-02-15,7.34,2.36,1.33,2.22,,211.1
R-01464,WQ-011,2024-02-16,7.07,0.14,1.11,2.91,0.0,146.5
R-01465,WQ-011,2024-02-18,7.4,0.5,1.85,2.16,0.0,228.3
R-01466,WQ-011,2024-02-20,6.95,0.18,0.91,7.09,1.0,185.4
R-01467,WQ-011,2024-02-21,7.43,1.85,1.36,4.0,2.0,104.7
R-01468,WQ-011,2024-02-22,7.54,0.63,0.4,0.81,0.0,173.9
R-01469,WQ-011,2024-02-24,7.62,2.79,0.75,0.81,2.0,309.8
R-01470,WQ-011,2024-02-25,6.92,,1.44,0.1,1.0,162.4
R-01471,WQ-011,2024-02-27,7.39,0.6,1.95,7.65,9.0,114.4
R-01472,WQ-011,2024-02-28,7.2,3.3,1.38,1.48,0.0,199.1
R-01473,WQ-011,2024-02-29,7.18,0.98,2.21,,0.0,157.2
R-01474,WQ-011,2024-03-01,6.78,,2.28,4.36,,157.9
R-01475,WQ-011,2024-03-02,7.07,0.08,1.27,0.13,1.0,257.8
R-01476,WQ-011,2024-03-03,6.96,0.4,2.16,1.34,1.0,193.2
R-01477,WQ-011,2024-03-04,7.58,0.04,1.53,0.72,2.0,182.6
R-01478,WQ-011,2024-03-05,7.44,0.59,1.51,9.32,1.0,196.1
